"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"Fisher";209.589;0.0351;0.4946;0.0222;0.3578;0.8306;"Test";4
"NBWaVE";96.716;0.0351;0.4947;0.0149;0.565;0.9731;"Test";4
"CMF";199.591;0.0352;0.4948;0.0281;0.0928;0.6382;"Test";4
"NMF";218.223;0.0357;0.4947;0.0216;0.0484;0.7048;"Test";4
"NNLM";102.939;0.0335;0.4947;0.0142;0.0268;0.9816;"Test";4
"AIRWLS";103.98;0.0334;0.4947;0.017;0.5872;0.9793;"Test";4
"Newton";54.571;0.0334;0.4946;0.0186;0.5872;0.9843;"Test";4
"C-SGD";30.095;0.0338;0.4947;0.0148;0.543;0.9515;"Test";4
"B-SGD";19.648;0.0347;0.4948;0.0144;0.5276;0.9447;"Test";4
"AvaGrad";26.117;0.0372;0.0088;0.0203;-0.0299;0.2639;"Full";5
"Fisher";186.905;0.033;0.0078;0.0133;0.4825;0.9033;"Full";5
"NBWaVE";116.317;0.0319;0.0076;0.0132;0.5549;0.9641;"Full";5
"CMF";207.421;0.0331;0.0079;0.0141;0.1829;0.7826;"Full";5
"NMF";NA;NA;NA;NA;NA;NA;"Full";5
"NNLM";103.4;0.0318;0.0076;0.0113;0.1434;0.9778;"Full";5
"AIRWLS";104.238;0.0317;0.0075;0.0115;0.5896;0.9822;"Full";5
"Newton";54.509;0.0317;0.0075;0.0118;0.5742;0.982;"Full";5
"C-SGD";30.187;0.0313;0.0075;0.0116;0.5019;0.9188;"Full";5
"B-SGD";19.86;0.031;0.0074;0.0118;0.4837;0.8941;"Full";5
"AvaGrad";26.117;0.0372;0.1469;0.0202;-0.0299;0.2639;"Train";5
"Fisher";186.905;0.0329;0.1462;0.0114;0.4825;0.9033;"Train";5
"NBWaVE";116.317;0.0312;0.1458;0.013;0.5549;0.9641;"Train";5
"CMF";207.421;0.0329;0.1461;0.0112;0.1829;0.7826;"Train";5
"NMF";NA;NA;NA;NA;NA;NA;"Train";5
"NNLM";103.4;0.0317;0.1459;0.0106;0.1434;0.9778;"Train";5
"AIRWLS";104.238;0.0315;0.1458;0.0098;0.5896;0.9822;"Train";5
"Newton";54.509;0.0315;0.1458;0.0098;0.5742;0.982;"Train";5
"C-SGD";30.187;0.0308;0.1457;0.011;0.5019;0.9188;"Train";5
"B-SGD";19.86;0.0301;0.1456;0.0113;0.4837;0.8941;"Train";5
"AvaGrad";26.117;0.0372;0.4952;0.0207;-0.0299;0.2639;"Test";5
"Fisher";186.905;0.0335;0.4947;0.0185;0.4825;0.9033;"Test";5
"NBWaVE";116.317;0.0337;0.4947;0.014;0.5549;0.9641;"Test";5
"CMF";207.421;0.0336;0.4949;0.0222;0.1829;0.7826;"Test";5
"NMF";NA;NA;NA;NA;NA;NA;"Test";5
"NNLM";103.4;0.0322;0.4947;0.0133;0.1434;0.9778;"Test";5
"AIRWLS";104.238;0.0321;0.4947;0.0162;0.5896;0.9822;"Test";5
"Newton";54.509;0.0322;0.4947;0.0173;0.5742;0.982;"Test";5
"C-SGD";30.187;0.0326;0.4947;0.0133;0.5019;0.9188;"Test";5
"B-SGD";19.86;0.0334;0.4948;0.0129;0.4837;0.8941;"Test";5
"AvaGrad";328.173;0.0394;0.0085;0.0223;-0.0244;0.2598;"Full";6
"Fisher";115.26;0.0348;0.0075;0.0143;0.4652;0.894;"Full";6
"NBWaVE";93.386;0.0335;0.0072;0.0141;0.5813;0.9809;"Full";6
"CMF";201.589;0.0348;0.0075;0.0148;0.0484;0.7791;"Full";6
"NMF";217.364;0.0356;0.0076;0.0149;0.1364;0.8655;"Full";6
"NNLM";102.758;0.0333;0.0072;0.012;0.0811;0.9957;"Full";6
"AIRWLS";104.478;0.0331;0.0072;0.0122;0.6015;0.9911;"Full";6
"Newton";54.457;0.0331;0.0072;0.0126;0.6093;0.9903;"Full";6
"C-SGD";30.785;0.0327;0.0071;0.0122;0.5695;0.9726;"Full";6
"B-SGD";19.708;0.0324;0.007;0.0124;0.5405;0.9564;"Full";6
"AvaGrad";328.173;0.0394;0.1468;0.0221;-0.0244;0.2598;"Train";6
"Fisher";115.26;0.0347;0.1461;0.0121;0.4652;0.894;"Train";6
"NBWaVE";93.386;0.0328;0.1457;0.0138;0.5813;0.9809;"Train";6
"CMF";201.589;0.0347;0.1459;0.0118;0.0484;0.7791;"Train";6
"NMF";217.364;0.0354;0.1462;0.0133;0.1364;0.8655;"Train";6
"NNLM";102.758;0.0332;0.1457;0.0112;0.0811;0.9957;"Train";6
"AIRWLS";104.478;0.0329;0.1457;0.0104;0.6015;0.9911;"Train";6
"Newton";54.457;0.0329;0.1457;0.0104;0.6093;0.9903;"Train";6
"C-SGD";30.785;0.0322;0.1455;0.0116;0.5695;0.9726;"Train";6
"B-SGD";19.708;0.0315;0.1454;0.012;0.5405;0.9564;"Train";6
"AvaGrad";328.173;0.0394;0.4947;0.0228;-0.0244;0.2598;"Test";6
"Fisher";115.26;0.0353;0.4942;0.0208;0.4652;0.894;"Test";6
"NBWaVE";93.386;0.0354;0.4942;0.015;0.5813;0.9809;"Test";6
"CMF";201.589;0.0352;0.4945;0.0232;0.0484;0.7791;"Test";6
"NMF";217.364;0.0359;0.4942;0.0194;0.1364;0.8655;"Test";6
"NNLM";102.758;0.0338;0.4943;0.0142;0.0811;0.9957;"Test";6
"AIRWLS";104.478;0.0336;0.4942;0.0172;0.6015;0.9911;"Test";6
"Newton";54.457;0.0336;0.4942;0.0189;0.6093;0.9903;"Test";6
"C-SGD";30.785;0.0339;0.4942;0.0139;0.5695;0.9726;"Test";6
"B-SGD";19.708;0.0349;0.4943;0.0136;0.5405;0.9564;"Test";6
"AvaGrad";25.021;0.0358;0.0082;0.0211;-0.0332;0.265;"Full";7
"Fisher";95.237;0.032;0.0073;0.0138;0.327;0.7784;"Full";7
"NBWaVE";93.327;0.0306;0.007;0.0133;0.5439;0.9662;"Full";7
"CMF";203.112;0.0318;0.0073;0.0139;0.1229;0.6556;"Full";7
"NMF";217.268;0.0327;0.0075;0.0142;0.1327;0.7337;"Full";7
"NNLM";103.236;0.0306;0.007;0.0113;0.1099;0.9105;"Full";7
"AIRWLS";104.5;0.0304;0.007;0.0115;0.5334;0.9394;"Full";7
"Newton";54.493;0.0304;0.007;0.012;0.5079;0.9307;"Full";7
"C-SGD";30.012;0.03;0.0069;0.0115;0.5179;0.9396;"Full";7
"B-SGD";19.877;0.0297;0.0068;0.0116;0.4836;0.9048;"Full";7
"AvaGrad";25.021;0.0357;0.1463;0.0209;-0.0332;0.265;"Train";7
"Fisher";95.237;0.0318;0.1456;0.0112;0.327;0.7784;"Train";7
"NBWaVE";93.327;0.03;0.1452;0.013;0.5439;0.9662;"Train";7
"CMF";203.112;0.0316;0.1455;0.0108;0.1229;0.6556;"Train";7
"NMF";217.268;0.0325;0.1458;0.0124;0.1327;0.7337;"Train";7
"NNLM";103.236;0.0305;0.1452;0.0104;0.1099;0.9105;"Train";7
"AIRWLS";104.5;0.0302;0.1452;0.0097;0.5334;0.9394;"Train";7
"Newton";54.493;0.0302;0.1452;0.0097;0.5079;0.9307;"Train";7
"C-SGD";30.012;0.0295;0.1451;0.011;0.5179;0.9396;"Train";7
"B-SGD";19.877;0.0287;0.145;0.0112;0.4836;0.9048;"Train";7
"AvaGrad";25.021;0.0359;0.4951;0.0218;-0.0332;0.265;"Test";7
"Fisher";95.237;0.0325;0.4946;0.0213;0.327;0.7784;"Test";7
"NBWaVE";93.327;0.0325;0.4947;0.0141;0.5439;0.9662;"Test";7
"CMF";203.112;0.0323;0.4948;0.0228;0.1229;0.6556;"Test";7
"NMF";217.268;0.0331;0.4946;0.0194;0.1327;0.7337;"Test";7
"NNLM";103.236;0.0311;0.4947;0.0138;0.1099;0.9105;"Test";7
"AIRWLS";104.5;0.0309;0.4946;0.017;0.5334;0.9394;"Test";7
"Newton";54.493;0.031;0.4946;0.0186;0.5079;0.9307;"Test";7
"C-SGD";30.012;0.0314;0.4947;0.013;0.5179;0.9396;"Test";7
"B-SGD";19.877;0.0324;0.4947;0.0128;0.4836;0.9048;"Test";7
"AvaGrad";25.229;0.0348;0.0079;0.0173;-0.0261;0.2585;"Full";8
"Fisher";118.633;0.031;0.0071;0.0123;0.391;0.8204;"Full";8
"NBWaVE";92.314;0.0298;0.0068;0.0123;0.5469;0.9562;"Full";8
"CMF";209.711;0.0316;0.0072;0.0142;0.0315;0.5284;"Full";8
"NMF";217.334;0.0318;0.0073;0.0128;0.0521;0.7608;"Full";8
"NNLM";103.397;0.0298;0.0069;0.0105;0.0254;0.9455;"Full";8
"AIRWLS";103.777;0.0296;0.0068;0.0106;0.5193;0.9579;"Full";8
"Newton";54.476;0.0296;0.0068;0.0113;0.5461;0.958;"Full";8
"C-SGD";29.963;0.0292;0.0067;0.0107;0.4892;0.9096;"Full";8
"B-SGD";19.558;0.0291;0.0067;0.0108;0.4326;0.85;"Full";8
"AvaGrad";25.229;0.0348;0.1461;0.0171;-0.0261;0.2585;"Train";8
"Fisher";118.633;0.0309;0.1455;0.0103;0.391;0.8204;"Train";8
"NBWaVE";92.314;0.0292;0.1451;0.0121;0.5469;0.9562;"Train";8
"CMF";209.711;0.0314;0.1455;0.0104;0.0315;0.5284;"Train";8
"NMF";217.334;0.0317;0.1456;0.0112;0.0521;0.7608;"Train";8
"NNLM";103.397;0.0297;0.1451;0.0098;0.0254;0.9455;"Train";8
"AIRWLS";103.777;0.0294;0.1451;0.0091;0.5193;0.9579;"Train";8
"Newton";54.476;0.0294;0.1451;0.0091;0.5461;0.958;"Train";8
"C-SGD";29.963;0.0288;0.145;0.0102;0.4892;0.9096;"Train";8
"B-SGD";19.558;0.0282;0.1449;0.0104;0.4326;0.85;"Train";8
"AvaGrad";25.229;0.0348;0.4949;0.0177;-0.0261;0.2585;"Test";8
"Fisher";118.633;0.0314;0.4944;0.0179;0.391;0.8204;"Test";8
"NBWaVE";92.314;0.0316;0.4945;0.0128;0.5469;0.9562;"Test";8
"CMF";209.711;0.032;0.4946;0.025;0.0315;0.5284;"Test";8
"NMF";217.334;0.0321;0.4945;0.0173;0.0521;0.7608;"Test";8
"NNLM";103.397;0.0302;0.4945;0.0127;0.0254;0.9455;"Test";8
"AIRWLS";103.777;0.03;0.4944;0.015;0.5193;0.9579;"Test";8
"Newton";54.476;0.0301;0.4944;0.0176;0.5461;0.958;"Test";8
"C-SGD";29.963;0.0305;0.4945;0.0123;0.4892;0.9096;"Test";8
"B-SGD";19.558;0.0315;0.4945;0.012;0.4326;0.85;"Test";8
"AvaGrad";338.427;0.0384;0.0083;0.0207;-0.0242;0.2643;"Full";9
"Fisher";116.482;0.0345;0.0075;0.0139;0.2088;0.6838;"Full";9
"NBWaVE";95.212;0.0329;0.0072;0.0134;0.5804;0.9671;"Full";9
"CMF";197.534;0.0342;0.0075;0.0139;0.1385;0.6717;"Full";9
"NMF";217.914;0.0351;0.0077;0.0143;0.1067;0.677;"Full";9
"NNLM";103.173;0.0331;0.0072;0.0114;0.0439;0.9089;"Full";9
"AIRWLS";104.057;0.0327;0.0072;0.0116;0.5404;0.9486;"Full";9
"Newton";53.736;0.0327;0.0072;0.0118;0.5499;0.9502;"Full";9
"C-SGD";29.974;0.0322;0.0071;0.0116;0.5191;0.9208;"Full";9
"B-SGD";19.76;0.032;0.007;0.0118;0.4706;0.8881;"Full";9
"AvaGrad";338.427;0.0384;0.1466;0.0205;-0.0242;0.2643;"Train";9
"Fisher";116.482;0.0344;0.146;0.0115;0.2088;0.6838;"Train";9
"NBWaVE";95.212;0.0323;0.1455;0.0132;0.5804;0.9671;"Train";9
"CMF";197.534;0.0341;0.1458;0.0109;0.1385;0.6717;"Train";9
"NMF";217.914;0.035;0.1461;0.0125;0.1067;0.677;"Train";9
"NNLM";103.173;0.0329;0.1456;0.0106;0.0439;0.9089;"Train";9
"AIRWLS";104.057;0.0325;0.1456;0.0099;0.5404;0.9486;"Train";9
"Newton";53.736;0.0325;0.1456;0.0099;0.5499;0.9502;"Train";9
"C-SGD";29.974;0.0318;0.1454;0.0111;0.5191;0.9208;"Train";9
"B-SGD";19.76;0.031;0.1453;0.0114;0.4706;0.8881;"Train";9
"AvaGrad";338.427;0.0384;0.4949;0.0212;-0.0242;0.2643;"Test";9
"Fisher";116.482;0.0349;0.4944;0.0208;0.2088;0.6838;"Test";9
"NBWaVE";95.212;0.0348;0.4944;0.0141;0.5804;0.9671;"Test";9
"CMF";197.534;0.0346;0.4945;0.0224;0.1385;0.6717;"Test";9
"NMF";217.914;0.0354;0.4944;0.0196;0.1067;0.677;"Test";9
"NNLM";103.173;0.0334;0.4944;0.0136;0.0439;0.9089;"Test";9
"AIRWLS";104.057;0.0331;0.4944;0.0163;0.5404;0.9486;"Test";9
"Newton";53.736;0.0332;0.4943;0.0171;0.5499;0.9502;"Test";9
"C-SGD";29.974;0.0336;0.4944;0.0131;0.5191;0.9208;"Test";9
"B-SGD";19.76;0.0346;0.4945;0.0129;0.4706;0.8881;"Test";9
"AvaGrad";25.523;0.0384;0.0082;0.0206;-0.0293;0.2565;"Full";10
"Fisher";188.269;0.0345;0.0074;0.0145;0.2388;0.7093;"Full";10
"NBWaVE";118.211;0.033;0.0071;0.0142;0.5368;0.9502;"Full";10
"CMF";199.3;0.0345;0.0075;0.0155;0.0274;0.5681;"Full";10
"NMF";217.296;0.0353;0.0076;0.015;0.0282;0.5771;"Full";10
"NNLM";102.691;0.033;0.0071;0.0122;0.1919;0.8845;"Full";10
"AIRWLS";104.435;0.0328;0.0071;0.0125;0.5163;0.9135;"Full";10
"Newton";54.32;0.0328;0.0071;0.0129;0.5068;0.9252;"Full";10
"C-SGD";30.127;0.0323;0.007;0.0124;0.4715;0.8832;"Full";10
"B-SGD";19.731;0.032;0.0069;0.0126;0.4032;0.8204;"Full";10
"AvaGrad";25.523;0.0383;0.1462;0.0205;-0.0293;0.2565;"Train";10
"Fisher";188.269;0.0343;0.1456;0.0122;0.2388;0.7093;"Train";10
"NBWaVE";118.211;0.0323;0.1452;0.0139;0.5368;0.9502;"Train";10
"CMF";199.3;0.0343;0.1455;0.0118;0.0274;0.5681;"Train";10
"NMF";217.296;0.0352;0.1458;0.0134;0.0282;0.5771;"Train";10
"NNLM";102.691;0.0329;0.1453;0.0114;0.1919;0.8845;"Train";10
"AIRWLS";104.435;0.0326;0.1452;0.0106;0.5163;0.9135;"Train";10
"Newton";54.32;0.0326;0.1453;0.0106;0.5068;0.9252;"Train";10
"C-SGD";30.127;0.0318;0.1451;0.0118;0.4715;0.8832;"Train";10
"B-SGD";19.731;0.031;0.145;0.0122;0.4032;0.8204;"Train";10
"AvaGrad";25.523;0.0385;0.4953;0.0212;-0.0293;0.2565;"Test";10
"Fisher";188.269;0.0351;0.4948;0.021;0.2388;0.7093;"Test";10
"NBWaVE";118.211;0.0351;0.4949;0.0148;0.5368;0.9502;"Test";10
"CMF";199.3;0.0351;0.495;0.026;0.0274;0.5681;"Test";10
"NMF";217.296;0.0357;0.4949;0.0198;0.0282;0.5771;"Test";10
"NNLM";102.691;0.0335;0.4948;0.0145;0.1919;0.8845;"Test";10
"AIRWLS";104.435;0.0334;0.4948;0.0179;0.5163;0.9135;"Test";10
"Newton";54.32;0.0335;0.4947;0.0194;0.5068;0.9252;"Test";10
"C-SGD";30.127;0.0339;0.4948;0.0139;0.4715;0.8832;"Test";10
"B-SGD";19.731;0.0349;0.4949;0.0137;0.4032;0.8204;"Test";10
"AvaGrad";25.918;0.0368;0.0088;0.0163;-0.0101;0.258;"Full";11
"Fisher";121.27;0.0336;0.008;0.012;0.2675;0.745;"Full";11
"NBWaVE";94.801;0.0322;0.0077;0.012;0.5118;0.9189;"Full";11
"CMF";212.226;0.0337;0.0081;0.013;0.0507;0.5697;"Full";11
"NMF";218.513;0.0343;0.0082;0.0124;0.0119;0.6021;"Full";11
"NNLM";102.652;0.0324;0.0078;0.0103;0.039;0.8236;"Full";11
"AIRWLS";104.297;0.0321;0.0077;0.0105;0.4992;0.9138;"Full";11
"Newton";54.466;0.0321;0.0077;0.0111;0.491;0.9096;"Full";11
"C-SGD";30.516;0.0317;0.0076;0.0105;0.4559;0.8641;"Full";11
"B-SGD";19.735;0.0314;0.0075;0.0105;0.4334;0.8399;"Full";11
"AvaGrad";25.918;0.0368;0.1469;0.0161;-0.0101;0.258;"Train";11
"Fisher";121.27;0.0334;0.1463;0.01;0.2675;0.745;"Train";11
"NBWaVE";94.801;0.0315;0.1459;0.0118;0.5118;0.9189;"Train";11
"CMF";212.226;0.0336;0.1462;0.0099;0.0507;0.5697;"Train";11
"NMF";218.513;0.0342;0.1465;0.0109;0.0119;0.6021;"Train";11
"NNLM";102.652;0.0323;0.146;0.0095;0.039;0.8236;"Train";11
"AIRWLS";104.297;0.0319;0.146;0.0088;0.4992;0.9138;"Train";11
"Newton";54.466;0.0319;0.146;0.0088;0.491;0.9096;"Train";11
"C-SGD";30.516;0.0312;0.1458;0.0099;0.4559;0.8641;"Train";11
"B-SGD";19.735;0.0306;0.1457;0.0101;0.4334;0.8399;"Train";11
"AvaGrad";25.918;0.037;0.4953;0.0168;-0.0101;0.258;"Test";11
"Fisher";121.27;0.0341;0.4948;0.0178;0.2675;0.745;"Test";11
"NBWaVE";94.801;0.0342;0.4949;0.0125;0.5118;0.9189;"Test";11
"CMF";212.226;0.0342;0.495;0.0219;0.0507;0.5697;"Test";11
"NMF";218.513;0.0348;0.4949;0.0169;0.0119;0.6021;"Test";11
"NNLM";102.652;0.0329;0.4949;0.0126;0.039;0.8236;"Test";11
"AIRWLS";104.297;0.0327;0.4948;0.0152;0.4992;0.9138;"Test";11
"Newton";54.466;0.0328;0.4948;0.0177;0.491;0.9096;"Test";11
"C-SGD";30.516;0.0331;0.4948;0.0121;0.4559;0.8641;"Test";11
"B-SGD";19.735;0.0339;0.4949;0.0118;0.4334;0.8399;"Test";11
"AvaGrad";24.025;0.0354;0.0076;0.022;-0.0251;0.263;"Full";12
"Fisher";113.826;0.0319;0.0069;0.015;0.3028;0.735;"Full";12
"NBWaVE";114.523;0.0306;0.0066;0.0149;0.5186;0.923;"Full";12
"CMF";201.907;0.032;0.0069;0.0161;0.0457;0.6169;"Full";12
"NMF";217.733;0.0328;0.0071;0.0158;0.0418;0.6317;"Full";12
"NNLM";102.707;0.0308;0.0067;0.0128;0.0394;0.8671;"Full";12
"AIRWLS";103.886;0.0306;0.0066;0.0131;0.4729;0.8886;"Full";12
"Newton";54.309;0.0306;0.0066;0.0135;0.4373;0.8874;"Full";12
"C-SGD";29.942;0.0301;0.0065;0.0131;0.4751;0.8853;"Full";12
