"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"NNLM";130.612;0.0405;0.4953;Inf;0.0129;0.8152;"Test";23
"AIRWLS";172.903;0.0396;0.4952;0.0178;0.4702;0.987;"Test";23
"Newton";92.848;0.0396;0.4952;0.0183;0.5127;0.9889;"Test";23
"C-SGD";44.528;0.0398;0.4953;0.0171;0.3805;0.9156;"Test";23
"B-SGD";27.547;0.0396;0.4952;0.017;0.3266;0.8978;"Test";23
"AvaGrad";66.991;0.046;0.0093;0.0259;-0.0158;0.256;"Full";24
"Fisher";123.476;0.0417;0.0084;0.019;0.3104;0.8364;"Full";24
"NBWaVE";124.514;0.0411;0.0083;0.0189;0.4726;0.9979;"Full";24
"CMF";219.239;0.0418;0.0085;0.0195;0.0369;0.5455;"Full";24
"NMF";274.781;0.043;0.0087;0.021;-0.0034;0.4329;"Full";24
"NNLM";153.636;0.0409;0.0083;0.0184;-0.0109;0.7066;"Full";24
"AIRWLS";130.352;0.0399;0.0081;0.017;0.476;0.9807;"Full";24
"Newton";89.657;0.0399;0.0081;0.0171;0.4434;0.9688;"Full";24
"C-SGD";44.579;0.0398;0.0081;0.0175;0.4622;0.9595;"Full";24
"B-SGD";27.513;0.0394;0.008;0.0175;0.3806;0.9499;"Full";24
"AvaGrad";66.991;0.046;0.1473;0.0258;-0.0158;0.256;"Train";24
"Fisher";123.476;0.0415;0.1466;0.0181;0.3104;0.8364;"Train";24
"NBWaVE";124.514;0.0409;0.1465;0.0187;0.4726;0.9979;"Train";24
"CMF";219.239;0.0417;0.1466;0.0187;0.0369;0.5455;"Train";24
"NMF";274.781;0.0429;0.1468;0.0204;-0.0034;0.4329;"Train";24
"NNLM";153.636;0.0408;0.1464;0.0181;-0.0109;0.7066;"Train";24
"AIRWLS";130.352;0.0398;0.1463;0.0165;0.476;0.9807;"Train";24
"Newton";89.657;0.0398;0.1463;0.0165;0.4434;0.9688;"Train";24
"C-SGD";44.579;0.0396;0.1462;0.0172;0.4622;0.9595;"Train";24
"B-SGD";27.513;0.0391;0.1462;0.0172;0.3806;0.9499;"Train";24
"AvaGrad";66.991;0.0462;0.4956;0.0264;-0.0158;0.256;"Test";24
"Fisher";123.476;0.042;0.4951;0.0216;0.3104;0.8364;"Test";24
"NBWaVE";124.514;0.0418;0.4951;0.0194;0.4726;0.9979;"Test";24
"CMF";219.239;0.0421;0.4952;0.0218;0.0369;0.5455;"Test";24
"NMF";274.781;0.0433;0.4953;0.0229;-0.0034;0.4329;"Test";24
"NNLM";153.636;0.0413;0.4951;0.0195;-0.0109;0.7066;"Test";24
"AIRWLS";130.352;0.0403;0.495;0.0186;0.476;0.9807;"Test";24
"Newton";89.657;0.0403;0.495;0.019;0.4434;0.9688;"Test";24
"C-SGD";44.579;0.0403;0.4951;0.0183;0.4622;0.9595;"Test";24
"B-SGD";27.513;0.0403;0.4951;0.0182;0.3806;0.9499;"Test";24
"AvaGrad";814.452;0.0455;0.0109;0.0253;-0.0106;0.2541;"Full";25
"Fisher";248.231;0.0408;0.0098;0.017;0.2999;0.8944;"Full";25
"NBWaVE";123.851;0.0401;0.0096;0.0167;0.3875;0.9455;"Full";25
"CMF";202.153;0.0414;0.01;0.0174;0.1443;0.6162;"Full";25
"NMF";NA;NA;NA;NA;NA;NA;"Full";25
"NNLM";155.043;0.0402;0.0097;0.0158;0.011;0.7065;"Full";25
"AIRWLS";174.064;0.039;0.0094;0.0146;0.496;0.9894;"Full";25
"Newton";102.153;0.0389;0.0094;0.0146;0.4683;0.9883;"Full";25
"C-SGD";45.229;0.0386;0.0093;0.0149;0.5035;0.9932;"Full";25
"B-SGD";27.97;0.0383;0.0092;0.015;0.4861;0.9786;"Full";25
"AvaGrad";814.452;0.0455;0.1488;0.0251;-0.0106;0.2541;"Train";25
"Fisher";248.231;0.0407;0.1478;0.0157;0.2999;0.8944;"Train";25
"NBWaVE";123.851;0.0399;0.1477;0.0165;0.3875;0.9455;"Train";25
"CMF";202.153;0.0414;0.148;0.0163;0.1443;0.6162;"Train";25
"NMF";NA;NA;NA;NA;NA;NA;"Train";25
"NNLM";155.043;0.0401;0.1477;0.0154;0.011;0.7065;"Train";25
"AIRWLS";174.064;0.0388;0.1475;0.014;0.496;0.9894;"Train";25
"Newton";102.153;0.0388;0.1475;0.014;0.4683;0.9883;"Train";25
"C-SGD";45.229;0.0384;0.1474;0.0147;0.5035;0.9932;"Train";25
"B-SGD";27.97;0.038;0.1473;0.0148;0.4861;0.9786;"Train";25
"AvaGrad";814.452;0.0457;0.4962;0.0258;-0.0106;0.2541;"Test";25
"Fisher";248.231;0.0411;0.4956;0.0206;0.2999;0.8944;"Test";25
"NBWaVE";123.851;0.0408;0.4956;0.0171;0.3875;0.9455;"Test";25
"CMF";202.153;0.0417;0.4958;0.0203;0.1443;0.6162;"Test";25
"NMF";NA;NA;NA;NA;NA;NA;"Test";25
"NNLM";155.043;0.0404;0.4957;0.017;0.011;0.7065;"Test";25
"AIRWLS";174.064;0.0393;0.4955;0.0162;0.496;0.9894;"Test";25
"Newton";102.153;0.0393;0.4955;0.0164;0.4683;0.9883;"Test";25
"C-SGD";45.229;0.0392;0.4955;0.0156;0.5035;0.9932;"Test";25
"B-SGD";27.97;0.0391;0.4955;0.0156;0.4861;0.9786;"Test";25
"AvaGrad";69.946;0.0464;0.0118;0.024;-0.0226;0.2612;"Full";26
"Fisher";171.23;0.0421;0.0107;0.0163;0.3836;0.9058;"Full";26
"NBWaVE";119.155;0.0416;0.0105;0.016;0.4651;0.9969;"Full";26
"CMF";200.028;0.042;0.0107;0.0159;0.1919;0.6759;"Full";26
"NMF";276.909;0.0433;0.011;0.0177;-0.0431;0.6414;"Full";26
"NNLM";154.182;0.0412;0.0105;0.0151;0.0522;0.6902;"Full";26
"AIRWLS";130.468;0.0405;0.0103;0.014;0.4853;0.9945;"Full";26
"Newton";87.33;0.0404;0.0103;0.0141;0.4703;0.9962;"Full";26
"C-SGD";45.176;0.0402;0.0103;0.0145;0.4544;0.972;"Full";26
"B-SGD";27.772;0.0399;0.0102;0.0148;0.4252;0.9595;"Full";26
"AvaGrad";69.946;0.0464;0.1494;0.0238;-0.0226;0.2612;"Train";26
"Fisher";171.23;0.0421;0.1485;0.0151;0.3836;0.9058;"Train";26
"NBWaVE";119.155;0.0414;0.1483;0.0158;0.4651;0.9969;"Train";26
"CMF";200.028;0.042;0.1485;0.0153;0.1919;0.6759;"Train";26
"NMF";276.909;0.0433;0.1488;0.017;-0.0431;0.6414;"Train";26
"NNLM";154.182;0.0412;0.1483;0.0147;0.0522;0.6902;"Train";26
"AIRWLS";130.468;0.0404;0.1481;0.0135;0.4853;0.9945;"Train";26
"Newton";87.33;0.0404;0.1481;0.0135;0.4703;0.9962;"Train";26
"C-SGD";45.176;0.04;0.1481;0.0143;0.4544;0.972;"Train";26
"B-SGD";27.772;0.0397;0.148;0.0145;0.4252;0.9595;"Train";26
"AvaGrad";69.946;0.0464;0.4969;0.0245;-0.0226;0.2612;"Test";26
"Fisher";171.23;0.0424;0.4963;0.0196;0.3836;0.9058;"Test";26
"NBWaVE";119.155;0.0421;0.4963;0.0165;0.4651;0.9969;"Test";26
"CMF";200.028;0.0421;0.4964;0.0178;0.1919;0.6759;"Test";26
"NMF";276.909;0.0434;0.4965;0.0196;-0.0431;0.6414;"Test";26
"NNLM";154.182;0.0414;0.4963;0.016;0.0522;0.6902;"Test";26
"AIRWLS";130.468;0.0407;0.4962;0.0156;0.4853;0.9945;"Test";26
"Newton";87.33;0.0406;0.4962;0.0158;0.4703;0.9962;"Test";26
"C-SGD";45.176;0.0406;0.4962;0.0153;0.4544;0.972;"Test";26
"B-SGD";27.772;0.0405;0.4962;0.0155;0.4252;0.9595;"Test";26
"AvaGrad";80.421;0.0435;0.011;0.0243;-0.0223;0.2609;"Full";27
"Fisher";122.859;0.0395;0.01;0.017;0.3903;0.9345;"Full";27
"NBWaVE";121.275;0.0389;0.0099;0.0168;0.4687;0.9966;"Full";27
"CMF";209.059;0.0394;0.0101;Inf;0.0976;0.6811;"Full";27
"NMF";276.845;0.0408;0.0104;0.0188;0.0775;0.6538;"Full";27
"NNLM";154.283;0.0388;0.0099;0.016;-0.0064;0.7091;"Full";27
"AIRWLS";153.074;0.0379;0.0097;0.0149;0.4996;0.9975;"Full";27
"Newton";92.432;0.0379;0.0097;0.015;0.4853;0.9955;"Full";27
"C-SGD";44.828;0.0376;0.0096;0.0152;0.4697;0.9922;"Full";27
"B-SGD";27.618;0.0373;0.0096;0.0153;0.4598;0.9794;"Full";27
"AvaGrad";80.421;0.0435;0.1488;0.0242;-0.0223;0.2609;"Train";27
"Fisher";122.859;0.0394;0.1479;0.016;0.3903;0.9345;"Train";27
"NBWaVE";121.275;0.0388;0.1478;0.0166;0.4687;0.9966;"Train";27
"CMF";209.059;0.0394;0.1479;0.0161;0.0976;0.6811;"Train";27
"NMF";276.845;0.0407;0.1482;0.0182;0.0775;0.6538;"Train";27
"NNLM";154.283;0.0387;0.1478;0.0157;-0.0064;0.7091;"Train";27
"AIRWLS";153.074;0.0378;0.1476;0.0144;0.4996;0.9975;"Train";27
"Newton";92.432;0.0378;0.1476;0.0144;0.4853;0.9955;"Train";27
"C-SGD";44.828;0.0375;0.1475;0.015;0.4697;0.9922;"Train";27
"B-SGD";27.618;0.0371;0.1475;0.0151;0.4598;0.9794;"Train";27
"AvaGrad";80.421;0.0435;0.4965;0.0246;-0.0223;0.2609;"Test";27
"Fisher";122.859;0.0396;0.496;0.02;0.3903;0.9345;"Test";27
"NBWaVE";121.275;0.0394;0.496;0.0172;0.4687;0.9966;"Test";27
"CMF";209.059;0.0395;0.4961;Inf;0.0976;0.6811;"Test";27
"NMF";276.845;0.0409;0.4961;0.0207;0.0775;0.6538;"Test";27
"NNLM";154.283;0.0389;0.496;0.0169;-0.0064;0.7091;"Test";27
"AIRWLS";153.074;0.038;0.4959;0.0163;0.4996;0.9975;"Test";27
"Newton";92.432;0.0381;0.4959;0.017;0.4853;0.9955;"Test";27
"C-SGD";44.828;0.038;0.4959;0.0158;0.4697;0.9922;"Test";27
"B-SGD";27.618;0.0379;0.4959;0.0159;0.4598;0.9794;"Test";27
"AvaGrad";64.207;0.0437;0.0113;0.0226;-0.0239;0.2567;"Full";28
"Fisher";206.81;0.0401;0.0104;0.0166;0.3631;0.8858;"Full";28
"NBWaVE";121.291;0.0395;0.0102;0.0165;0.4926;0.9969;"Full";28
"CMF";209.941;0.0402;0.0104;0.0175;0.0273;0.601;"Full";28
"NMF";277.005;0.0411;0.0106;0.0181;-0.0126;0.6006;"Full";28
"NNLM";153.889;0.0393;0.0102;0.0159;0.0127;0.7675;"Full";28
"AIRWLS";125.778;0.0386;0.01;0.0147;0.4557;0.9884;"Full";28
"Newton";77.907;0.0386;0.01;0.0147;0.4771;0.9914;"Full";28
"C-SGD";44.792;0.0384;0.01;0.0152;0.443;0.9473;"Full";28
"B-SGD";27.614;0.038;0.0099;0.0153;0.3252;0.9283;"Full";28
"AvaGrad";64.207;0.0437;0.1489;0.0225;-0.0239;0.2567;"Train";28
"Fisher";206.81;0.04;0.1481;0.0158;0.3631;0.8858;"Train";28
"NBWaVE";121.291;0.0393;0.148;0.0163;0.4926;0.9969;"Train";28
"CMF";209.941;0.04;0.1481;0.0161;0.0273;0.601;"Train";28
"NMF";277.005;0.041;0.1484;0.0176;-0.0126;0.6006;"Train";28
"NNLM";153.889;0.0392;0.148;0.0155;0.0127;0.7675;"Train";28
"AIRWLS";125.778;0.0385;0.1478;0.0143;0.4557;0.9884;"Train";28
"Newton";77.907;0.0385;0.1478;0.0143;0.4771;0.9914;"Train";28
"C-SGD";44.792;0.0382;0.1478;0.015;0.443;0.9473;"Train";28
"B-SGD";27.614;0.0377;0.1477;0.0151;0.3252;0.9283;"Train";28
"AvaGrad";64.207;0.0439;0.4968;0.0229;-0.0239;0.2567;"Test";28
"Fisher";206.81;0.0404;0.4963;0.019;0.3631;0.8858;"Test";28
"NBWaVE";121.291;0.0401;0.4963;0.0169;0.4926;0.9969;"Test";28
"CMF";209.941;0.0405;0.4964;0.0214;0.0273;0.601;"Test";28
"NMF";277.005;0.0413;0.4964;0.0197;-0.0126;0.6006;"Test";28
"NNLM";153.889;0.0396;0.4963;0.017;0.0127;0.7675;"Test";28
"AIRWLS";125.778;0.0389;0.4962;0.016;0.4557;0.9884;"Test";28
"Newton";77.907;0.0389;0.4962;0.016;0.4771;0.9914;"Test";28
"C-SGD";44.792;0.039;0.4962;0.016;0.443;0.9473;"Test";28
"B-SGD";27.614;0.0389;0.4962;0.0159;0.3252;0.9283;"Test";28
"AvaGrad";76.873;0.0449;0.0102;0.0232;-0.0215;0.2576;"Full";29
"Fisher";171.018;0.0408;0.0093;0.0173;0.2457;0.7205;"Full";29
"NBWaVE";122.906;0.0399;0.0091;0.0169;0.4842;0.9977;"Full";29
"CMF";212.147;0.0406;0.0093;0.0167;0.036;0.6038;"Full";29
"NMF";275.831;0.0415;0.0095;0.0181;0.114;0.6147;"Full";29
"NNLM";153.761;0.0397;0.0091;0.0158;0.0679;0.6443;"Full";29
"AIRWLS";175.97;0.0389;0.0089;0.0151;0.4794;0.9954;"Full";29
"Newton";91.732;0.0389;0.0089;0.0152;0.4849;0.9957;"Full";29
"C-SGD";44.784;0.0387;0.0089;0.0155;0.4305;0.9516;"Full";29
"B-SGD";27.747;0.0383;0.0088;0.0156;0.3752;0.9081;"Full";29
"AvaGrad";76.873;0.0448;0.1482;0.0231;-0.0215;0.2576;"Train";29
"Fisher";171.018;0.0406;0.1474;0.0164;0.2457;0.7205;"Train";29
"NBWaVE";122.906;0.0397;0.1472;0.0168;0.4842;0.9977;"Train";29
"CMF";212.147;0.0405;0.1473;0.0161;0.036;0.6038;"Train";29
"NMF";275.831;0.0413;0.1475;0.0176;0.114;0.6147;"Train";29
"NNLM";153.761;0.0396;0.1472;0.0155;0.0679;0.6443;"Train";29
"AIRWLS";175.97;0.0388;0.147;0.0147;0.4794;0.9954;"Train";29
"Newton";91.732;0.0387;0.147;0.0147;0.4849;0.9957;"Train";29
"C-SGD";44.784;0.0385;0.147;0.0153;0.4305;0.9516;"Train";29
"B-SGD";27.747;0.038;0.1469;0.0154;0.3752;0.9081;"Train";29
"AvaGrad";76.873;0.0451;0.496;0.0237;-0.0215;0.2576;"Test";29
"Fisher";171.018;0.0411;0.4955;0.0199;0.2457;0.7205;"Test";29
"NBWaVE";122.906;0.0406;0.4955;0.0173;0.4842;0.9977;"Test";29
"CMF";212.147;0.0408;0.4956;0.0186;0.036;0.6038;"Test";29
"NMF";275.831;0.0418;0.4956;0.0196;0.114;0.6147;"Test";29
"NNLM";153.761;0.04;0.4955;0.0167;0.0679;0.6443;"Test";29
"AIRWLS";175.97;0.0393;0.4954;0.0164;0.4794;0.9954;"Test";29
"Newton";91.732;0.0392;0.4954;0.0165;0.4849;0.9957;"Test";29
"C-SGD";44.784;0.0394;0.4954;0.0162;0.4305;0.9516;"Test";29
"B-SGD";27.747;0.0392;0.4954;0.0162;0.3752;0.9081;"Test";29
"AvaGrad";70.859;0.0427;0.0106;0.0241;-0.029;0.2608;"Full";30
"Fisher";122.423;0.0389;0.0097;0.017;0.342;0.8343;"Full";30
"NBWaVE";120.092;0.0382;0.0095;0.0168;0.5068;0.9953;"Full";30
"CMF";209.597;0.0391;0.0098;0.0177;0.1017;0.724;"Full";30
"NMF";275.514;0.0404;0.0101;0.019;0.1014;0.7152;"Full";30
"NNLM";153.789;0.0383;0.0096;0.0164;0.0312;0.7744;"Full";30
"AIRWLS";112.286;0.0373;0.0094;0.0149;0.4597;0.985;"Full";30
"Newton";67.884;0.0373;0.0093;0.0149;0.4876;0.9835;"Full";30
"C-SGD";44.772;0.0371;0.0093;0.0154;0.4786;0.9667;"Full";30
"B-SGD";27.362;0.0367;0.0092;0.0155;0.3917;0.8944;"Full";30
"AvaGrad";70.859;0.0427;0.1486;0.0239;-0.029;0.2608;"Train";30
"Fisher";122.423;0.0388;0.1478;0.016;0.342;0.8343;"Train";30
"NBWaVE";120.092;0.0381;0.1476;0.0166;0.5068;0.9953;"Train";30
"CMF";209.597;0.039;0.1478;0.0163;0.1017;0.724;"Train";30
"NMF";275.514;0.0404;0.1482;0.0182;0.1014;0.7152;"Train";30
"NNLM";153.789;0.0382;0.1477;0.0158;0.0312;0.7744;"Train";30
"AIRWLS";112.286;0.0373;0.1475;0.0144;0.4597;0.985;"Train";30
"Newton";67.884;0.0372;0.1475;0.0144;0.4876;0.9835;"Train";30
"C-SGD";44.772;0.0369;0.1474;0.0152;0.4786;0.9667;"Train";30
"B-SGD";27.362;0.0365;0.1473;0.0153;0.3917;0.8944;"Train";30
"AvaGrad";70.859;0.0426;0.496;0.0244;-0.029;0.2608;"Test";30
"Fisher";122.423;0.039;0.4955;0.02;0.342;0.8343;"Test";30
"NBWaVE";120.092;0.0387;0.4955;0.0172;0.5068;0.9953;"Test";30
"CMF";209.597;0.0392;0.4956;0.0216;0.1017;0.724;"Test";30
"NMF";275.514;0.0405;0.4957;0.0213;0.1014;0.7152;"Test";30
"NNLM";153.789;0.0384;0.4955;0.0182;0.0312;0.7744;"Test";30
"AIRWLS";112.286;0.0375;0.4954;0.0162;0.4597;0.985;"Test";30
"Newton";67.884;0.0374;0.4954;0.0163;0.4876;0.9835;"Test";30
"C-SGD";44.772;0.0375;0.4954;0.0161;0.4786;0.9667;"Test";30
"B-SGD";27.362;0.0374;0.4954;0.0161;0.3917;0.8944;"Test";30
"AvaGrad";96.08;0.0432;0.0113;0.0262;-0.0356;0.259;"Full";31
"Fisher";149.571;0.0396;0.0104;0.0178;0.3633;0.9197;"Full";31
"NBWaVE";119.4;0.0391;0.0102;0.0176;0.5065;0.993;"Full";31
"CMF";201.316;0.0392;0.0103;0.0177;0.081;0.742;"Full";31
"NMF";276.224;0.0404;0.0106;0.0193;0.0362;0.7034;"Full";31
"NNLM";153.417;0.0387;0.0102;0.0169;0.0853;0.8393;"Full";31
"AIRWLS";129.326;0.0381;0.01;0.0154;0.4617;0.9951;"Full";31
"Newton";90.384;0.0381;0.01;0.0155;0.4657;0.9949;"Full";31
"C-SGD";45.336;0.0379;0.01;0.0161;0.4611;0.9705;"Full";31
"B-SGD";27.862;0.0376;0.0099;0.0162;0.4187;0.9551;"Full";31
"AvaGrad";96.08;0.0431;0.149;0.0261;-0.0356;0.259;"Train";31
"Fisher";149.571;0.0394;0.1483;0.0167;0.3633;0.9197;"Train";31
"NBWaVE";119.4;0.0389;0.1481;0.0174;0.5065;0.993;"Train";31
"CMF";201.316;0.0391;0.1482;0.0168;0.081;0.742;"Train";31
"NMF";276.224;0.0403;0.1485;0.0187;0.0362;0.7034;"Train";31
"NNLM";153.417;0.0386;0.1481;0.0164;0.0853;0.8393;"Train";31
"AIRWLS";129.326;0.038;0.148;0.0149;0.4617;0.9951;"Train";31
"Newton";90.384;0.038;0.148;0.0149;0.4657;0.9949;"Train";31
"C-SGD";45.336;0.0377;0.1479;0.0158;0.4611;0.9705;"Train";31
"B-SGD";27.862;0.0373;0.1478;0.0159;0.4187;0.9551;"Train";31
"AvaGrad";96.08;0.0433;0.4966;0.0266;-0.0356;0.259;"Test";31
"Fisher";149.571;0.0399;0.496;0.021;0.3633;0.9197;"Test";31
"NBWaVE";119.4;0.0397;0.496;0.0182;0.5065;0.993;"Test";31
"CMF";201.316;0.0394;0.4961;0.0202;0.081;0.742;"Test";31
"NMF";276.224;0.0407;0.4961;0.0212;0.0362;0.7034;"Test";31
"NNLM";153.417;0.039;0.496;0.0182;0.0853;0.8393;"Test";31
"AIRWLS";129.326;0.0384;0.4959;0.0169;0.4617;0.9951;"Test";31
"Newton";90.384;0.0384;0.4959;0.0171;0.4657;0.9949;"Test";31
"C-SGD";45.336;0.0385;0.496;0.0169;0.4611;0.9705;"Test";31
"B-SGD";27.862;0.0384;0.496;0.0169;0.4187;0.9551;"Test";31
"AvaGrad";909.851;0.0446;0.0104;0.0253;-0.0213;0.2602;"Full";32
"Fisher";371.062;0.04;0.0093;0.0176;0.3485;0.9026;"Full";32
"NBWaVE";121.041;0.0395;0.0092;0.0174;0.4488;0.9947;"Full";32
"CMF";210.397;0.0397;0.0093;0.0169;0.044;0.6637;"Full";32
"NMF";NA;NA;NA;NA;NA;NA;"Full";32
"NNLM";155.703;0.0391;0.0092;0.0164;0.0151;0.6979;"Full";32
"AIRWLS";130.361;0.0383;0.009;0.0154;0.4625;0.9928;"Full";32
"Newton";82.324;0.0382;0.009;0.0154;0.4848;0.9939;"Full";32
"C-SGD";44.859;0.0381;0.0089;0.0159;0.4335;0.9227;"Full";32
"B-SGD";27.714;0.0377;0.0089;0.0159;0.3872;0.9111;"Full";32
"AvaGrad";909.851;0.0446;0.1483;0.0252;-0.0213;0.2602;"Train";32
"Fisher";371.062;0.04;0.1474;0.0167;0.3485;0.9026;"Train";32
"NBWaVE";121.041;0.0393;0.1472;0.0172;0.4488;0.9947;"Train";32
"CMF";210.397;0.0397;0.1473;0.0164;0.044;0.6637;"Train";32
"NMF";NA;NA;NA;NA;NA;NA;"Train";32
"NNLM";155.703;0.0391;0.1472;0.0161;0.0151;0.6979;"Train";32
"AIRWLS";130.361;0.0382;0.147;0.015;0.4625;0.9928;"Train";32
"Newton";82.324;0.0382;0.147;0.015;0.4848;0.9939;"Train";32
"C-SGD";44.859;0.0379;0.147;0.0157;0.4335;0.9227;"Train";32
"B-SGD";27.714;0.0375;0.1469;0.0158;0.3872;0.9111;"Train";32
"AvaGrad";909.851;0.0446;0.4961;0.0257;-0.0213;0.2602;"Test";32
"Fisher";371.062;0.0402;0.4956;0.0202;0.3485;0.9026;"Test";32
"NBWaVE";121.041;0.0399;0.4956;0.0179;0.4488;0.9947;"Test";32
"CMF";210.397;0.0397;0.4956;0.0184;0.044;0.6637;"Test";32
"NMF";NA;NA;NA;NA;NA;NA;"Test";32
"NNLM";155.703;0.0393;0.4956;0.0173;0.0151;0.6979;"Test";32
"AIRWLS";130.361;0.0384;0.4955;0.0168;0.4625;0.9928;"Test";32
"Newton";82.324;0.0384;0.4955;0.0168;0.4848;0.9939;"Test";32
"C-SGD";44.859;0.0385;0.4955;0.0165;0.4335;0.9227;"Test";32
"B-SGD";27.714;0.0384;0.4955;0.0165;0.3872;0.9111;"Test";32
"AvaGrad";71.233;0.0445;0.0107;0.024;-0.0337;0.2637;"Full";33
"Fisher";257.54;0.0405;0.0097;0.0168;0.3067;0.8839;"Full";33
"NBWaVE";158.389;0.0399;0.0096;0.0166;0.4962;0.995;"Full";33
"CMF";200.779;0.0406;0.0098;0.0175;0.0942;0.6792;"Full";33
"NMF";NA;NA;NA;NA;NA;NA;"Full";33
"NNLM";154.773;0.0398;0.0096;0.0163;-0.0017;0.7663;"Full";33
"AIRWLS";139.906;0.0388;0.0094;0.0146;0.5105;0.9982;"Full";33
"Newton";96.218;0.0388;0.0094;0.0147;0.4862;0.9976;"Full";33
"C-SGD";44.627;0.0386;0.0093;0.0152;0.4659;0.9677;"Full";33
"B-SGD";27.637;0.0382;0.0092;0.0153;0.4317;0.9658;"Full";33
"AvaGrad";71.233;0.0445;0.1485;0.0238;-0.0337;0.2637;"Train";33
"Fisher";257.54;0.0404;0.1477;0.0157;0.3067;0.8839;"Train";33
"NBWaVE";158.389;0.0397;0.1475;0.0164;0.4962;0.995;"Train";33
"CMF";200.779;0.0405;0.1477;0.0162;0.0942;0.6792;"Train";33
"NMF";NA;NA;NA;NA;NA;NA;"Train";33
"NNLM";154.773;0.0397;0.1475;0.0156;-0.0017;0.7663;"Train";33
"AIRWLS";139.906;0.0387;0.1473;0.014;0.5105;0.9982;"Train";33
"Newton";96.218;0.0387;0.1473;0.014;0.4862;0.9976;"Train";33
"C-SGD";44.627;0.0384;0.1472;0.015;0.4659;0.9677;"Train";33
"B-SGD";27.637;0.0379;0.1472;0.015;0.4317;0.9658;"Train";33
"AvaGrad";71.233;0.0446;0.4963;0.0245;-0.0337;0.2637;"Test";33
"Fisher";257.54;0.0408;0.4959;0.0201;0.3067;0.8839;"Test";33
"NBWaVE";158.389;0.0405;0.4958;0.0171;0.4962;0.995;"Test";33
"CMF";200.779;0.0409;0.496;0.0211;0.0942;0.6792;"Test";33
"NMF";NA;NA;NA;NA;NA;NA;"Test";33
"NNLM";154.773;0.0401;0.4959;0.0182;-0.0017;0.7663;"Test";33
"AIRWLS";139.906;0.0391;0.4957;0.0163;0.5105;0.9982;"Test";33
"Newton";96.218;0.0391;0.4957;0.0167;0.4862;0.9976;"Test";33
"C-SGD";44.627;0.0392;0.4958;0.0159;0.4659;0.9677;"Test";33
"B-SGD";27.637;0.039;0.4958;0.0159;0.4317;0.9658;"Test";33
"AvaGrad";868.62;0.0425;0.0118;0.021;-0.0152;0.2547;"Full";34
"Fisher";329.846;0.039;0.0108;0.0148;0.2654;0.747;"Full";34
"NBWaVE";122.069;0.0382;0.0106;0.0146;0.4617;0.9947;"Full";34
"CMF";210.444;0.0386;0.0108;0.0143;0.0752;0.5817;"Full";34
"NMF";274.624;0.0396;0.011;0.0155;0.0595;0.5731;"Full";34
"NNLM";146.097;0.038;0.0106;0.0136;-0.0144;0.6603;"Full";34
"AIRWLS";144.118;0.0373;0.0104;0.0131;0.4339;0.9601;"Full";34
"Newton";92.232;0.0373;0.0104;0.0132;0.4511;0.9561;"Full";34
"C-SGD";44.525;0.0371;0.0104;0.0133;0.4147;0.9567;"Full";34
"B-SGD";27.45;0.0367;0.0103;0.0134;0.3939;0.9116;"Full";34
"AvaGrad";868.62;0.0425;0.1494;0.0209;-0.0152;0.2547;"Train";34
"Fisher";329.846;0.0389;0.1486;0.0139;0.2654;0.747;"Train";34
"NBWaVE";122.069;0.0381;0.1484;0.0145;0.4617;0.9947;"Train";34
"CMF";210.444;0.0386;0.1485;0.0137;0.0752;0.5817;"Train";34
"NMF";274.624;0.0395;0.1488;0.015;0.0595;0.5731;"Train";34
"NNLM";146.097;0.038;0.1484;0.0133;-0.0144;0.6603;"Train";34
"AIRWLS";144.118;0.0373;0.1482;0.0125;0.4339;0.9601;"Train";34
"Newton";92.232;0.0373;0.1482;0.0125;0.4511;0.9561;"Train";34
"C-SGD";44.525;0.0369;0.1481;0.0131;0.4147;0.9567;"Train";34
"B-SGD";27.45;0.0365;0.148;0.0133;0.3939;0.9116;"Train";34
"AvaGrad";868.62;0.0425;0.4969;0.0213;-0.0152;0.2547;"Test";34
"Fisher";329.846;0.0391;0.4964;0.0172;0.2654;0.747;"Test";34
"NBWaVE";122.069;0.0387;0.4964;0.0149;0.4617;0.9947;"Test";34
"CMF";210.444;0.0387;0.4964;0.016;0.0752;0.5817;"Test";34
"NMF";274.624;0.0397;0.4965;0.0168;0.0595;0.5731;"Test";34
"NNLM";146.097;0.0382;0.4964;0.0145;-0.0144;0.6603;"Test";34
"AIRWLS";144.118;0.0375;0.4963;0.0147;0.4339;0.9601;"Test";34
"Newton";92.232;0.0375;0.4963;0.0153;0.4511;0.9561;"Test";34
"C-SGD";44.525;0.0375;0.4963;0.0139;0.4147;0.9567;"Test";34
"B-SGD";27.45;0.0374;0.4963;0.0139;0.3939;0.9116;"Test";34
"AvaGrad";876.838;0.0465;0.0106;0.0235;-0.0088;0.2564;"Full";35
"Fisher";496.054;0.0423;0.0096;0.0168;0.2739;0.7747;"Full";35
"NBWaVE";127.187;0.0416;0.0095;0.0167;0.4935;0.9936;"Full";35
"CMF";207.779;0.0422;0.0097;0.0167;0.0296;0.5358;"Full";35
"NMF";277.844;0.0432;0.0098;0.0177;0.0235;0.5548;"Full";35
"NNLM";154.887;0.0414;0.0095;0.0157;6e-04;0.6929;"Full";35
