"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"B-SGD";42.358;0.0414;0.1499;0.0168;0.4983;0.9958;"Train";3
"AvaGrad";1489.995;0.0483;0.4982;0.0298;-0.0237;0.2859;"Test";3
"Fisher";590.929;0.0441;0.4974;0.0241;0.3636;0.9262;"Test";3
"NBWaVE";221.555;0.0438;0.4975;0.0192;0.4296;0.9997;"Test";3
"CMF";335.778;0.0442;0.4976;Inf;0.1294;0.776;"Test";3
"NMF";NA;NA;NA;NA;NA;NA;"Test";3
"NNLM";365.825;0.0435;0.4975;0.0193;0.1071;0.8038;"Test";3
"AIRWLS";343.851;0.0425;0.4974;0.0178;0.4767;0.9961;"Test";3
"Newton";220.287;0.0425;0.4974;0.0178;0.4784;0.9963;"Test";3
"C-SGD";66.462;0.0425;0.4974;0.0177;0.4633;0.9932;"Test";3
"B-SGD";42.358;0.042;0.4973;0.0176;0.4983;0.9958;"Test";3
"AvaGrad";127.473;0.0494;0.0126;0.0282;-0.0088;0.2579;"Full";4
"Fisher";420.724;0.0455;0.0116;0.0213;0.3923;0.9355;"Full";4
"NBWaVE";221.166;0.0451;0.0115;0.0212;0.4379;0.9964;"Full";4
"CMF";346.395;0.0452;0.0116;0.0208;0.0383;0.614;"Full";4
"NMF";NA;NA;NA;NA;NA;NA;"Full";4
"NNLM";364.205;0.0448;0.0115;0.0203;0.0086;0.7024;"Full";4
"AIRWLS";172.462;0.0439;0.0112;0.0193;0.5185;0.9986;"Full";4
"Newton";173.829;0.0438;0.0112;0.0193;0.4779;0.9985;"Full";4
"C-SGD";66.774;0.0438;0.0112;0.0198;0.3756;0.9456;"Full";4
"B-SGD";42.737;0.0432;0.0111;0.0198;0.4565;0.9684;"Full";4
"AvaGrad";127.473;0.0493;0.1501;0.0281;-0.0088;0.2579;"Train";4
"Fisher";420.724;0.0454;0.1492;0.0206;0.3923;0.9355;"Train";4
"NBWaVE";221.166;0.0449;0.1491;0.021;0.4379;0.9964;"Train";4
"CMF";346.395;0.0452;0.1492;0.0204;0.0383;0.614;"Train";4
"NMF";NA;NA;NA;NA;NA;NA;"Train";4
"NNLM";364.205;0.0447;0.1491;0.0201;0.0086;0.7024;"Train";4
"AIRWLS";172.462;0.0438;0.1489;0.0189;0.5185;0.9986;"Train";4
"Newton";173.829;0.0438;0.1489;0.0189;0.4779;0.9985;"Train";4
"C-SGD";66.774;0.0437;0.1489;0.0197;0.3756;0.9456;"Train";4
"B-SGD";42.737;0.043;0.1487;0.0196;0.4565;0.9684;"Train";4
"AvaGrad";127.473;0.0494;0.4974;0.0284;-0.0088;0.2579;"Test";4
"Fisher";420.724;0.0457;0.4969;0.023;0.3923;0.9355;"Test";4
"NBWaVE";221.166;0.0455;0.4969;0.0215;0.4379;0.9964;"Test";4
"CMF";346.395;0.0453;0.4969;0.0221;0.0383;0.614;"Test";4
"NMF";NA;NA;NA;NA;NA;NA;"Test";4
"NNLM";364.205;0.045;0.4968;0.0211;0.0086;0.7024;"Test";4
"AIRWLS";172.462;0.0441;0.4967;0.0203;0.5185;0.9986;"Test";4
"Newton";173.829;0.0441;0.4967;0.0203;0.4779;0.9985;"Test";4
"C-SGD";66.774;0.0443;0.4968;0.0203;0.3756;0.9456;"Test";4
"B-SGD";42.737;0.0438;0.4967;0.0202;0.4565;0.9684;"Test";4
"AvaGrad";160.47;0.0501;0.0154;0.0253;-0.0106;0.2581;"Full";5
"Fisher";238.46;0.0462;0.0142;0.0184;0.3237;0.9094;"Full";5
"NBWaVE";232.752;0.0458;0.0141;0.0181;0.4758;0.9987;"Full";5
"CMF";343.271;0.0463;0.0143;0.0187;0.0571;0.6301;"Full";5
"NMF";487.944;0.0474;0.0146;0.0199;0.0086;0.6672;"Full";5
"NNLM";249.234;0.0454;0.014;0.0175;-0.0072;0.854;"Full";5
"AIRWLS";182.458;0.0447;0.0138;0.0164;0.4494;0.9984;"Full";5
"Newton";156.828;0.0447;0.0138;0.0165;0.4645;0.9982;"Full";5
"C-SGD";66.886;0.0446;0.0138;0.0169;0.4553;0.9698;"Full";5
"B-SGD";42.542;0.044;0.0136;0.017;0.438;0.9632;"Full";5
"AvaGrad";160.47;0.0501;0.1527;0.0252;-0.0106;0.2581;"Train";5
"Fisher";238.46;0.0462;0.1517;0.0174;0.3237;0.9094;"Train";5
"NBWaVE";232.752;0.0456;0.1516;0.018;0.4758;0.9987;"Train";5
"CMF";343.271;0.0463;0.1517;0.0178;0.0571;0.6301;"Train";5
"NMF";487.944;0.0474;0.152;0.0193;0.0086;0.6672;"Train";5
"NNLM";249.234;0.0453;0.1515;0.0172;-0.0072;0.854;"Train";5
"AIRWLS";182.458;0.0446;0.1513;0.016;0.4494;0.9984;"Train";5
"Newton";156.828;0.0446;0.1513;0.016;0.4645;0.9982;"Train";5
"C-SGD";66.886;0.0445;0.1513;0.0167;0.4553;0.9698;"Train";5
"B-SGD";42.542;0.0439;0.1512;0.0169;0.438;0.9632;"Train";5
"AvaGrad";160.47;0.0501;0.4984;0.0256;-0.0106;0.2581;"Test";5
"Fisher";238.46;0.0463;0.4978;0.0211;0.3237;0.9094;"Test";5
"NBWaVE";232.752;0.0461;0.4978;0.0184;0.4758;0.9987;"Test";5
"CMF";343.271;0.0464;0.498;0.0213;0.0571;0.6301;"Test";5
"NMF";487.944;0.0475;0.498;0.0215;0.0086;0.6672;"Test";5
"NNLM";249.234;0.0455;0.4978;0.0183;-0.0072;0.854;"Test";5
"AIRWLS";182.458;0.0448;0.4977;0.0176;0.4494;0.9984;"Test";5
"Newton";156.828;0.0448;0.4977;0.0178;0.4645;0.9982;"Test";5
"C-SGD";66.886;0.045;0.4977;0.0174;0.4553;0.9698;"Test";5
"B-SGD";42.542;0.0446;0.4977;0.0174;0.438;0.9632;"Test";5
"AvaGrad";1467.064;0.0492;0.0132;0.0286;-0.0191;0.2599;"Full";6
"Fisher";528.482;0.0451;0.0121;0.0202;0.4208;0.9347;"Full";6
"NBWaVE";222.686;0.0446;0.012;0.0199;0.4377;0.9982;"Full";6
"CMF";337.667;0.0447;0.0121;Inf;-0.0039;0.6759;"Full";6
"NMF";NA;NA;NA;NA;NA;NA;"Full";6
"NNLM";276.073;0.0442;0.0119;0.0192;0.0247;0.7384;"Full";6
"AIRWLS";180.656;0.0434;0.0117;0.0179;0.438;0.9973;"Full";6
"Newton";184.938;0.0433;0.0117;0.0179;0.4377;0.9969;"Full";6
"C-SGD";66.956;0.0433;0.0117;0.0185;0.4401;0.957;"Full";6
"B-SGD";42.657;0.0427;0.0116;0.0185;0.4496;0.9707;"Full";6
"AvaGrad";1467.064;0.0492;0.1507;0.0285;-0.0191;0.2599;"Train";6
"Fisher";528.482;0.045;0.1498;0.0193;0.4208;0.9347;"Train";6
"NBWaVE";222.686;0.0445;0.1497;0.0197;0.4377;0.9982;"Train";6
"CMF";337.667;0.0446;0.1497;0.0192;-0.0039;0.6759;"Train";6
"NMF";NA;NA;NA;NA;NA;NA;"Train";6
"NNLM";276.073;0.0441;0.1496;0.0188;0.0247;0.7384;"Train";6
"AIRWLS";180.656;0.0433;0.1495;0.0175;0.438;0.9973;"Train";6
"Newton";184.938;0.0433;0.1495;0.0175;0.4377;0.9969;"Train";6
"C-SGD";66.956;0.0431;0.1494;0.0183;0.4401;0.957;"Train";6
"B-SGD";42.657;0.0425;0.1493;0.0184;0.4496;0.9707;"Train";6
"AvaGrad";1467.064;0.0493;0.4974;0.0289;-0.0191;0.2599;"Test";6
"Fisher";528.482;0.0453;0.4968;0.0228;0.4208;0.9347;"Test";6
"NBWaVE";222.686;0.0451;0.4968;0.0204;0.4377;0.9982;"Test";6
"CMF";337.667;0.045;0.4969;Inf;-0.0039;0.6759;"Test";6
"NMF";NA;NA;NA;NA;NA;NA;"Test";6
"NNLM";276.073;0.0444;0.4968;0.0202;0.0247;0.7384;"Test";6
"AIRWLS";180.656;0.0436;0.4967;0.019;0.438;0.9973;"Test";6
"Newton";184.938;0.0436;0.4967;0.0191;0.4377;0.9969;"Test";6
"C-SGD";66.956;0.0438;0.4967;0.0192;0.4401;0.957;"Test";6
"B-SGD";42.657;0.0433;0.4967;0.0191;0.4496;0.9707;"Test";6
"AvaGrad";1568.662;0.0476;0.0145;0.0258;-0.0166;0.2579;"Full";7
"Fisher";252.726;0.0439;0.0134;0.0189;0.4389;0.9476;"Full";7
"NBWaVE";219.84;0.0435;0.0132;0.0189;0.4782;0.993;"Full";7
"CMF";357.508;0.0437;0.0134;0.0187;0.0365;0.6965;"Full";7
"NMF";NA;NA;NA;NA;NA;NA;"Full";7
"NNLM";368.228;0.0433;0.0132;0.0182;-0.0048;0.707;"Full";7
"AIRWLS";170.466;0.0425;0.013;0.0172;0.4404;0.9955;"Full";7
"Newton";172.418;0.0425;0.013;0.0172;0.4297;0.9957;"Full";7
"C-SGD";66.863;0.0425;0.013;0.0178;0.4184;0.9466;"Full";7
"B-SGD";43.727;0.0418;0.0128;0.0178;0.4189;0.9591;"Full";7
"AvaGrad";1568.662;0.0476;0.1517;0.0257;-0.0166;0.2579;"Train";7
"Fisher";252.726;0.0438;0.1508;0.0184;0.4389;0.9476;"Train";7
"NBWaVE";219.84;0.0434;0.1506;0.0188;0.4782;0.993;"Train";7
"CMF";357.508;0.0437;0.1508;0.0183;0.0365;0.6965;"Train";7
"NMF";NA;NA;NA;NA;NA;NA;"Train";7
"NNLM";368.228;0.0432;0.1506;0.0179;-0.0048;0.707;"Train";7
"AIRWLS";170.466;0.0424;0.1504;0.0169;0.4404;0.9955;"Train";7
"Newton";172.418;0.0424;0.1504;0.0169;0.4297;0.9957;"Train";7
"C-SGD";66.863;0.0423;0.1504;0.0176;0.4184;0.9466;"Train";7
"B-SGD";43.727;0.0416;0.1502;0.0176;0.4189;0.9591;"Train";7
"AvaGrad";1568.662;0.0476;0.4983;0.026;-0.0166;0.2579;"Test";7
"Fisher";252.726;0.0441;0.4977;0.0205;0.4389;0.9476;"Test";7
"NBWaVE";219.84;0.0439;0.4977;0.0193;0.4782;0.993;"Test";7
"CMF";357.508;0.0438;0.4978;0.0199;0.0365;0.6965;"Test";7
"NMF";NA;NA;NA;NA;NA;NA;"Test";7
"NNLM";368.228;0.0435;0.4977;0.0188;-0.0048;0.707;"Test";7
"AIRWLS";170.466;0.0427;0.4976;0.0182;0.4404;0.9955;"Test";7
"Newton";172.418;0.0427;0.4976;0.0183;0.4297;0.9957;"Test";7
"C-SGD";66.863;0.0429;0.4976;0.0183;0.4184;0.9466;"Test";7
"B-SGD";43.727;0.0423;0.4976;0.0182;0.4189;0.9591;"Test";7
"AvaGrad";116.478;0.0491;0.0134;0.0291;-0.0224;0.2589;"Full";8
"Fisher";250.63;0.0447;0.0122;0.0206;0.3575;0.9534;"Full";8
"NBWaVE";214.532;0.0442;0.0121;0.0204;0.4354;0.9996;"Full";8
"CMF";348.945;0.0445;0.0122;0.0208;-0.041;0.7743;"Full";8
"NMF";485.899;0.0459;0.0125;0.0226;0.0681;0.7537;"Full";8
"NNLM";274.36;0.044;0.0121;0.0201;-0.0189;0.8149;"Full";8
"AIRWLS";208.396;0.043;0.0118;0.0184;0.4735;1;"Full";8
"Newton";199.355;0.043;0.0118;0.0183;0.4363;1;"Full";8
"C-SGD";66.716;0.0428;0.0118;0.0189;0.5065;0.9935;"Full";8
"B-SGD";42.757;0.0423;0.0116;0.0189;0.3929;0.9919;"Full";8
"AvaGrad";116.478;0.0491;0.1508;0.029;-0.0224;0.2589;"Train";8
"Fisher";250.63;0.0446;0.1498;0.0197;0.3575;0.9534;"Train";8
"NBWaVE";214.532;0.0441;0.1496;0.0202;0.4354;0.9996;"Train";8
"CMF";348.945;0.0444;0.1497;0.0201;-0.041;0.7743;"Train";8
"NMF";485.899;0.0458;0.15;0.0221;0.0681;0.7537;"Train";8
"NNLM";274.36;0.0439;0.1496;0.0197;-0.0189;0.8149;"Train";8
"AIRWLS";208.396;0.0429;0.1494;0.0179;0.4735;1;"Train";8
"Newton";199.355;0.0429;0.1494;0.0179;0.4363;1;"Train";8
"C-SGD";66.716;0.0427;0.1493;0.0187;0.5065;0.9935;"Train";8
"B-SGD";42.757;0.0421;0.1492;0.0187;0.3929;0.9919;"Train";8
"AvaGrad";116.478;0.0492;0.4978;0.0292;-0.0224;0.2589;"Test";8
"Fisher";250.63;0.045;0.4972;0.023;0.3575;0.9534;"Test";8
"NBWaVE";214.532;0.0448;0.4972;0.0208;0.4354;0.9996;"Test";8
"CMF";348.945;0.0447;0.4972;0.0227;-0.041;0.7743;"Test";8
"NMF";485.899;0.0461;0.4973;0.024;0.0681;0.7537;"Test";8
"NNLM";274.36;0.0442;0.4972;0.0211;-0.0189;0.8149;"Test";8
"AIRWLS";208.396;0.0433;0.497;0.0195;0.4735;1;"Test";8
"Newton";199.355;0.0432;0.497;0.0195;0.4363;1;"Test";8
"C-SGD";66.716;0.0433;0.497;0.0194;0.5065;0.9935;"Test";8
"B-SGD";42.757;0.0429;0.497;0.0194;0.3929;0.9919;"Test";8
"AvaGrad";164.472;0.0511;0.0137;0.0261;-0.0071;0.2533;"Full";9
"Fisher";408.528;0.0468;0.0126;0.0193;0.3768;0.9239;"Full";9
"NBWaVE";225.454;0.0464;0.0125;0.0192;0.3997;0.9968;"Full";9
"CMF";349.973;0.047;0.0127;0.02;0.0234;0.4481;"Full";9
"NMF";NA;NA;NA;NA;NA;NA;"Full";9
"NNLM";367.919;0.046;0.0124;0.0185;-0.015;0.8264;"Full";9
"AIRWLS";235.685;0.0452;0.0122;0.0175;0.4642;0.9973;"Full";9
"Newton";220.929;0.0452;0.0122;0.0177;0.4838;0.996;"Full";9
"C-SGD";67.201;0.0453;0.0122;0.0181;0.3674;0.911;"Full";9
"B-SGD";42.451;0.0445;0.012;0.018;0.4264;0.9568;"Full";9
"AvaGrad";164.472;0.0511;0.1511;0.026;-0.0071;0.2533;"Train";9
"Fisher";408.528;0.0468;0.1502;0.0186;0.3768;0.9239;"Train";9
"NBWaVE";225.454;0.0463;0.1501;0.0191;0.3997;0.9968;"Train";9
"CMF";349.973;0.047;0.1502;0.0192;0.0234;0.4481;"Train";9
"NMF";NA;NA;NA;NA;NA;NA;"Train";9
"NNLM";367.919;0.0459;0.15;0.0183;-0.015;0.8264;"Train";9
"AIRWLS";235.685;0.0452;0.1498;0.0172;0.4642;0.9973;"Train";9
"Newton";220.929;0.0452;0.1498;0.0172;0.4838;0.996;"Train";9
"C-SGD";67.201;0.0451;0.1498;0.018;0.3674;0.911;"Train";9
"B-SGD";42.451;0.0443;0.1497;0.0179;0.4264;0.9568;"Train";9
"AvaGrad";164.472;0.0511;0.4978;0.0263;-0.0071;0.2533;"Test";9
"Fisher";408.528;0.047;0.4972;0.0214;0.3768;0.9239;"Test";9
"NBWaVE";225.454;0.0468;0.4972;0.0194;0.3997;0.9968;"Test";9
"CMF";349.973;0.047;0.4973;0.0224;0.0234;0.4481;"Test";9
"NMF";NA;NA;NA;NA;NA;NA;"Test";9
"NNLM";367.919;0.0461;0.4972;0.0191;-0.015;0.8264;"Test";9
"AIRWLS";235.685;0.0453;0.4971;0.0186;0.4642;0.9973;"Test";9
"Newton";220.929;0.0453;0.4971;0.0192;0.4838;0.996;"Test";9
"C-SGD";67.201;0.0456;0.4971;0.0185;0.3674;0.911;"Test";9
"B-SGD";42.451;0.045;0.497;0.0183;0.4264;0.9568;"Test";9
"AvaGrad";119.895;0.0509;0.014;0.0277;-0.02;0.2599;"Full";10
"Fisher";241.347;0.0468;0.0129;0.0195;0.4508;0.9688;"Full";10
"NBWaVE";211.695;0.0463;0.0127;0.0194;0.3938;0.9981;"Full";10
"CMF";342.818;0.0475;0.0131;0.0212;0.2061;0.8247;"Full";10
"NMF";487.531;0.0482;0.0132;0.0217;0.2148;0.9007;"Full";10
"NNLM";275.351;0.0463;0.0128;0.0196;-0.0158;0.9145;"Full";10
"AIRWLS";212.618;0.0451;0.0125;0.0175;0.5096;0.9989;"Full";10
"Newton";150.994;0.0451;0.0125;0.0175;0.4584;0.9989;"Full";10
"C-SGD";67.039;0.045;0.0124;0.0181;0.4526;0.9919;"Full";10
"B-SGD";42.398;0.0443;0.0123;0.0181;0.4759;0.9933;"Full";10
"AvaGrad";119.895;0.0508;0.1513;0.0276;-0.02;0.2599;"Train";10
"Fisher";241.347;0.0467;0.1503;0.0186;0.4508;0.9688;"Train";10
"NBWaVE";211.695;0.0461;0.1502;0.0192;0.3938;0.9981;"Train";10
"CMF";342.818;0.0474;0.1505;0.02;0.2061;0.8247;"Train";10
"NMF";487.531;0.0481;0.1507;0.0211;0.2148;0.9007;"Train";10
"NNLM";275.351;0.0462;0.1502;0.019;-0.0158;0.9145;"Train";10
"AIRWLS";212.618;0.045;0.1499;0.017;0.5096;0.9989;"Train";10
"Newton";150.994;0.045;0.1499;0.017;0.4584;0.9989;"Train";10
"C-SGD";67.039;0.0448;0.1499;0.0179;0.4526;0.9919;"Train";10
"B-SGD";42.398;0.0441;0.1497;0.0178;0.4759;0.9933;"Train";10
"AvaGrad";119.895;0.051;0.4981;0.0279;-0.02;0.2599;"Test";10
"Fisher";241.347;0.047;0.4975;0.022;0.4508;0.9688;"Test";10
"NBWaVE";211.695;0.0468;0.4975;0.02;0.3938;0.9981;"Test";10
"CMF";342.818;0.0477;0.4977;0.0244;0.2061;0.8247;"Test";10
"NMF";487.531;0.0484;0.4977;0.0232;0.2148;0.9007;"Test";10
"NNLM";275.351;0.0466;0.4975;0.0212;-0.0158;0.9145;"Test";10
"AIRWLS";212.618;0.0454;0.4974;0.019;0.5096;0.9989;"Test";10
"Newton";150.994;0.0454;0.4974;0.019;0.4584;0.9989;"Test";10
"C-SGD";67.039;0.0455;0.4974;0.0188;0.4526;0.9919;"Test";10
"B-SGD";42.398;0.0449;0.4973;0.0187;0.4759;0.9933;"Test";10
"AvaGrad";121.953;0.0473;0.0135;0.027;-0.0224;0.2624;"Full";11
"Fisher";382.937;0.0435;0.0125;0.0201;0.4237;0.9332;"Full";11
"NBWaVE";207.124;0.0431;0.0124;0.0201;0.462;0.998;"Full";11
"CMF";355.726;0.0433;0.0125;0.02;0.0406;0.767;"Full";11
"NMF";NA;NA;NA;NA;NA;NA;"Full";11
"NNLM";274.501;0.0428;0.0123;0.0194;0.0111;0.8348;"Full";11
"AIRWLS";205.577;0.0421;0.0121;0.0183;0.4158;0.9944;"Full";11
"Newton";211.029;0.042;0.0121;0.0183;0.4578;0.9948;"Full";11
"C-SGD";67.422;0.0419;0.0121;0.0188;0.4916;0.9761;"Full";11
"B-SGD";42.563;0.0415;0.012;0.0188;0.4149;0.9664;"Full";11
"AvaGrad";121.953;0.0472;0.1508;0.0268;-0.0224;0.2624;"Train";11
"Fisher";382.937;0.0434;0.1499;0.0195;0.4237;0.9332;"Train";11
"NBWaVE";207.124;0.0429;0.1498;0.0199;0.462;0.998;"Train";11
"CMF";355.726;0.0431;0.1499;0.0195;0.0406;0.767;"Train";11
"NMF";NA;NA;NA;NA;NA;NA;"Train";11
"NNLM";274.501;0.0427;0.1497;0.0191;0.0111;0.8348;"Train";11
"AIRWLS";205.577;0.0419;0.1496;0.0179;0.4158;0.9944;"Train";11
"Newton";211.029;0.0419;0.1496;0.0179;0.4578;0.9948;"Train";11
"C-SGD";67.422;0.0417;0.1495;0.0185;0.4916;0.9761;"Train";11
"B-SGD";42.563;0.0413;0.1494;0.0186;0.4149;0.9664;"Train";11
"AvaGrad";121.953;0.0476;0.498;0.0274;-0.0224;0.2624;"Test";11
"Fisher";382.937;0.0439;0.4975;0.0219;0.4237;0.9332;"Test";11
"NBWaVE";207.124;0.0438;0.4975;0.0206;0.462;0.998;"Test";11
"CMF";355.726;0.0436;0.4975;0.0216;0.0406;0.767;"Test";11
"NMF";NA;NA;NA;NA;NA;NA;"Test";11
"NNLM";274.501;0.0431;0.4974;0.0203;0.0111;0.8348;"Test";11
"AIRWLS";205.577;0.0425;0.4973;0.0195;0.4158;0.9944;"Test";11
"Newton";211.029;0.0424;0.4973;0.0194;0.4578;0.9948;"Test";11
"C-SGD";67.422;0.0425;0.4974;0.0194;0.4916;0.9761;"Test";11
"B-SGD";42.563;0.0422;0.4973;0.0193;0.4149;0.9664;"Test";11
"AvaGrad";115.297;0.0473;0.015;0.0242;-0.0179;0.2597;"Full";12
"Fisher";233.573;0.0437;0.0139;0.0181;0.4208;0.9616;"Full";12
"NBWaVE";212.269;0.0433;0.0138;0.0181;0.4618;0.9988;"Full";12
"CMF";349.302;0.0434;0.0138;0.0182;0.0053;0.7691;"Full";12
"NMF";NA;NA;NA;NA;NA;NA;"Full";12
"NNLM";278.031;0.043;0.0137;0.0176;9e-04;0.8716;"Full";12
"AIRWLS";279.286;0.0422;0.0135;0.0164;0.5037;0.9998;"Full";12
"Newton";185.702;0.0422;0.0135;0.0165;0.4438;0.9998;"Full";12
"C-SGD";67.45;0.0422;0.0135;0.0169;0.4957;0.9908;"Full";12
"B-SGD";43.008;0.0415;0.0133;0.0169;0.448;0.9847;"Full";12
"AvaGrad";115.297;0.0473;0.1521;0.0242;-0.0179;0.2597;"Train";12
"Fisher";233.573;0.0437;0.1512;0.0175;0.4208;0.9616;"Train";12
"NBWaVE";212.269;0.0432;0.151;0.018;0.4618;0.9988;"Train";12
