"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"CMF";349.302;0.0434;0.1511;0.0177;0.0053;0.7691;"Train";12
"NMF";NA;NA;NA;NA;NA;NA;"Train";12
"NNLM";278.031;0.0429;0.151;0.0173;9e-04;0.8716;"Train";12
"AIRWLS";279.286;0.0422;0.1508;0.0161;0.5037;0.9998;"Train";12
"Newton";185.702;0.0422;0.1508;0.0161;0.4438;0.9998;"Train";12
"C-SGD";67.45;0.042;0.1508;0.0167;0.4957;0.9908;"Train";12
"B-SGD";43.008;0.0414;0.1506;0.0168;0.448;0.9847;"Train";12
"AvaGrad";115.297;0.0473;0.4987;0.0244;-0.0179;0.2597;"Test";12
"Fisher";233.573;0.0438;0.4981;0.0196;0.4208;0.9616;"Test";12
"NBWaVE";212.269;0.0437;0.4981;0.0184;0.4618;0.9988;"Test";12
"CMF";349.302;0.0435;0.4981;0.0196;0.0053;0.7691;"Test";12
"NMF";NA;NA;NA;NA;NA;NA;"Test";12
"NNLM";278.031;0.0431;0.498;0.0184;9e-04;0.8716;"Test";12
"AIRWLS";279.286;0.0424;0.4979;0.0174;0.5037;0.9998;"Test";12
"Newton";185.702;0.0423;0.4979;0.0175;0.4438;0.9998;"Test";12
"C-SGD";67.45;0.0425;0.4979;0.0173;0.4957;0.9908;"Test";12
"B-SGD";43.008;0.042;0.4979;0.0174;0.448;0.9847;"Test";12
"AvaGrad";159.295;0.0493;0.0137;0.029;-0.0147;0.2596;"Full";13
"Fisher";275.789;0.0453;0.0126;0.0196;0.2783;0.8106;"Full";13
"NBWaVE";215.412;0.0447;0.0124;0.0193;0.4373;0.9903;"Full";13
"CMF";343.135;0.0453;0.0126;0.02;0.2396;0.7752;"Full";13
"NMF";NA;NA;NA;NA;NA;NA;"Full";13
"NNLM";276.015;0.0444;0.0124;0.0188;0.1144;0.7571;"Full";13
"AIRWLS";209.825;0.0437;0.0122;0.0174;0.3281;0.8945;"Full";13
"Newton";153.999;0.0437;0.0122;0.0175;0.3701;0.8733;"Full";13
"C-SGD";66.881;0.0435;0.0121;0.0178;0.4629;0.9637;"Full";13
"B-SGD";43.094;0.0429;0.012;0.0179;0.3854;0.925;"Full";13
"AvaGrad";159.295;0.0493;0.151;0.0289;-0.0147;0.2596;"Train";13
"Fisher";275.789;0.0452;0.1501;0.0185;0.2783;0.8106;"Train";13
"NBWaVE";215.412;0.0446;0.15;0.0192;0.4373;0.9903;"Train";13
"CMF";343.135;0.0453;0.1502;0.0191;0.2396;0.7752;"Train";13
"NMF";NA;NA;NA;NA;NA;NA;"Train";13
"NNLM";276.015;0.0443;0.1499;0.0184;0.1144;0.7571;"Train";13
"AIRWLS";209.825;0.0436;0.1498;0.0168;0.3281;0.8945;"Train";13
"Newton";153.999;0.0436;0.1498;0.0168;0.3701;0.8733;"Train";13
"C-SGD";66.881;0.0434;0.1497;0.0176;0.4629;0.9637;"Train";13
"B-SGD";43.094;0.0427;0.1496;0.0177;0.3854;0.925;"Train";13
"AvaGrad";159.295;0.0493;0.4979;0.0293;-0.0147;0.2596;"Test";13
"Fisher";275.789;0.0454;0.4972;0.0228;0.2783;0.8106;"Test";13
"NBWaVE";215.412;0.0451;0.4972;0.0197;0.4373;0.9903;"Test";13
"CMF";343.135;0.0454;0.4974;0.0224;0.2396;0.7752;"Test";13
"NMF";NA;NA;NA;NA;NA;NA;"Test";13
"NNLM";276.015;0.0445;0.4972;0.0198;0.1144;0.7571;"Test";13
"AIRWLS";209.825;0.0438;0.4971;0.019;0.3281;0.8945;"Test";13
"Newton";153.999;0.0438;0.4971;0.0193;0.3701;0.8733;"Test";13
"C-SGD";66.881;0.0438;0.4971;0.0184;0.4629;0.9637;"Test";13
"B-SGD";43.094;0.0434;0.4971;0.0184;0.3854;0.925;"Test";13
"AvaGrad";111.915;0.0458;0.0145;0.025;-0.0082;0.2599;"Full";14
"Fisher";302.601;0.0422;0.0133;0.0184;0.2986;0.8877;"Full";14
"NBWaVE";211.527;0.0418;0.0132;0.0182;0.4813;0.9965;"Full";14
"CMF";342.685;0.0421;0.0134;Inf;-0.0092;0.4759;"Full";14
"NMF";487.58;0.0431;0.0136;0.0194;-0.0016;0.489;"Full";14
"NNLM";363.425;0.0415;0.0132;0.0172;-0.0099;0.8035;"Full";14
"AIRWLS";178.799;0.0408;0.0129;0.0165;0.4627;0.9923;"Full";14
"Newton";154.61;0.0407;0.0129;0.0165;0.4576;0.9914;"Full";14
"C-SGD";66.857;0.0408;0.0129;0.0169;0.4118;0.9424;"Full";14
"B-SGD";42.383;0.0401;0.0128;0.0169;0.4321;0.9579;"Full";14
"AvaGrad";111.915;0.0458;0.1517;0.025;-0.0082;0.2599;"Train";14
"Fisher";302.601;0.0421;0.1508;0.0176;0.2986;0.8877;"Train";14
"NBWaVE";211.527;0.0416;0.1506;0.0181;0.4813;0.9965;"Train";14
"CMF";342.685;0.0421;0.1508;Inf;-0.0092;0.4759;"Train";14
"NMF";487.58;0.0431;0.151;0.019;-0.0016;0.489;"Train";14
"NNLM";363.425;0.0414;0.1506;0.017;-0.0099;0.8035;"Train";14
"AIRWLS";178.799;0.0407;0.1504;0.0161;0.4627;0.9923;"Train";14
"Newton";154.61;0.0406;0.1504;0.0161;0.4576;0.9914;"Train";14
"C-SGD";66.857;0.0406;0.1504;0.0167;0.4118;0.9424;"Train";14
"B-SGD";42.383;0.0399;0.1502;0.0167;0.4321;0.9579;"Train";14
"AvaGrad";111.915;0.0459;0.4983;0.0252;-0.0082;0.2599;"Test";14
"Fisher";302.601;0.0424;0.4976;0.0204;0.2986;0.8877;"Test";14
"NBWaVE";211.527;0.0422;0.4976;0.0184;0.4813;0.9965;"Test";14
"CMF";342.685;0.0422;0.4977;0.0194;-0.0092;0.4759;"Test";14
"NMF";487.58;0.0433;0.4978;0.0206;-0.0016;0.489;"Test";14
"NNLM";363.425;0.0416;0.4976;0.0179;-0.0099;0.8035;"Test";14
"AIRWLS";178.799;0.041;0.4975;0.0175;0.4627;0.9923;"Test";14
"Newton";154.61;0.0409;0.4975;0.0175;0.4576;0.9914;"Test";14
"C-SGD";66.857;0.0412;0.4975;0.0174;0.4118;0.9424;"Test";14
"B-SGD";42.383;0.0407;0.4975;0.0173;0.4321;0.9579;"Test";14
"AvaGrad";163.23;0.0479;0.0128;0.0279;-0.0103;0.2589;"Full";15
"Fisher";532.031;0.0437;0.0117;0.0202;0.3354;0.8562;"Full";15
"NBWaVE";208.48;0.0433;0.0116;0.0202;0.4469;0.9969;"Full";15
"CMF";342.554;0.0442;0.0118;0.0213;0.0312;0.407;"Full";15
"NMF";487.224;0.0451;0.012;0.0222;-0.0064;0.4053;"Full";15
"NNLM";273.643;0.043;0.0115;0.0194;0.0094;0.8235;"Full";15
"AIRWLS";300.646;0.0423;0.0113;0.0186;0.3768;0.9279;"Full";15
"Newton";183.552;0.0423;0.0113;0.0187;0.3987;0.9405;"Full";15
"C-SGD";54.312;0.0421;0.0113;0.0188;0.4587;0.9793;"Full";15
"B-SGD";42.547;0.0415;0.0112;0.0188;0.4426;0.9663;"Full";15
"AvaGrad";163.23;0.0479;0.1502;0.0278;-0.0103;0.2589;"Train";15
"Fisher";532.031;0.0436;0.1493;0.0195;0.3354;0.8562;"Train";15
"NBWaVE";208.48;0.0432;0.1492;0.02;0.4469;0.9969;"Train";15
"CMF";342.554;0.0441;0.1494;0.0204;0.0312;0.407;"Train";15
"NMF";487.224;0.0451;0.1496;0.0218;-0.0064;0.4053;"Train";15
"NNLM";273.643;0.043;0.1492;0.0192;0.0094;0.8235;"Train";15
"AIRWLS";300.646;0.0422;0.149;0.018;0.3768;0.9279;"Train";15
"Newton";183.552;0.0422;0.149;0.018;0.3987;0.9405;"Train";15
"C-SGD";54.312;0.042;0.1489;0.0186;0.4587;0.9793;"Train";15
"B-SGD";42.547;0.0413;0.1488;0.0186;0.4426;0.9663;"Train";15
"AvaGrad";163.23;0.0479;0.4975;0.0282;-0.0103;0.2589;"Test";15
"Fisher";532.031;0.0438;0.4969;0.0221;0.3354;0.8562;"Test";15
"NBWaVE";208.48;0.0437;0.4969;0.0205;0.4469;0.9969;"Test";15
"CMF";342.554;0.0442;0.4971;0.0239;0.0312;0.407;"Test";15
"NMF";487.224;0.0452;0.4971;0.0233;-0.0064;0.4053;"Test";15
"NNLM";273.643;0.0432;0.4969;0.0201;0.0094;0.8235;"Test";15
"AIRWLS";300.646;0.0425;0.4968;0.0204;0.3768;0.9279;"Test";15
"Newton";183.552;0.0424;0.4968;0.0209;0.3987;0.9405;"Test";15
"C-SGD";54.312;0.0424;0.4968;0.0193;0.4587;0.9793;"Test";15
"B-SGD";42.547;0.042;0.4968;0.0192;0.4426;0.9663;"Test";15
"AvaGrad";125.546;0.05;0.0147;0.0258;-0.0278;0.2662;"Full";16
"Fisher";295.355;0.046;0.0135;0.0186;0.3629;0.9066;"Full";16
"NBWaVE";240.144;0.0455;0.0134;0.0184;0.4729;0.9982;"Full";16
"CMF";340.032;0.0463;0.0137;Inf;0.0686;0.6946;"Full";16
"NMF";486.744;0.0471;0.0138;0.0201;-0.0173;0.6107;"Full";16
"NNLM";275.524;0.0452;0.0133;0.018;-0.0013;0.7274;"Full";16
"AIRWLS";196.17;0.0443;0.0131;0.0165;0.4628;0.9979;"Full";16
"Newton";222.333;0.0443;0.0131;0.0165;0.4692;0.9975;"Full";16
"C-SGD";66.656;0.0442;0.0131;0.0171;0.4636;0.987;"Full";16
"B-SGD";42.136;0.0437;0.0129;0.0171;0.4342;0.9764;"Full";16
"AvaGrad";125.546;0.0501;0.1519;0.0257;-0.0278;0.2662;"Train";16
"Fisher";295.355;0.046;0.151;0.0177;0.3629;0.9066;"Train";16
"NBWaVE";240.144;0.0454;0.1508;0.0182;0.4729;0.9982;"Train";16
"CMF";340.032;0.0459;0.1509;0.0181;0.0686;0.6946;"Train";16
"NMF";486.744;0.047;0.1512;0.0194;-0.0173;0.6107;"Train";16
"NNLM";275.524;0.0452;0.1508;0.0176;-0.0013;0.7274;"Train";16
"AIRWLS";196.17;0.0443;0.1506;0.0161;0.4628;0.9979;"Train";16
"Newton";222.333;0.0443;0.1506;0.0161;0.4692;0.9975;"Train";16
"C-SGD";66.656;0.0441;0.1505;0.0169;0.4636;0.987;"Train";16
"B-SGD";42.136;0.0435;0.1504;0.0169;0.4342;0.9764;"Train";16
"AvaGrad";125.546;0.05;0.4983;0.0262;-0.0278;0.2662;"Test";16
"Fisher";295.355;0.0462;0.4977;0.0214;0.3629;0.9066;"Test";16
"NBWaVE";240.144;0.0459;0.4977;0.0187;0.4729;0.9982;"Test";16
"CMF";340.032;0.0475;0.4981;Inf;0.0686;0.6946;"Test";16
"NMF";486.744;0.0471;0.4978;0.022;-0.0173;0.6107;"Test";16
"NNLM";275.524;0.0453;0.4977;0.019;-0.0013;0.7274;"Test";16
"AIRWLS";196.17;0.0444;0.4976;0.0178;0.4628;0.9979;"Test";16
"Newton";222.333;0.0444;0.4976;0.0178;0.4692;0.9975;"Test";16
"C-SGD";66.656;0.0446;0.4976;0.0176;0.4636;0.987;"Test";16
"B-SGD";42.136;0.0441;0.4975;0.0175;0.4342;0.9764;"Test";16
"AvaGrad";1394.568;0.049;0.0146;0.0256;-0.0099;0.2556;"Full";17
"Fisher";350.601;0.0451;0.0135;0.0184;0.2729;0.7873;"Full";17
"NBWaVE";202.621;0.0445;0.0133;0.0182;0.4731;0.9939;"Full";17
"CMF";340.895;0.0446;0.0134;0.0178;0.1013;0.6414;"Full";17
"NMF";487.542;0.0459;0.0137;0.0193;0.0581;0.6271;"Full";17
"NNLM";275.754;0.0441;0.0133;0.0172;-0.0052;0.7225;"Full";17
"AIRWLS";234.589;0.0436;0.0131;0.0166;0.2385;0.844;"Full";17
"Newton";208.043;0.0435;0.0131;0.0166;0.3084;0.8552;"Full";17
"C-SGD";67.159;0.0434;0.013;0.017;0.4077;0.9095;"Full";17
"B-SGD";42.708;0.0429;0.0129;0.0169;0.3092;0.8592;"Full";17
"AvaGrad";1394.568;0.049;0.1518;0.0254;-0.0099;0.2556;"Train";17
"Fisher";350.601;0.045;0.1508;0.0177;0.2729;0.7873;"Train";17
"NBWaVE";202.621;0.0444;0.1507;0.0181;0.4731;0.9939;"Train";17
"CMF";340.895;0.0446;0.1507;0.0173;0.1013;0.6414;"Train";17
"NMF";487.542;0.0458;0.151;0.0189;0.0581;0.6271;"Train";17
"NNLM";275.754;0.0441;0.1506;0.017;-0.0052;0.7225;"Train";17
"AIRWLS";234.589;0.0435;0.1505;0.0162;0.2385;0.844;"Train";17
"Newton";208.043;0.0435;0.1505;0.0162;0.3084;0.8552;"Train";17
"C-SGD";67.159;0.0432;0.1504;0.0168;0.4077;0.9095;"Train";17
"B-SGD";42.708;0.0426;0.1503;0.0167;0.3092;0.8592;"Train";17
"AvaGrad";1394.568;0.0491;0.4985;0.026;-0.0099;0.2556;"Test";17
"Fisher";350.601;0.0453;0.4979;0.0204;0.2729;0.7873;"Test";17
"NBWaVE";202.621;0.045;0.4979;0.0186;0.4731;0.9939;"Test";17
"CMF";340.895;0.0448;0.4979;0.0192;0.1013;0.6414;"Test";17
"NMF";487.542;0.0461;0.498;0.0204;0.0581;0.6271;"Test";17
"NNLM";275.754;0.0444;0.4978;0.018;-0.0052;0.7225;"Test";17
"AIRWLS";234.589;0.0438;0.4978;0.0178;0.2385;0.844;"Test";17
"Newton";208.043;0.0438;0.4978;0.0178;0.3084;0.8552;"Test";17
"C-SGD";67.159;0.0439;0.4978;0.0175;0.4077;0.9095;"Test";17
"B-SGD";42.708;0.0435;0.4977;0.0174;0.3092;0.8592;"Test";17
"AvaGrad";104.291;0.0478;0.0143;0.0271;-0.0183;0.2585;"Full";18
"Fisher";313.149;0.0439;0.0132;0.0198;0.2927;0.8049;"Full";18
"NBWaVE";203.491;0.0434;0.013;0.0195;0.4399;0.9985;"Full";18
"CMF";340.793;0.0436;0.0131;Inf;-0.0171;0.6444;"Full";18
"NMF";487.735;0.0448;0.0134;0.0209;-0.0019;0.5935;"Full";18
"NNLM";275.281;0.0432;0.013;0.0189;0.028;0.7657;"Full";18
"AIRWLS";186.192;0.0423;0.0128;0.0177;0.4147;0.9994;"Full";18
"Newton";198.718;0.0423;0.0127;0.0177;0.4227;0.9994;"Full";18
"C-SGD";67.162;0.0423;0.0128;0.0183;0.3556;0.9443;"Full";18
"B-SGD";42.632;0.0417;0.0126;0.0183;0.3999;0.9434;"Full";18
"AvaGrad";104.291;0.0478;0.1516;0.027;-0.0183;0.2585;"Train";18
"Fisher";313.149;0.0439;0.1507;0.019;0.2927;0.8049;"Train";18
"NBWaVE";203.491;0.0433;0.1505;0.0194;0.4399;0.9985;"Train";18
"CMF";340.793;0.0436;0.1506;0.0188;-0.0171;0.6444;"Train";18
"NMF";487.735;0.0448;0.1509;0.0204;-0.0019;0.5935;"Train";18
"NNLM";275.281;0.0432;0.1505;0.0185;0.028;0.7657;"Train";18
"AIRWLS";186.192;0.0423;0.1503;0.0173;0.4147;0.9994;"Train";18
"Newton";198.718;0.0423;0.1503;0.0173;0.4227;0.9994;"Train";18
"C-SGD";67.162;0.0422;0.1503;0.0181;0.3556;0.9443;"Train";18
"B-SGD";42.632;0.0415;0.1501;0.0181;0.3999;0.9434;"Train";18
"AvaGrad";104.291;0.0478;0.4981;0.0274;-0.0183;0.2585;"Test";18
"Fisher";313.149;0.044;0.4975;0.022;0.2927;0.8049;"Test";18
"NBWaVE";203.491;0.0438;0.4975;0.0199;0.4399;0.9985;"Test";18
"CMF";340.793;0.0438;0.4976;Inf;-0.0171;0.6444;"Test";18
"NMF";487.735;0.0449;0.4976;0.0222;-0.0019;0.5935;"Test";18
"NNLM";275.281;0.0433;0.4975;0.0198;0.028;0.7657;"Test";18
"AIRWLS";186.192;0.0425;0.4974;0.0187;0.4147;0.9994;"Test";18
"Newton";198.718;0.0424;0.4974;0.0189;0.4227;0.9994;"Test";18
"C-SGD";67.162;0.0427;0.4974;0.0188;0.3556;0.9443;"Test";18
"B-SGD";42.632;0.0422;0.4974;0.0187;0.3999;0.9434;"Test";18
"AvaGrad";106.801;0.051;0.013;0.0273;-0.0227;0.2591;"Full";19
"Fisher";275.374;0.0465;0.0119;0.0205;0.3639;0.929;"Full";19
"NBWaVE";207.32;0.046;0.0117;0.0204;0.4371;0.9987;"Full";19
"CMF";364.529;0.0466;0.012;0.0208;0.1454;0.6245;"Full";19
"NMF";486.418;0.0477;0.0122;0.0222;0.0038;0.6675;"Full";19
"NNLM";275.243;0.0457;0.0117;0.0197;0.0694;0.7465;"Full";19
"AIRWLS";198.311;0.0447;0.0115;0.0186;0.5197;0.9984;"Full";19
"Newton";146.592;0.0446;0.0114;0.0187;0.4736;0.9982;"Full";19
"C-SGD";67.041;0.0446;0.0114;0.0191;0.4705;0.9739;"Full";19
"B-SGD";42.723;0.0439;0.0113;0.019;0.4805;0.9886;"Full";19
"AvaGrad";106.801;0.051;0.1503;0.0272;-0.0227;0.2591;"Train";19
"Fisher";275.374;0.0464;0.1493;0.0197;0.3639;0.929;"Train";19
"NBWaVE";207.32;0.0458;0.1492;0.0202;0.4371;0.9987;"Train";19
"CMF";364.529;0.0466;0.1494;0.0202;0.1454;0.6245;"Train";19
"NMF";486.418;0.0476;0.1496;0.0219;0.0038;0.6675;"Train";19
"NNLM";275.243;0.0456;0.1491;0.0194;0.0694;0.7465;"Train";19
"AIRWLS";198.311;0.0446;0.1489;0.0182;0.5197;0.9984;"Train";19
"Newton";146.592;0.0445;0.1489;0.0182;0.4736;0.9982;"Train";19
"C-SGD";67.041;0.0444;0.1489;0.0189;0.4705;0.9739;"Train";19
"B-SGD";42.723;0.0437;0.1487;0.0188;0.4805;0.9886;"Train";19
"AvaGrad";106.801;0.0512;0.4979;0.0277;-0.0227;0.2591;"Test";19
"Fisher";275.374;0.0468;0.4973;0.0227;0.3639;0.929;"Test";19
"NBWaVE";207.32;0.0465;0.4972;0.0208;0.4371;0.9987;"Test";19
"CMF";364.529;0.0468;0.4974;0.0223;0.1454;0.6245;"Test";19
"NMF";486.418;0.0479;0.4974;0.0234;0.0038;0.6675;"Test";19
"NNLM";275.243;0.0459;0.4972;0.0205;0.0694;0.7465;"Test";19
"AIRWLS";198.311;0.0449;0.4971;0.02;0.5197;0.9984;"Test";19
"Newton";146.592;0.0449;0.4971;0.0204;0.4736;0.9982;"Test";19
"C-SGD";67.041;0.0451;0.4972;0.0197;0.4705;0.9739;"Test";19
"B-SGD";42.723;0.0445;0.4971;0.0195;0.4805;0.9886;"Test";19
"AvaGrad";1383.49;0.0473;0.0143;0.026;-0.0159;0.2604;"Full";20
"Fisher";231.196;0.0435;0.0132;0.0194;0.4269;0.9557;"Full";20
"NBWaVE";213.116;0.0431;0.013;0.0193;0.4512;0.9986;"Full";20
"CMF";341.596;0.0435;0.0132;Inf;0.0047;0.6929;"Full";20
"NMF";487.544;0.0446;0.0135;0.021;0.016;0.691;"Full";20
"NNLM";272.06;0.043;0.013;0.0189;-0.0145;0.7846;"Full";20
"AIRWLS";168.52;0.042;0.0128;0.0175;0.4673;0.9998;"Full";20
"Newton";179.507;0.042;0.0128;0.0175;0.4568;0.9997;"Full";20
"C-SGD";67.158;0.0419;0.0127;0.018;0.4706;0.9809;"Full";20
"B-SGD";42.923;0.0413;0.0126;0.018;0.4893;0.9844;"Full";20
"AvaGrad";1383.49;0.0473;0.1516;0.0259;-0.0159;0.2604;"Train";20
"Fisher";231.196;0.0435;0.1507;0.0186;0.4269;0.9557;"Train";20
"NBWaVE";213.116;0.043;0.1506;0.0192;0.4512;0.9986;"Train";20
"CMF";341.596;0.0434;0.1507;0.0189;0.0047;0.6929;"Train";20
"NMF";487.544;0.0446;0.151;0.0205;0.016;0.691;"Train";20
"NNLM";272.06;0.043;0.1506;0.0186;-0.0145;0.7846;"Train";20
"AIRWLS";168.52;0.042;0.1503;0.0171;0.4673;0.9998;"Train";20
"Newton";179.507;0.0419;0.1503;0.0171;0.4568;0.9997;"Train";20
"C-SGD";67.158;0.0418;0.1503;0.0179;0.4706;0.9809;"Train";20
"B-SGD";42.923;0.0411;0.1501;0.0178;0.4893;0.9844;"Train";20
"AvaGrad";1383.49;0.0473;0.498;0.0262;-0.0159;0.2604;"Test";20
"Fisher";231.196;0.0436;0.4974;0.0217;0.4269;0.9557;"Test";20
"NBWaVE";213.116;0.0435;0.4974;0.0197;0.4512;0.9986;"Test";20
"CMF";341.596;0.0435;0.4975;Inf;0.0047;0.6929;"Test";20
"NMF";487.544;0.0447;0.4976;0.0222;0.016;0.691;"Test";20
"NNLM";272.06;0.0431;0.4974;0.0199;-0.0145;0.7846;"Test";20
"AIRWLS";168.52;0.0421;0.4973;0.0186;0.4673;0.9998;"Test";20
"Newton";179.507;0.0421;0.4973;0.0186;0.4568;0.9997;"Test";20
"C-SGD";67.158;0.0422;0.4973;0.0185;0.4706;0.9809;"Test";20
"B-SGD";42.923;0.0417;0.4973;0.0185;0.4893;0.9844;"Test";20
"AvaGrad";115.595;0.0491;0.0142;0.0258;-0.0189;0.2643;"Full";21
"Fisher";247.886;0.0452;0.0131;0.0184;0.3588;0.8789;"Full";21
"NBWaVE";213.669;0.0447;0.013;0.0182;0.4342;0.9897;"Full";21
"CMF";351.271;0.045;0.0131;0.0182;0.1151;0.6797;"Full";21
"NMF";489.414;0.0461;0.0134;0.0196;0.0858;0.6596;"Full";21
"NNLM";364.307;0.0445;0.013;0.0175;0.0129;0.77;"Full";21
"AIRWLS";217.497;0.0436;0.0127;0.0163;0.445;0.9894;"Full";21
"Newton";208.487;0.0436;0.0127;0.0163;0.4401;0.9843;"Full";21
"C-SGD";67.484;0.0435;0.0127;0.0169;0.4438;0.9621;"Full";21
"B-SGD";43.011;0.0428;0.0125;0.0168;0.4164;0.9717;"Full";21
"AvaGrad";115.595;0.0491;0.1516;0.0257;-0.0189;0.2643;"Train";21
"Fisher";247.886;0.0451;0.1507;0.0173;0.3588;0.8789;"Train";21
"NBWaVE";213.669;0.0445;0.1505;0.0181;0.4342;0.9897;"Train";21
"CMF";351.271;0.045;0.1506;0.0175;0.1151;0.6797;"Train";21
"NMF";489.414;0.0461;0.1509;0.019;0.0858;0.6596;"Train";21
"NNLM";364.307;0.0444;0.1505;0.0171;0.0129;0.77;"Train";21
"AIRWLS";217.497;0.0436;0.1503;0.0158;0.445;0.9894;"Train";21
"Newton";208.487;0.0435;0.1503;0.0158;0.4401;0.9843;"Train";21
"C-SGD";67.484;0.0433;0.1502;0.0167;0.4438;0.9621;"Train";21
"B-SGD";43.011;0.0426;0.1501;0.0166;0.4164;0.9717;"Train";21
"AvaGrad";115.595;0.0492;0.498;0.0262;-0.0189;0.2643;"Test";21
"Fisher";247.886;0.0454;0.4974;0.0216;0.3588;0.8789;"Test";21
"NBWaVE";213.669;0.0451;0.4974;0.0185;0.4342;0.9897;"Test";21
"CMF";351.271;0.0451;0.4975;0.0204;0.1151;0.6797;"Test";21
"NMF";489.414;0.0462;0.4976;0.0216;0.0858;0.6596;"Test";21
"NNLM";364.307;0.0446;0.4974;0.0186;0.0129;0.77;"Test";21
"AIRWLS";217.497;0.0438;0.4973;0.0177;0.445;0.9894;"Test";21
"Newton";208.487;0.0438;0.4973;0.0179;0.4401;0.9843;"Test";21
"C-SGD";67.484;0.0438;0.4973;0.0174;0.4438;0.9621;"Test";21
"B-SGD";43.011;0.0433;0.4973;0.0173;0.4164;0.9717;"Test";21
"AvaGrad";1628.601;0.05;0.0138;0.0294;-0.0302;0.2634;"Full";22
"Fisher";249.249;0.0458;0.0127;0.0201;0.3085;0.8598;"Full";22
"NBWaVE";221.904;0.0453;0.0125;0.0194;0.4416;0.9988;"Full";22
"CMF";341.918;0.0454;0.0126;0.019;0.1536;0.7001;"Full";22
"NMF";NA;NA;NA;NA;NA;NA;"Full";22
"NNLM";368.881;0.0449;0.0125;0.0183;-0.058;0.7021;"Full";22
"AIRWLS";200.208;0.0441;0.0123;0.0173;0.4957;0.9912;"Full";22
"Newton";222.772;0.0441;0.0123;0.0173;0.4634;0.9904;"Full";22
"C-SGD";67.414;0.044;0.0122;0.0178;0.4717;0.9888;"Full";22
"B-SGD";43.187;0.0434;0.0121;0.0178;0.4477;0.9827;"Full";22
"AvaGrad";1628.601;0.05;0.1512;0.0293;-0.0302;0.2634;"Train";22
"Fisher";249.249;0.0458;0.1503;0.0184;0.3085;0.8598;"Train";22
"NBWaVE";221.904;0.0452;0.1501;0.0192;0.4416;0.9988;"Train";22
"CMF";341.918;0.0453;0.1502;0.0183;0.1536;0.7001;"Train";22
"NMF";NA;NA;NA;NA;NA;NA;"Train";22
"NNLM";368.881;0.0448;0.15;0.0179;-0.058;0.7021;"Train";22
"AIRWLS";200.208;0.0441;0.1499;0.0167;0.4957;0.9912;"Train";22
"Newton";222.772;0.0441;0.1499;0.0168;0.4634;0.9904;"Train";22
"C-SGD";67.414;0.0438;0.1498;0.0176;0.4717;0.9888;"Train";22
"B-SGD";43.187;0.0432;0.1497;0.0176;0.4477;0.9827;"Train";22
"AvaGrad";1628.601;0.0501;0.4979;0.0299;-0.0302;0.2634;"Test";22
"Fisher";249.249;0.0461;0.4972;0.0249;0.3085;0.8598;"Test";22
"NBWaVE";221.904;0.0458;0.4972;0.02;0.4416;0.9988;"Test";22
"CMF";341.918;0.0455;0.4973;0.0209;0.1536;0.7001;"Test";22
"NMF";NA;NA;NA;NA;NA;NA;"Test";22
"NNLM";368.881;0.0451;0.4972;0.0194;-0.058;0.7021;"Test";22
"AIRWLS";200.208;0.0444;0.4971;0.0187;0.4957;0.9912;"Test";22
"Newton";222.772;0.0443;0.4971;0.0188;0.4634;0.9904;"Test";22
"C-SGD";67.414;0.0444;0.4971;0.0184;0.4717;0.9888;"Test";22
"B-SGD";43.187;0.0439;0.4971;0.0184;0.4477;0.9827;"Test";22
"AvaGrad";191.563;0.0481;0.0139;0.0255;-0.0079;0.2569;"Full";23
"Fisher";728.93;0.0444;0.0129;0.0194;0.343;0.8916;"Full";23
"NBWaVE";210.72;0.0438;0.0127;0.0192;0.4603;0.9982;"Full";23
"CMF";340.407;0.0442;0.0129;0.0191;0.0076;0.5279;"Full";23
"NMF";NA;NA;NA;NA;NA;NA;"Full";23
"NNLM";365.519;0.0435;0.0127;0.0184;0.009;0.7914;"Full";23
"AIRWLS";182.969;0.0427;0.0124;0.0175;0.3256;0.997;"Full";23
"Newton";161.35;0.0427;0.0124;0.0175;0.4875;0.9971;"Full";23
"C-SGD";66.946;0.0427;0.0124;0.0179;0.4477;0.9608;"Full";23
"B-SGD";42.7;0.0421;0.0123;0.018;0.4331;0.9656;"Full";23
"AvaGrad";191.563;0.0481;0.1514;0.0254;-0.0079;0.2569;"Train";23
"Fisher";728.93;0.0443;0.1505;0.0187;0.343;0.8916;"Train";23
"NBWaVE";210.72;0.0436;0.1503;0.0191;0.4603;0.9982;"Train";23
"CMF";340.407;0.0441;0.1505;0.0186;0.0076;0.5279;"Train";23
"NMF";NA;NA;NA;NA;NA;NA;"Train";23
"NNLM";365.519;0.0435;0.1503;0.0181;0.009;0.7914;"Train";23
"AIRWLS";182.969;0.0426;0.1501;0.0172;0.3256;0.997;"Train";23
"Newton";161.35;0.0426;0.1501;0.0172;0.4875;0.9971;"Train";23
"C-SGD";66.946;0.0425;0.1501;0.0178;0.4477;0.9608;"Train";23
"B-SGD";42.7;0.0419;0.1499;0.0178;0.4331;0.9656;"Train";23
"AvaGrad";191.563;0.0482;0.4978;0.0257;-0.0079;0.2569;"Test";23
"Fisher";728.93;0.0446;0.4973;0.0212;0.343;0.8916;"Test";23
"NBWaVE";210.72;0.0443;0.4972;0.0195;0.4603;0.9982;"Test";23
