"iteration";"model";"dimension";"ncomp";"time";"error";"deviance";"silhouette"
12;"SGD";50;15;32.961;0.0345;0.0134;0.4021
13;"CMF";50;15;472.541;0.0335;0.0277;0.0325
13;"NMF";50;15;563.606;0.0341;0.0203;-0.0519
13;"NMF+";50;15;189.334;0.0322;0.0141;0.1939
13;"AvaGrad";50;15;43.006;0.0357;0.019;-0.0126
13;"Fisher";50;15;164.639;0.0327;0.0203;0.3529
13;"NBWaVE";50;15;304.561;0.0343;0.014;0.4872
13;"AIRWLS";50;15;225.523;0.0322;0.0177;0.5586
13;"Newton";50;15;107.252;0.0323;0.0201;0.5494
13;"SGD";50;15;32.752;0.0355;0.0129;0.4541
14;"CMF";50;15;477.372;0.0339;0.0329;0.0354
14;"NMF";50;15;561.311;0.0344;0.0208;0.0643
14;"NMF+";50;15;181.109;0.0326;0.015;0.1047
14;"AvaGrad";50;15;31.113;0.0368;0.023;-0.0394
14;"Fisher";50;15;174.547;0.0334;0.0239;0.4446
14;"NBWaVE";50;15;272.933;0.0346;0.0146;0.463
14;"AIRWLS";50;15;222.449;0.0325;0.0181;0.4543
14;"Newton";50;15;106.103;0.0326;0.0226;0.4737
14;"SGD";50;15;33.688;0.0359;0.0137;0.3906
15;"CMF";50;15;476.354;0.0378;0.0351;0.0944
15;"NMF";50;15;562.648;0.0379;0.0222;0.0345
15;"NMF+";50;15;177.854;0.0358;0.0152;0.0919
15;"AvaGrad";50;15;30.883;0.0371;0.0191;-0.0299
15;"Fisher";50;15;189.468;0.0337;0.0207;0.3789
15;"NBWaVE";50;15;221.376;0.0379;0.015;0.4851
15;"AIRWLS";50;15;219.413;0.0358;0.019;0.4937
15;"Newton";50;15;103.96;0.0359;0.0216;0.4572
15;"SGD";50;15;33.621;0.0394;0.0139;0.4223
16;"CMF";50;15;478.729;0.0332;0.0305;0.2433
16;"NMF";50;15;NA;NA;NA;NA
16;"NMF+";50;15;184.794;0.0319;0.0158;0.0509
16;"AvaGrad";50;15;40.817;0.0385;0.0265;-0.0446
16;"Fisher";50;15;261.313;0.0345;0.0268;0.4008
16;"NBWaVE";50;15;237.675;0.034;0.0153;0.5516
16;"AIRWLS";50;15;226.596;0.0318;0.0193;0.5272
16;"Newton";50;15;106.957;0.0319;0.0243;0.5399
16;"SGD";50;15;33.035;0.0349;0.0141;0.4187
17;"CMF";50;15;479.163;0.036;0.0272;0.2364
17;"NMF";50;15;565.72;0.0367;0.0229;0.1275
17;"NMF+";50;15;209.488;0.0344;0.0165;0.3058
17;"AvaGrad";50;15;585.65;0.0381;0.0233;-0.0177
17;"Fisher";50;15;246.918;0.0341;0.023;0.3592
17;"NBWaVE";50;15;228.465;0.0366;0.0154;0.5676
17;"AIRWLS";50;15;226.917;0.0343;0.019;0.6118
17;"Newton";50;15;106.663;0.0344;0.0228;0.6047
17;"SGD";50;15;34.034;0.038;0.0143;0.5564
18;"CMF";50;15;470.845;0.0311;0.0285;0.2128
18;"NMF";50;15;561.143;0.0314;0.0192;0.1959
18;"NMF+";50;15;196.887;0.0298;0.0132;0.1375
18;"AvaGrad";50;15;33.194;0.0397;0.0208;-0.0215
18;"Fisher";50;15;346.004;0.0365;0.0228;0.2752
18;"NBWaVE";50;15;260.329;0.0316;0.013;0.5142
18;"AIRWLS";50;15;223.254;0.0298;0.0171;0.4997
18;"Newton";50;15;103.235;0.0299;0.0208;0.5052
18;"SGD";50;15;32.776;0.0322;0.012;0.418
19;"CMF";50;15;480.175;0.033;0.0255;0.1354
19;"NMF";50;15;NA;NA;NA;NA
19;"NMF+";50;15;222.791;0.0317;0.0131;0.0956
19;"AvaGrad";50;15;34.978;0.0356;0.0228;-0.027
19;"Fisher";50;15;168.674;0.0322;0.023;0.2741
19;"NBWaVE";50;15;256.816;0.0336;0.013;0.5796
19;"AIRWLS";50;15;225.22;0.0317;0.0165;0.5859
19;"Newton";50;15;105.84;0.0317;0.0195;0.586
19;"SGD";50;15;33.198;0.0348;0.012;0.5111
20;"CMF";50;15;471.291;0.033;0.0291;0.1295
20;"NMF";50;15;561.751;0.0333;0.0208;0.0417
20;"NMF+";50;15;193.998;0.0317;0.0145;0.0931
20;"AvaGrad";50;15;399.59;0.0362;0.0182;-0.0169
20;"Fisher";50;15;163.221;0.0329;0.0203;0.275
20;"NBWaVE";50;15;246.478;0.0335;0.0143;0.4011
20;"AIRWLS";50;15;218.961;0.0317;0.0193;0.489
20;"Newton";50;15;105.593;0.0319;0.0234;0.4771
20;"SGD";50;15;33.03;0.0347;0.0133;0.3567
21;"CMF";50;15;475.985;0.0329;0.0272;0.1645
21;"NMF";50;15;564.284;0.0335;0.0214;0.0507
21;"NMF+";50;15;196.995;0.0316;0.0152;0.0262
21;"AvaGrad";50;15;39.134;0.0359;0.021;-0.0189
21;"Fisher";50;15;222.726;0.0325;0.0233;0.284
21;"NBWaVE";50;15;266.959;0.0334;0.0141;0.4954
21;"AIRWLS";50;15;220.316;0.0316;0.0176;0.4728
21;"Newton";50;15;108.486;0.0317;0.0209;0.425
21;"SGD";50;15;32.802;0.0349;0.013;0.3451
22;"CMF";50;15;481.514;0.0346;0.0273;0.2669
22;"NMF";50;15;564.408;0.0354;0.0218;0.1301
22;"NMF+";50;15;187.03;0.0334;0.0144;0.1518
22;"AvaGrad";50;15;28.658;0.0387;0.0231;-0.0203
22;"Fisher";50;15;179.602;0.0348;0.0239;0.3329
22;"NBWaVE";50;15;215.048;0.0353;0.0141;0.5613
22;"AIRWLS";50;15;221.074;0.0333;0.0175;0.5704
22;"Newton";50;15;105.528;0.0334;0.0207;0.5688
22;"SGD";50;15;33.582;0.0362;0.0131;0.5061
23;"CMF";50;15;480.696;0.032;0.0398;0.0177
23;"NMF";50;15;565.585;0.0323;0.0197;0.0437
23;"NMF+";50;15;187.256;0.0304;0.0136;0.1238
23;"AvaGrad";50;15;425.128;0.0361;0.0189;-0.0158
23;"Fisher";50;15;163.499;0.0327;0.0204;0.3575
23;"NBWaVE";50;15;319.006;0.0323;0.0131;0.4726
23;"AIRWLS";50;15;217.888;0.0304;0.0165;0.5471
23;"Newton";50;15;102.778;0.0305;0.0212;0.5316
23;"SGD";50;15;33.181;0.0335;0.0123;0.391
24;"CMF";50;15;465.494;0.0323;0.0329;0.0645
24;"NMF";50;15;565.805;0.0326;0.0207;0.1009
24;"NMF+";50;15;186.478;0.0309;0.0148;0.0981
24;"AvaGrad";50;15;52.417;0.0371;0.0195;-0.0159
24;"Fisher";50;15;326.225;0.0339;0.0217;0.3173
24;"NBWaVE";50;15;228.554;0.0325;0.0144;0.5309
24;"AIRWLS";50;15;223.093;0.0308;0.0189;0.5054
24;"Newton";50;15;102.907;0.0309;0.0228;0.5032
24;"SGD";50;15;32.852;0.0333;0.0133;0.4946
25;"CMF";50;15;471.237;0.0339;0.0283;0.0686
25;"NMF";50;15;564.078;0.0344;0.0215;0.0934
25;"NMF+";50;15;201.303;0.0323;0.0142;0.0568
25;"AvaGrad";50;15;464.355;0.0341;0.0209;0.2482
25;"Fisher";50;15;256.41;0.0327;0.0233;0.27
25;"NBWaVE";50;15;226.709;0.0342;0.014;0.5609
25;"AIRWLS";50;15;225.835;0.0322;0.0182;0.5553
25;"Newton";50;15;100.398;0.0323;0.0214;0.562
25;"SGD";50;15;33.92;0.0354;0.013;0.5551
