"iteration";"model";"dimension";"ncomp";"time";"error";"deviance";"silhouette"
11;"NMF+";10;5;2.854;0.0128;0.0106;0.0832
11;"AvaGrad";10;5;9.998;0.021;0.0204;-0.0319
11;"Fisher";10;5;1.909;0.0176;0.0207;0.1334
11;"NBWaVE";10;5;8.237;0.0135;0.0104;0.3367
11;"AIRWLS";10;5;3.573;0.0124;0.0119;0.2745
11;"Newton";10;5;1.816;0.0125;0.0136;0.2868
11;"SGD";10;5;1.908;0.0149;0.01;0.1163
12;"CMF";10;5;9.382;0.0189;0.0279;0.0464
12;"NMF";10;5;4.81;0.0195;0.0243;0.0169
12;"NMF+";10;5;3.552;0.0175;0.0172;0.0486
12;"AvaGrad";10;5;9.737;0.0199;0.0161;-0.0359
12;"Fisher";10;5;1.207;0.0179;0.0169;0.1377
12;"NBWaVE";10;5;17.364;0.0186;0.0172;0.3838
12;"AIRWLS";10;5;3.563;0.0169;0.0179;0.3749
12;"Newton";10;5;1.806;0.017;0.0194;0.4147
12;"SGD";10;5;1.914;0.0227;0.0169;0.082
13;"CMF";10;5;9.785;0.0196;0.0195;-0.0115
13;"NMF";10;5;1.605;0.0206;0.0197;-0.057
13;"NMF+";10;5;3.555;0.0172;0.0099;0.1249
13;"AvaGrad";10;5;2.628;0.0217;0.0215;-0.0643
13;"Fisher";10;5;1.206;0.0183;0.0236;0.1476
13;"NBWaVE";10;5;12.422;0.0183;0.0102;0.2791
13;"AIRWLS";10;5;3.568;0.0164;0.0108;0.3882
13;"Newton";10;5;1.816;0.0164;0.012;0.3853
13;"SGD";10;5;1.914;0.021;0.0098;0.2181
14;"CMF";10;5;9.661;0.0164;0.0167;0.0252
14;"NMF";10;5;4.798;0.0178;0.0231;-0.0127
14;"NMF+";10;5;3.572;0.016;0.0129;0.0519
14;"AvaGrad";10;5;8.911;0.0155;0.0165;-0.0164
14;"Fisher";10;5;2.004;0.0147;0.0173;0.0549
14;"NBWaVE";10;5;9.349;0.017;0.0117;0.3275
14;"AIRWLS";10;5;3.564;0.0156;0.0135;0.3204
14;"Newton";10;5;1.808;0.0157;0.0159;0.351
14;"SGD";10;5;1.924;0.0205;0.0104;0.0921
15;"CMF";10;5;8.981;0.0165;0.0236;-0.0076
15;"NMF";10;5;1.656;0.0168;0.0156;-0.1011
15;"NMF+";10;5;3.579;0.0149;0.0084;0.0435
15;"AvaGrad";10;5;1.568;0.0228;0.0185;-0.065
15;"Fisher";10;5;3.361;0.0189;0.022;0.1868
15;"NBWaVE";10;5;9.312;0.0155;0.008;0.326
15;"AIRWLS";10;5;3.57;0.0146;0.0115;0.1553
15;"Newton";10;5;1.811;0.0148;0.0158;0.0853
15;"SGD";10;5;1.917;0.0193;0.0073;0.0642
16;"CMF";10;5;9.811;0.0209;0.026;0.1434
16;"NMF";10;5;4.799;0.0219;0.0226;0.0755
16;"NMF+";10;5;3.553;0.0184;0.0143;0.1979
16;"AvaGrad";10;5;1.253;0.0232;0.0231;-0.0316
16;"Fisher";10;5;1.329;0.0195;0.0256;0.1524
16;"NBWaVE";10;5;8.181;0.019;0.0115;0.4754
16;"AIRWLS";10;5;3.553;0.0166;0.0111;0.5215
16;"Newton";10;5;1.812;0.0166;0.0109;0.5116
16;"SGD";10;5;1.923;0.0183;0.0108;0.4084
17;"CMF";10;5;9.622;0.0187;0.0261;0.1191
17;"NMF";10;5;1.677;0.0195;0.0209;-0.0365
17;"NMF+";10;5;3.565;0.0173;0.0127;0.2075
17;"AvaGrad";10;5;7.158;0.0167;0.0151;9e-04
17;"Fisher";10;5;1.206;0.0155;0.0171;0.1994
17;"NBWaVE";10;5;13.332;0.0176;0.0105;0.4136
17;"AIRWLS";10;5;3.567;0.016;0.0104;0.5394
17;"Newton";10;5;1.814;0.016;0.0112;0.5278
17;"SGD";10;5;1.933;0.0224;0.0098;0.244
18;"CMF";10;5;9.793;0.0183;0.0217;0.0803
18;"NMF";10;5;4.819;0.019;0.0171;0.0053
18;"NMF+";10;5;3.578;0.017;0.0109;0.1142
18;"AvaGrad";10;5;9.115;0.0177;0.0232;0.2761
18;"Fisher";10;5;1.206;0.0179;0.0261;0.2993
18;"NBWaVE";10;5;9.236;0.0176;0.0097;0.3939
18;"AIRWLS";10;5;3.549;0.016;0.0099;0.3522
18;"Newton";10;5;1.813;0.016;0.0114;0.3329
18;"SGD";10;5;1.937;0.0221;0.0091;0.2268
19;"CMF";10;5;9.696;0.0196;NA;0.0971
19;"NMF";10;5;4.86;0.0198;0.0183;0.1313
19;"NMF+";10;5;3.583;0.0174;0.0112;0.1548
19;"AvaGrad";10;5;1.821;0.0202;0.0154;-0.0654
19;"Fisher";10;5;1.92;0.017;0.0174;0.1647
19;"NBWaVE";10;5;13.319;0.0181;0.0103;0.3648
19;"AIRWLS";10;5;3.57;0.0162;0.0115;0.438
19;"Newton";10;5;1.818;0.0163;0.0132;0.4289
19;"SGD";10;5;1.926;0.0225;0.0098;0.2433
20;"CMF";10;5;9.68;0.0211;0.0262;-0.0354
20;"NMF";10;5;4.82;0.0208;0.0159;-0.0996
20;"NMF+";10;5;3.575;0.0188;0.0103;0.013
20;"AvaGrad";10;5;9.055;0.0178;0.0129;0.0117
20;"Fisher";10;5;1.205;0.017;0.0172;0.0321
20;"NBWaVE";10;5;14.185;0.0202;0.0089;0.1219
20;"AIRWLS";10;5;3.568;0.0185;0.0128;0.0631
20;"Newton";10;5;1.814;0.0186;0.0157;0.0677
20;"SGD";10;5;1.936;0.0246;0.0082;0.0435
21;"CMF";10;5;9.587;0.0158;0.0112;0.2439
21;"NMF";10;5;4.862;0.0172;0.0179;0.1812
21;"NMF+";10;5;3.58;0.0159;0.0334;0.1443
21;"AvaGrad";10;5;9.619;0.0206;0.0159;-0.0373
21;"Fisher";10;5;3.217;0.018;0.0184;0.1549
21;"NBWaVE";10;5;13.291;0.0167;0.0095;0.3996
21;"AIRWLS";10;5;3.559;0.0149;0.0142;0.5374
21;"Newton";10;5;1.821;0.0147;0.0082;0.5733
21;"SGD";10;5;1.926;0.0204;0.0089;0.31
22;"CMF";10;5;11.687;0.0167;0.0165;0.0571
22;"NMF";10;5;5.544;0.0183;0.024;0.0562
22;"NMF+";10;5;3.577;0.0163;0.0164;0.1225
22;"AvaGrad";10;5;1.77;0.0156;0.0151;-0.0672
22;"Fisher";10;5;2.281;0.0132;0.0193;0.1009
22;"NBWaVE";10;5;11.682;0.0171;0.0129;0.354
22;"AIRWLS";10;5;3.558;0.0149;0.0117;0.4943
22;"Newton";10;5;1.822;0.015;0.0123;0.4752
22;"SGD";10;5;1.922;0.0185;0.0116;0.2225
23;"CMF";10;5;9.091;0.0251;NA;0.083
23;"NMF";10;5;6.089;0.0235;0.026;0.0751
23;"NMF+";10;5;3.591;0.0202;0.0179;0.0359
23;"AvaGrad";10;5;1.215;0.0218;0.0192;-0.048
23;"Fisher";10;5;5.467;0.0192;0.0218;0.1291
23;"NBWaVE";10;5;11.94;0.0214;0.0182;0.4854
23;"AIRWLS";10;5;3.541;0.0194;0.02;0.5589
23;"Newton";10;5;1.818;0.0197;0.024;0.526
23;"SGD";10;5;1.917;0.0228;0.0169;0.2697
24;"CMF";10;5;9.528;0.0182;0.0147;0.1207
24;"NMF";10;5;4.802;0.0204;0.0229;0.0113
24;"NMF+";10;5;3.577;0.0173;0.0146;0.1959
24;"AvaGrad";10;5;0.745;0.0177;0.0155;-0.0393
24;"Fisher";10;5;1.21;0.0156;0.0188;0.1696
24;"NBWaVE";10;5;12.328;0.0191;0.015;0.3907
24;"AIRWLS";10;5;3.564;0.0166;0.0138;0.4511
24;"Newton";10;5;1.819;0.0166;0.0153;0.4656
24;"SGD";10;5;1.936;0.0196;0.0118;0.2833
25;"CMF";10;5;9.51;0.0183;0.0238;0.095
25;"NMF";10;5;1.637;0.0186;0.0181;0.0173
25;"NMF+";10;5;3.596;0.0159;0.0097;0.1789
25;"AvaGrad";10;5;9.22;0.0205;0.0179;-0.0231
25;"Fisher";10;5;1.219;0.0173;0.0192;0.2026
25;"NBWaVE";10;5;15.958;0.0165;0.0092;0.4887
25;"AIRWLS";10;5;3.56;0.0162;0.0111;0.4165
25;"Newton";10;5;1.822;0.0153;0.0127;0.4463
25;"SGD";10;5;1.931;0.0199;0.0089;0.3055
