"iteration";"model";"dimension";"ncomp";"time";"error";"deviance";"silhouette"
15;"AvaGrad";50;25;580.831;0.036;0.021;-0.0139
15;"Fisher";50;25;292.941;0.033;0.0254;0.3967
15;"NBWaVE";50;25;396.83;0.0318;0.0149;0.4481
15;"AIRWLS";50;25;377.153;0.0297;0.0209;0.4224
15;"Newton";50;25;122.488;0.0298;0.0252;0.4726
15;"SGD";50;25;46.338;0.0367;0.0142;0.4427
16;"CMF";50;25;1077.721;0.0347;0.0269;0.2087
16;"NMF";50;25;857.207;0.0361;0.0243;0.2302
16;"NMF+";50;25;293.588;0.0338;0.0156;0.3572
16;"AvaGrad";50;25;54.099;0.0364;0.0179;-0.0181
16;"Fisher";50;25;392.257;0.0334;0.0226;0.4008
16;"NBWaVE";50;25;309.966;0.0365;0.015;0.47
16;"AIRWLS";50;25;368.473;0.0341;0.0194;0.5452
16;"Newton";50;25;129.413;0.0343;0.0247;0.5281
16;"SGD";50;25;45.701;0.0417;0.0143;0.5131
17;"CMF";50;25;1079.141;0.0341;0.033;0.4059
17;"NMF";50;25;858.481;0.035;0.0248;0.0732
17;"NMF+";50;25;295.749;0.033;0.0169;0.2747
17;"AvaGrad";50;25;690.545;0.0346;0.0201;-0.0171
17;"Fisher";50;25;400.008;0.0317;0.0245;0.3188
17;"NBWaVE";50;25;377.391;0.0357;0.0164;0.487
17;"AIRWLS";50;25;373.733;0.0332;0.022;0.5451
17;"Newton";50;25;125.401;0.0334;0.0264;0.5454
17;"SGD";50;25;45.966;0.0403;0.0156;0.4946
18;"CMF";50;25;1064.911;0.0325;0.0286;0.2062
18;"NMF";50;25;NA;NA;NA;NA
18;"NMF+";50;25;298.203;0.0316;0.016;0.2422
18;"AvaGrad";50;25;431.505;0.0374;0.0243;-0.0301
18;"Fisher";50;25;336.179;0.034;0.0279;0.2793
18;"NBWaVE";50;25;309.614;0.034;0.0146;0.4543
18;"AIRWLS";50;25;369.993;0.0324;0.0194;0.5046
18;"Newton";50;25;126.109;0.0321;0.0243;0.501
18;"SGD";50;25;46.091;0.0403;0.0144;0.4442
19;"CMF";50;25;1072.582;0.0337;0.0355;0.0136
19;"NMF";50;25;856.87;0.0342;0.0224;0.0454
19;"NMF+";50;25;286.967;0.0323;0.0156;0.0482
19;"AvaGrad";50;25;36.696;0.038;0.0253;-0.0178
19;"Fisher";50;25;313.961;0.0345;0.0294;0.3231
19;"NBWaVE";50;25;340.458;0.0347;0.0143;0.4178
19;"AIRWLS";50;25;372.681;0.0325;0.0201;0.4865
19;"Newton";50;25;128.23;0.0327;0.0266;0.4609
19;"SGD";50;25;46.701;0.0397;0.0139;0.4052
20;"CMF";50;25;1061.858;0.0334;0.0295;0.0529
20;"NMF";50;25;NA;NA;NA;NA
20;"NMF+";50;25;291.749;0.0325;0.015;0.2282
20;"AvaGrad";50;25;43.587;0.0387;0.021;-0.0107
20;"Fisher";50;25;309.403;0.0354;0.0259;0.4123
20;"NBWaVE";50;25;353.156;0.0348;0.0142;0.3938
20;"AIRWLS";50;25;364.246;0.0328;0.0187;0.4641
20;"Newton";50;25;125.774;0.033;0.024;0.4523
20;"SGD";50;25;45.833;0.0402;0.0139;0.3745
21;"CMF";50;25;1073.028;0.0324;NA;0.1249
21;"NMF";50;25;NA;NA;NA;NA
21;"NMF+";50;25;290.796;0.0312;NA;0.286
21;"AvaGrad";50;25;37.012;0.0339;0.0241;-0.0185
21;"Fisher";50;25;295.63;0.0309;0.0278;0.3959
21;"NBWaVE";50;25;388.882;0.0336;0.0158;0.4708
21;"AIRWLS";50;25;371.767;0.0314;0.0208;0.5123
21;"Newton";50;25;129.315;0.0317;0.0256;0.461
21;"SGD";50;25;45.936;0.0386;0.0144;0.4836
22;"CMF";50;25;1072.933;0.0338;0.0385;0.001
22;"NMF";50;25;855.362;0.0338;0.0221;0.035
22;"NMF+";50;25;289.538;0.0321;0.0153;0.0441
22;"AvaGrad";50;25;475.716;0.0374;0.0213;-0.0157
22;"Fisher";50;25;402.376;0.0344;0.0249;0.1984
22;"NBWaVE";50;25;335.195;0.0344;0.0143;0.4078
22;"AIRWLS";50;25;375.988;0.0323;0.0204;0.4603
22;"Newton";50;25;133.654;0.0325;0.0262;0.4668
22;"SGD";50;25;45.866;0.0392;0.0141;0.3916
23;"CMF";50;25;1069.41;0.034;0.0319;0.042
23;"NMF";50;25;854.553;0.0345;0.0221;0.0465
23;"NMF+";50;25;295.18;0.0327;0.0147;0.0607
23;"AvaGrad";50;25;41.943;0.0347;0.0212;-0.0176
23;"Fisher";50;25;358.87;0.0317;0.0248;0.4031
23;"NBWaVE";50;25;369.149;0.0351;0.0135;0.3653
23;"AIRWLS";50;25;376.043;0.0329;0.0186;0.467
23;"Newton";50;25;134.115;0.0331;0.0253;0.4494
23;"SGD";50;25;46.264;0.0403;0.0134;0.3455
24;"CMF";50;25;1059.595;0.034;0.038;0.033
24;"NMF";50;25;855.948;0.0347;0.0221;0.0577
24;"NMF+";50;25;290.011;0.033;0.0161;0.0752
24;"AvaGrad";50;25;42.801;0.0351;0.0212;-0.0152
24;"Fisher";50;25;422.66;0.0323;0.026;0.4221
24;"NBWaVE";50;25;352.219;0.0358;0.015;0.4313
24;"AIRWLS";50;25;367.691;0.0333;0.0194;0.5089
24;"Newton";50;25;136.872;0.0335;0.0254;0.4548
24;"SGD";50;25;45.828;0.0408;0.0146;0.4027
25;"CMF";50;25;1073.378;0.0334;0.0308;0.0441
25;"NMF";50;25;855.414;0.0337;0.0228;0.0377
25;"NMF+";50;25;297.552;0.032;0.0152;0.0668
25;"AvaGrad";50;25;46.447;0.0368;0.0194;-0.0293
25;"Fisher";50;25;376.054;0.0337;0.0243;0.3048
25;"NBWaVE";50;25;340.076;0.0343;0.0137;0.3415
25;"AIRWLS";50;25;368.307;0.0323;0.0184;0.4603
25;"Newton";50;25;120.331;0.0325;0.0234;0.4319
25;"SGD";50;25;45.432;0.0396;0.0135;0.3179
