"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"NNLM";142.184;0.0308;0.4948;0.0135;0.0427;0.7024;"Test";2
"AIRWLS";134.617;0.0308;0.4948;0.0177;0.3353;0.7625;"Test";2
"Newton";62.51;0.0309;0.4947;0.0219;0.3;0.7652;"Test";2
"C-SGD";35.074;0.0317;0.4948;0.0127;0.3913;0.7787;"Test";2
"B-SGD";24.462;0.0337;0.4949;0.0122;0.3099;0.7174;"Test";2
"AvaGrad";27.552;0.0388;0.0086;0.0205;-0.0281;0.2626;"Full";3
"Fisher";181.802;0.0346;0.0077;0.0131;0.3088;0.7615;"Full";3
"NBWaVE";131.899;0.0326;0.0072;0.0127;0.4501;0.839;"Full";3
"CMF";356.314;0.0344;0.0077;0.0145;0.1665;0.7839;"Full";3
"NMF";NA;NA;NA;NA;NA;NA;"Full";3
"NNLM";141.359;0.0333;0.0074;0.0104;0.1266;0.8842;"Full";3
"AIRWLS";135.08;0.0331;0.0074;0.0107;0.5103;0.8669;"Full";3
"Newton";62.598;0.0331;0.0074;0.0114;0.4883;0.8561;"Full";3
"C-SGD";35.14;0.0325;0.0073;0.0108;0.471;0.8538;"Full";3
"B-SGD";24.62;0.0323;0.0072;0.0111;0.3985;0.7845;"Full";3
"AvaGrad";27.552;0.0388;0.147;0.0204;-0.0281;0.2626;"Train";3
"Fisher";181.802;0.0344;0.1463;0.0097;0.3088;0.7615;"Train";3
"NBWaVE";131.899;0.0315;0.1457;0.0124;0.4501;0.839;"Train";3
"CMF";356.314;0.0341;0.1461;0.0093;0.1665;0.7839;"Train";3
"NMF";NA;NA;NA;NA;NA;NA;"Train";3
"NNLM";141.359;0.0331;0.1459;0.0091;0.1266;0.8842;"Train";3
"AIRWLS";135.08;0.0328;0.1459;0.0085;0.5103;0.8669;"Train";3
"Newton";62.598;0.0328;0.1459;0.0085;0.4883;0.8561;"Train";3
"C-SGD";35.14;0.0316;0.1457;0.0099;0.471;0.8538;"Train";3
"B-SGD";24.62;0.0305;0.1456;0.0106;0.3985;0.7845;"Train";3
"AvaGrad";27.552;0.0389;0.4948;0.021;-0.0281;0.2626;"Test";3
"Fisher";181.802;0.0352;0.4942;0.0229;0.3088;0.7615;"Test";3
"NBWaVE";131.899;0.0357;0.4944;0.0136;0.4501;0.839;"Test";3
"CMF";356.314;0.035;0.4944;0.0293;0.1665;0.7839;"Test";3
"NMF";NA;NA;NA;NA;NA;NA;"Test";3
"NNLM";141.359;0.0338;0.4944;0.014;0.1266;0.8842;"Test";3
"AIRWLS";135.08;0.0337;0.4943;0.0172;0.5103;0.8669;"Test";3
"Newton";62.598;0.0338;0.4943;0.0196;0.4883;0.8561;"Test";3
"C-SGD";35.14;0.0349;0.4944;0.0131;0.471;0.8538;"Test";3
"B-SGD";24.62;0.0372;0.4945;0.0125;0.3985;0.7845;"Test";3
"AvaGrad";28.246;0.0366;0.0082;0.02;-0.0166;0.2569;"Full";4
"Fisher";163.815;0.0328;0.0073;0.0136;0.3777;0.8138;"Full";4
"NBWaVE";131.867;0.0309;0.0069;0.0135;0.5372;0.9054;"Full";4
"CMF";355.117;0.0326;0.0073;0.0141;0.0404;0.7368;"Full";4
"NMF";327.24;0.0335;0.0075;0.0142;0.0448;0.7401;"Full";4
"NNLM";142.024;0.0314;0.0071;0.0112;0.0593;0.9397;"Full";4
"AIRWLS";134.937;0.0313;0.007;0.0118;0.5754;0.9349;"Full";4
"Newton";63.342;0.0313;0.007;0.0125;0.5717;0.9368;"Full";4
"C-SGD";36.009;0.0307;0.0069;0.0115;0.5641;0.9157;"Full";4
"B-SGD";24.758;0.0304;0.0068;0.0118;0.5378;0.8907;"Full";4
"AvaGrad";28.246;0.0365;0.1462;0.0199;-0.0166;0.2569;"Train";4
"Fisher";163.815;0.0325;0.1456;0.0106;0.3777;0.8138;"Train";4
"NBWaVE";131.867;0.0299;0.145;0.0131;0.5372;0.9054;"Train";4
"CMF";355.117;0.0324;0.1454;0.0102;0.0404;0.7368;"Train";4
"NMF";327.24;0.0333;0.1457;0.0117;0.0448;0.7401;"Train";4
"NNLM";142.024;0.0312;0.1452;0.01;0.0593;0.9397;"Train";4
"AIRWLS";134.937;0.031;0.1452;0.0093;0.5754;0.9349;"Train";4
"Newton";63.342;0.031;0.1452;0.0093;0.5717;0.9368;"Train";4
"C-SGD";36.009;0.0301;0.145;0.0106;0.5641;0.9157;"Train";4
"B-SGD";24.758;0.029;0.1448;0.0112;0.5378;0.8907;"Train";4
"AvaGrad";28.246;0.0367;0.4953;0.0204;-0.0166;0.2569;"Test";4
"Fisher";163.815;0.0334;0.4947;0.0224;0.3777;0.8138;"Test";4
"NBWaVE";131.867;0.0339;0.4949;0.0144;0.5372;0.9054;"Test";4
"CMF";355.117;0.0333;0.4949;0.0252;0.0404;0.7368;"Test";4
"NMF";327.24;0.0341;0.4948;0.0213;0.0448;0.7401;"Test";4
"NNLM";142.024;0.032;0.4949;0.0145;0.0593;0.9397;"Test";4
"AIRWLS";134.937;0.032;0.4948;0.0187;0.5754;0.9349;"Test";4
"Newton";63.342;0.0321;0.4948;0.0217;0.5717;0.9368;"Test";4
"C-SGD";36.009;0.0327;0.4948;0.0141;0.5641;0.9157;"Test";4
"B-SGD";24.758;0.0345;0.495;0.0134;0.5378;0.8907;"Test";4
"AvaGrad";39.328;0.0349;0.0087;0.019;-0.0119;0.262;"Full";5
"Fisher";129.148;0.031;0.0077;0.0121;0.3325;0.7491;"Full";5
"NBWaVE";150.924;0.0293;0.0073;0.0118;0.5253;0.8829;"Full";5
"CMF";352.315;0.0311;0.0078;0.0231;0.0018;0.5393;"Full";5
"NMF";325.371;0.0317;0.0079;0.0124;0.0515;0.6934;"Full";5
"NNLM";141.643;0.0298;0.0075;0.0098;0.0741;0.8689;"Full";5
"AIRWLS";134.114;0.0296;0.0074;0.0099;0.5614;0.9109;"Full";5
"Newton";62.598;0.0296;0.0074;0.011;0.5606;0.9135;"Full";5
"C-SGD";35.111;0.0291;0.0073;0.01;0.4608;0.8237;"Full";5
"B-SGD";24.444;0.029;0.0073;0.0102;0.3399;0.7698;"Full";5
"AvaGrad";39.328;0.0349;0.1466;0.0188;-0.0119;0.262;"Train";5
"Fisher";129.148;0.0308;0.1459;0.0089;0.3325;0.7491;"Train";5
"NBWaVE";150.924;0.0283;0.1453;0.0115;0.5253;0.8829;"Train";5
"CMF";352.315;0.0308;0.1461;0.0087;0.0018;0.5393;"Train";5
"NMF";325.371;0.0315;0.146;0.0098;0.0515;0.6934;"Train";5
"NNLM";141.643;0.0296;0.1454;0.0086;0.0741;0.8689;"Train";5
"AIRWLS";134.114;0.0293;0.1455;0.0079;0.5614;0.9109;"Train";5
"Newton";62.598;0.0293;0.1455;0.0079;0.5606;0.9135;"Train";5
"C-SGD";35.111;0.0284;0.1453;0.0092;0.4608;0.8237;"Train";5
"B-SGD";24.444;0.0276;0.1452;0.0097;0.3399;0.7698;"Train";5
"AvaGrad";39.328;0.035;0.4956;0.0196;-0.0119;0.262;"Test";5
"Fisher";129.148;0.0316;0.495;0.0214;0.3325;0.7491;"Test";5
"NBWaVE";150.924;0.0321;0.4952;0.0126;0.5253;0.8829;"Test";5
"CMF";352.315;0.0321;0.4946;0.0645;0.0018;0.5393;"Test";5
"NMF";325.371;0.0322;0.495;0.02;0.0515;0.6934;"Test";5
"NNLM";141.643;0.0304;0.4952;0.0134;0.0741;0.8689;"Test";5
"AIRWLS";134.114;0.0303;0.4951;0.0157;0.5614;0.9109;"Test";5
"Newton";62.598;0.0304;0.495;0.02;0.5606;0.9135;"Test";5
"C-SGD";35.111;0.0312;0.4952;0.0125;0.4608;0.8237;"Test";5
"B-SGD";24.444;0.0331;0.4953;0.0118;0.3399;0.7698;"Test";5
"AvaGrad";369.236;0.0347;0.0071;0.0187;0.1245;0.6776;"Full";6
"Fisher";288.035;0.0326;0.0067;0.0131;0.2804;0.73;"Full";6
"NBWaVE";152.005;0.0307;0.0063;0.013;0.4254;0.8076;"Full";6
"CMF";353.177;0.0325;0.0067;0.0159;0.0607;0.6303;"Full";6
"NMF";325.465;0.0331;0.0068;0.0133;0.0547;0.6916;"Full";6
"NNLM";141.52;0.0312;0.0064;0.0107;0.0592;0.8514;"Full";6
"AIRWLS";134.441;0.0309;0.0064;0.0111;0.5053;0.8703;"Full";6
"Newton";62.487;0.0309;0.0064;0.0122;0.5132;0.8725;"Full";6
"C-SGD";35.129;0.0305;0.0063;0.0112;0.3707;0.7932;"Full";6
"B-SGD";24.412;0.0306;0.0063;0.0113;0.3392;0.7612;"Full";6
"AvaGrad";369.236;0.0347;0.1455;0.0182;0.1245;0.6776;"Train";6
"Fisher";288.035;0.0324;0.1452;0.01;0.2804;0.73;"Train";6
"NBWaVE";152.005;0.0296;0.1446;0.0127;0.4254;0.8076;"Train";6
"CMF";353.177;0.0322;0.145;0.0097;0.0607;0.6303;"Train";6
"NMF";325.465;0.0329;0.1453;0.0111;0.0547;0.6916;"Train";6
"NNLM";141.52;0.031;0.1448;0.0095;0.0592;0.8514;"Train";6
"AIRWLS";134.441;0.0307;0.1448;0.0088;0.5053;0.8703;"Train";6
"Newton";62.487;0.0307;0.1448;0.0088;0.5132;0.8725;"Train";6
"C-SGD";35.129;0.0297;0.1446;0.0103;0.3707;0.7932;"Train";6
"B-SGD";24.412;0.029;0.1446;0.0107;0.3392;0.7612;"Train";6
"AvaGrad";369.236;0.0347;0.4945;0.0201;0.1245;0.6776;"Test";6
"Fisher";288.035;0.0331;0.494;0.0219;0.2804;0.73;"Test";6
"NBWaVE";152.005;0.0337;0.4943;0.0138;0.4254;0.8076;"Test";6
"CMF";353.177;0.0333;0.4944;0.0336;0.0607;0.6303;"Test";6
"NMF";325.465;0.0336;0.4941;0.0199;0.0547;0.6916;"Test";6
"NNLM";141.52;0.0317;0.4943;0.0142;0.0592;0.8514;"Test";6
"AIRWLS";134.441;0.0316;0.4942;0.0178;0.5053;0.8703;"Test";6
"Newton";62.487;0.0317;0.4941;0.0218;0.5132;0.8725;"Test";6
"C-SGD";35.129;0.0328;0.4943;0.0136;0.3707;0.7932;"Test";6
"B-SGD";24.412;0.0349;0.4944;0.013;0.3392;0.7612;"Test";6
"AvaGrad";28.722;0.0387;0.0078;0.023;-0.0303;0.2717;"Full";7
"Fisher";178.883;0.0345;0.0069;0.0147;0.2939;0.7351;"Full";7
"NBWaVE";154.552;0.0325;0.0065;0.014;0.5364;0.8981;"Full";7
"CMF";355.935;0.0342;0.0069;0.0153;0.1309;0.7049;"Full";7
"NMF";326.07;0.0352;0.0071;0.0151;0.0853;0.6777;"Full";7
"NNLM";141.441;0.033;0.0067;0.0115;0.1659;0.9113;"Full";7
"AIRWLS";135.042;0.0328;0.0066;0.012;0.5548;0.9093;"Full";7
"Newton";62.58;0.0328;0.0066;0.0128;0.5559;0.9169;"Full";7
"C-SGD";35.231;0.0324;0.0066;0.0119;0.5152;0.8711;"Full";7
"B-SGD";24.452;0.0324;0.0066;0.0121;0.4752;0.8322;"Full";7
"AvaGrad";28.722;0.0387;0.1459;0.0228;-0.0303;0.2717;"Train";7
"Fisher";178.883;0.0342;0.1453;0.0109;0.2939;0.7351;"Train";7
"NBWaVE";154.552;0.0314;0.1447;0.0136;0.5364;0.8981;"Train";7
"CMF";355.935;0.0339;0.1451;0.0104;0.1309;0.7049;"Train";7
"NMF";326.07;0.035;0.1454;0.0121;0.0853;0.6777;"Train";7
"NNLM";141.441;0.0327;0.1448;0.0103;0.1659;0.9113;"Train";7
"AIRWLS";135.042;0.0325;0.1449;0.0096;0.5548;0.9093;"Train";7
"Newton";62.58;0.0325;0.1449;0.0096;0.5559;0.9169;"Train";7
"C-SGD";35.231;0.0315;0.1447;0.0111;0.5152;0.8711;"Train";7
"B-SGD";24.452;0.0308;0.1447;0.0114;0.4752;0.8322;"Train";7
"AvaGrad";28.722;0.0389;0.495;0.0236;-0.0303;0.2717;"Test";7
"Fisher";178.883;0.0352;0.4944;0.0254;0.2939;0.7351;"Test";7
"NBWaVE";154.552;0.0356;0.4946;0.015;0.5364;0.8981;"Test";7
"CMF";355.935;0.0351;0.4947;0.0293;0.1309;0.7049;"Test";7
"NMF";326.07;0.0359;0.4945;0.0237;0.0853;0.6777;"Test";7
"NNLM";141.441;0.0336;0.4946;0.0151;0.1659;0.9113;"Test";7
"AIRWLS";135.042;0.0337;0.4945;0.0188;0.5548;0.9093;"Test";7
"Newton";62.58;0.0337;0.4945;0.0222;0.5559;0.9169;"Test";7
"C-SGD";35.231;0.0348;0.4946;0.0144;0.5152;0.8711;"Test";7
"B-SGD";24.452;0.0372;0.4947;0.014;0.4752;0.8322;"Test";7
"AvaGrad";29.277;0.0369;0.007;0.0248;-0.0225;0.2594;"Full";8
"Fisher";198.414;0.0322;0.0061;0.0161;0.4051;0.8147;"Full";8
"NBWaVE";183.856;0.0305;0.0058;0.0159;0.5478;0.9152;"Full";8
"CMF";351.737;0.0325;0.0062;Inf;0.0376;0.6857;"Full";8
"NMF";325.459;0.0327;0.0062;0.0164;0.039;0.8193;"Full";8
"NNLM";142.119;0.0308;0.0059;0.0134;0.064;0.9424;"Full";8
"AIRWLS";135.884;0.0306;0.0059;0.014;0.5823;0.937;"Full";8
"Newton";63.461;0.0306;0.0059;0.0147;0.5728;0.9419;"Full";8
"C-SGD";35.882;0.0301;0.0058;0.0137;0.556;0.9103;"Full";8
"B-SGD";24.439;0.0299;0.0057;0.014;0.5109;0.8644;"Full";8
"AvaGrad";29.277;0.0369;0.1452;0.0246;-0.0225;0.2594;"Train";8
"Fisher";198.414;0.032;0.1445;0.0131;0.4051;0.8147;"Train";8
"NBWaVE";183.856;0.0294;0.1441;0.0155;0.5478;0.9152;"Train";8
"CMF";351.737;0.0322;0.1444;Inf;0.0376;0.6857;"Train";8
"NMF";325.459;0.0325;0.1446;0.0142;0.039;0.8193;"Train";8
"NNLM";142.119;0.0306;0.1441;0.0122;0.064;0.9424;"Train";8
"AIRWLS";135.884;0.0303;0.1441;0.0114;0.5823;0.937;"Train";8
"Newton";63.461;0.0303;0.1442;0.0114;0.5728;0.9419;"Train";8
"C-SGD";35.882;0.0293;0.144;0.0129;0.556;0.9103;"Train";8
"B-SGD";24.439;0.0283;0.1439;0.0134;0.5109;0.8644;"Train";8
"AvaGrad";29.277;0.037;0.4947;0.0254;-0.0225;0.2594;"Test";8
"Fisher";198.414;0.0329;0.4941;0.0246;0.4051;0.8147;"Test";8
"NBWaVE";183.856;0.0336;0.4942;0.0173;0.5478;0.9152;"Test";8
"CMF";351.737;0.0332;0.4944;Inf;0.0376;0.6857;"Test";8
"NMF";325.459;0.0333;0.4941;0.0226;0.039;0.8193;"Test";8
"NNLM";142.119;0.0313;0.4942;0.0169;0.064;0.9424;"Test";8
"AIRWLS";135.884;0.0313;0.4942;0.0212;0.5823;0.937;"Test";8
"Newton";63.461;0.0314;0.4942;0.0239;0.5728;0.9419;"Test";8
"C-SGD";35.882;0.0325;0.4943;0.0161;0.556;0.9103;"Test";8
"B-SGD";24.439;0.0346;0.4944;0.0157;0.5109;0.8644;"Test";8
"AvaGrad";29.199;0.037;0.0079;0.0204;-0.0238;0.2567;"Full";9
"Fisher";145.369;0.0328;0.007;0.0138;0.3277;0.7719;"Full";9
"NBWaVE";158.263;0.031;0.0066;0.0135;0.5406;0.8991;"Full";9
"CMF";348.367;0.0327;0.007;Inf;0.1299;0.6836;"Full";9
"NMF";329.518;0.0333;0.0071;0.0141;0.0241;0.7504;"Full";9
"NNLM";141.912;0.0314;0.0068;0.0113;0.0779;0.9161;"Full";9
"AIRWLS";135.296;0.0312;0.0067;0.0119;0.5481;0.9063;"Full";9
"Newton";62.875;0.0312;0.0067;0.0125;0.5495;0.9075;"Full";9
"C-SGD";35.697;0.0307;0.0066;0.0115;0.5433;0.8993;"Full";9
"B-SGD";24.608;0.0306;0.0066;0.0119;0.4978;0.8475;"Full";9
"AvaGrad";29.199;0.0371;0.1465;0.0202;-0.0238;0.2567;"Train";9
"Fisher";145.369;0.0327;0.1458;0.0109;0.3277;0.7719;"Train";9
"NBWaVE";158.263;0.03;0.1453;0.0132;0.5406;0.8991;"Train";9
"CMF";348.367;0.0325;0.1456;Inf;0.1299;0.6836;"Train";9
"NMF";329.518;0.0331;0.1459;0.012;0.0241;0.7504;"Train";9
"NNLM";141.912;0.0313;0.1454;0.0103;0.0779;0.9161;"Train";9
"AIRWLS";135.296;0.031;0.1454;0.0095;0.5481;0.9063;"Train";9
"Newton";62.875;0.031;0.1454;0.0095;0.5495;0.9075;"Train";9
"C-SGD";35.697;0.03;0.1453;0.0108;0.5433;0.8993;"Train";9
"B-SGD";24.608;0.0289;0.1452;0.0114;0.4978;0.8475;"Train";9
"AvaGrad";29.199;0.0369;0.4943;0.0208;-0.0238;0.2567;"Test";9
"Fisher";145.369;0.0332;0.4937;0.0219;0.3277;0.7719;"Test";9
"NBWaVE";158.263;0.0337;0.4938;0.0143;0.5406;0.8991;"Test";9
"CMF";348.367;0.0333;0.4941;0.0304;0.1299;0.6836;"Test";9
"NMF";329.518;0.0336;0.4937;0.0204;0.0241;0.7504;"Test";9
"NNLM";141.912;0.0318;0.4938;0.0144;0.0779;0.9161;"Test";9
"AIRWLS";135.296;0.0318;0.4938;0.0185;0.5481;0.9063;"Test";9
"Newton";62.875;0.0318;0.4937;0.0211;0.5495;0.9075;"Test";9
"C-SGD";35.697;0.0327;0.4938;0.0136;0.5433;0.8993;"Test";9
"B-SGD";24.608;0.0353;0.4939;0.0132;0.4978;0.8475;"Test";9
"AvaGrad";29.822;0.0356;0.0085;0.0194;-0.0193;0.2621;"Full";10
"Fisher";177.565;0.032;0.0077;0.013;0.3213;0.7692;"Full";10
"NBWaVE";131.627;0.0302;0.0073;0.013;0.5138;0.8851;"Full";10
"CMF";352.283;0.0318;0.0077;0.0139;0.0438;0.6247;"Full";10
"NMF";329.991;0.0325;0.0078;0.0135;0.0398;0.7023;"Full";10
"NNLM";141.829;0.0308;0.0074;0.0108;0.0584;0.8872;"Full";10
"AIRWLS";134.32;0.0306;0.0074;0.0115;0.5319;0.8906;"Full";10
"Newton";62.422;0.0306;0.0074;0.0124;0.5149;0.8868;"Full";10
"C-SGD";34.91;0.03;0.0073;0.0112;0.4832;0.8506;"Full";10
"B-SGD";24.534;0.0298;0.0072;0.0113;0.3963;0.8186;"Full";10
"AvaGrad";29.822;0.0355;0.1464;0.0192;-0.0193;0.2621;"Train";10
"Fisher";177.565;0.0317;0.1458;0.0104;0.3213;0.7692;"Train";10
"NBWaVE";131.627;0.0292;0.1452;0.0127;0.5138;0.8851;"Train";10
"CMF";352.283;0.0316;0.1456;0.0099;0.0438;0.6247;"Train";10
"NMF";329.991;0.0323;0.1459;0.0114;0.0398;0.7023;"Train";10
"NNLM";141.829;0.0305;0.1454;0.0098;0.0584;0.8872;"Train";10
"AIRWLS";134.32;0.0303;0.1454;0.0091;0.5319;0.8906;"Train";10
"Newton";62.422;0.0303;0.1454;0.0091;0.5149;0.8868;"Train";10
"C-SGD";34.91;0.0293;0.1452;0.0104;0.4832;0.8506;"Train";10
"B-SGD";24.534;0.0284;0.1451;0.0108;0.3963;0.8186;"Train";10
"AvaGrad";29.822;0.0357;0.4956;0.0199;-0.0193;0.2621;"Test";10
"Fisher";177.565;0.0326;0.4951;0.0207;0.3213;0.7692;"Test";10
"NBWaVE";131.627;0.033;0.4952;0.0138;0.5138;0.8851;"Test";10
"CMF";352.283;0.0325;0.4953;0.0256;0.0438;0.6247;"Test";10
"NMF";329.991;0.033;0.4951;0.0194;0.0398;0.7023;"Test";10
"NNLM";141.829;0.0314;0.4952;0.0139;0.0584;0.8872;"Test";10
"AIRWLS";134.32;0.0313;0.4951;0.0184;0.5319;0.8906;"Test";10
"Newton";62.422;0.0314;0.4951;0.022;0.5149;0.8868;"Test";10
"C-SGD";34.91;0.0321;0.4952;0.0134;0.4832;0.8506;"Test";10
"B-SGD";24.534;0.0337;0.4953;0.0129;0.3963;0.8186;"Test";10
"AvaGrad";367.171;0.0344;0.0087;0.019;-0.035;0.2652;"Full";11
"Fisher";139.393;0.031;0.0078;0.0127;0.2749;0.7049;"Full";11
"NBWaVE";151.345;0.0292;0.0074;0.0125;0.434;0.8202;"Full";11
"CMF";353.857;0.031;0.0079;Inf;0.1539;0.6515;"Full";11
"NMF";NA;NA;NA;NA;NA;NA;"Full";11
"NNLM";142.305;0.0298;0.0076;Inf;0.0776;0.8442;"Full";11
"AIRWLS";133.983;0.0296;0.0075;0.0107;0.4626;0.8317;"Full";11
"Newton";62.507;0.0296;0.0075;0.0115;0.4508;0.8318;"Full";11
"C-SGD";35.165;0.0291;0.0074;0.0106;0.4672;0.837;"Full";11
"B-SGD";24.653;0.0288;0.0073;0.0108;0.4178;0.7878;"Full";11
"AvaGrad";367.171;0.0344;0.1466;0.0188;-0.035;0.2652;"Train";11
"Fisher";139.393;0.0308;0.146;0.0097;0.2749;0.7049;"Train";11
"NBWaVE";151.345;0.0282;0.1453;0.0122;0.434;0.8202;"Train";11
"CMF";353.857;0.0308;0.1459;Inf;0.1539;0.6515;"Train";11
"NMF";NA;NA;NA;NA;NA;NA;"Train";11
"NNLM";142.305;0.0296;0.1456;0.0092;0.0776;0.8442;"Train";11
"AIRWLS";133.983;0.0293;0.1455;0.0084;0.4626;0.8317;"Train";11
"Newton";62.507;0.0293;0.1456;0.0084;0.4508;0.8318;"Train";11
"C-SGD";35.165;0.0283;0.1454;0.0098;0.4672;0.837;"Train";11
"B-SGD";24.653;0.0273;0.1452;0.0102;0.4178;0.7878;"Train";11
"AvaGrad";367.171;0.0345;0.4956;0.0196;-0.035;0.2652;"Test";11
"Fisher";139.393;0.0315;0.4949;0.0214;0.2749;0.7049;"Test";11
"NBWaVE";151.345;0.032;0.4952;0.0134;0.434;0.8202;"Test";11
"CMF";353.857;0.0318;0.4953;Inf;0.1539;0.6515;"Test";11
"NMF";NA;NA;NA;NA;NA;NA;"Test";11
"NNLM";142.305;0.0303;0.4952;Inf;0.0776;0.8442;"Test";11
"AIRWLS";133.983;0.0302;0.4951;0.0174;0.4626;0.8317;"Test";11
"Newton";62.507;0.0303;0.4951;0.0203;0.4508;0.8318;"Test";11
"C-SGD";35.165;0.0312;0.4952;0.013;0.4672;0.837;"Test";11
"B-SGD";24.653;0.0329;0.4953;0.0125;0.4178;0.7878;"Test";11
"AvaGrad";27.619;0.0338;0.0076;0.019;-0.026;0.2613;"Full";12
"Fisher";299.916;0.0303;0.0068;0.0135;0.2508;0.6726;"Full";12
"NBWaVE";155.955;0.0285;0.0064;0.0131;0.5024;0.8712;"Full";12
"CMF";352.736;0.0302;0.0069;0.015;0.052;0.5518;"Full";12
"NMF";326.041;0.0309;0.007;0.0139;0.0563;0.5986;"Full";12
"NNLM";141.928;0.0291;0.0066;0.011;0.0086;0.8248;"Full";12
"AIRWLS";134.904;0.0289;0.0066;0.0117;0.4845;0.8627;"Full";12
"Newton";62.459;0.0289;0.0066;0.0127;0.4964;0.862;"Full";12
"C-SGD";35.363;0.0284;0.0065;0.0114;0.4587;0.841;"Full";12
