"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"CMF";542.89;0.0329;0.4958;0.0322;0.0766;0.6054;"Test";23
"NMF";430.693;0.0334;0.4954;0.0224;0.1191;0.6044;"Test";23
"NNLM";183.577;0.0317;0.4957;0.0144;0.1103;0.8503;"Test";23
"AIRWLS";172.611;0.0318;0.4956;0.0184;0.5616;0.8626;"Test";23
"Newton";70.857;0.0319;0.4955;0.0224;0.4541;0.866;"Test";23
"C-SGD";40.093;0.0333;0.4957;0.0132;0.4814;0.8017;"Test";23
"B-SGD";28.914;0.0358;0.4959;0.0126;0.447;0.7704;"Test";23
"AvaGrad";34.95;0.0373;0.0088;0.0203;-0.0171;0.2654;"Full";24
"Fisher";188.106;0.0336;0.0079;0.0133;0.3866;0.7962;"Full";24
"NBWaVE";199.261;0.0313;0.0074;0.0132;0.4741;0.8122;"Full";24
"CMF";540.742;0.0333;0.0079;0.0155;0.2018;0.7532;"Full";24
"NMF";429.99;0.0342;0.0081;0.0137;0.0814;0.7745;"Full";24
"NNLM";183.793;0.0323;0.0077;0.0107;0.1793;0.9201;"Full";24
"AIRWLS";172.467;0.0321;0.0076;0.0114;0.5022;0.8563;"Full";24
"Newton";70.615;0.0321;0.0076;0.0122;0.4734;0.8524;"Full";24
"C-SGD";40.092;0.0315;0.0075;0.0112;0.4622;0.8494;"Full";24
"B-SGD";28.903;0.0313;0.0075;0.0115;0.459;0.8043;"Full";24
"AvaGrad";34.95;0.0373;0.1467;0.0201;-0.0171;0.2654;"Train";24
"Fisher";188.106;0.0333;0.1461;0.0098;0.3866;0.7962;"Train";24
"NBWaVE";199.261;0.0299;0.1453;0.0128;0.4741;0.8122;"Train";24
"CMF";540.742;0.0329;0.1458;0.0092;0.2018;0.7532;"Train";24
"NMF";429.99;0.034;0.1462;0.0109;0.0814;0.7745;"Train";24
"NNLM";183.793;0.0321;0.1456;0.0092;0.1793;0.9201;"Train";24
"AIRWLS";172.467;0.0318;0.1456;0.0085;0.5022;0.8563;"Train";24
"Newton";70.615;0.0317;0.1457;0.0085;0.4734;0.8524;"Train";24
"C-SGD";40.092;0.0304;0.1454;0.01;0.4622;0.8494;"Train";24
"B-SGD";28.903;0.029;0.1453;0.0108;0.459;0.8043;"Train";24
"AvaGrad";34.95;0.0375;0.4956;0.0208;-0.0171;0.2654;"Test";24
"Fisher";188.106;0.0344;0.495;0.0234;0.3866;0.7962;"Test";24
"NBWaVE";199.261;0.0353;0.4953;0.0144;0.4741;0.8122;"Test";24
"CMF";540.742;0.0344;0.4954;0.0337;0.2018;0.7532;"Test";24
"NMF";429.99;0.0349;0.495;0.0216;0.0814;0.7745;"Test";24
"NNLM";183.793;0.033;0.4953;0.015;0.1793;0.9201;"Test";24
"AIRWLS";172.467;0.0331;0.4952;0.0195;0.5022;0.8563;"Test";24
"Newton";70.615;0.0333;0.4951;0.0226;0.4734;0.8524;"Test";24
"C-SGD";40.092;0.0347;0.4953;0.0144;0.4622;0.8494;"Test";24
"B-SGD";28.903;0.0379;0.4954;0.0135;0.459;0.8043;"Test";24
"AvaGrad";425.218;0.0346;0.0077;0.0242;-0.0183;0.2639;"Full";25
"Fisher";240.78;0.0306;0.0069;0.015;0.2977;0.6867;"Full";25
"NBWaVE";193.869;0.0284;0.0063;0.0146;0.4642;0.8208;"Full";25
"CMF";575.395;0.0304;0.0068;0.0168;0.2194;0.6997;"Full";25
"NMF";NA;NA;NA;NA;NA;NA;"Full";25
"NNLM";183.332;0.0293;0.0066;0.0119;0.1182;0.8688;"Full";25
"AIRWLS";171.884;0.0292;0.0066;0.0128;0.4512;0.8203;"Full";25
"Newton";70.771;0.0292;0.0066;0.0139;0.4614;0.8189;"Full";25
"C-SGD";40.171;0.0287;0.0065;0.0124;0.4377;0.7826;"Full";25
"B-SGD";29.073;0.0288;0.0065;0.0128;0.3922;0.7492;"Full";25
"AvaGrad";425.218;0.0346;0.146;0.0241;-0.0183;0.2639;"Train";25
"Fisher";240.78;0.0304;0.1454;0.0112;0.2977;0.6867;"Train";25
"NBWaVE";193.869;0.0271;0.1446;0.0142;0.4642;0.8208;"Train";25
"CMF";575.395;0.0301;0.1451;0.0104;0.2194;0.6997;"Train";25
"NMF";NA;NA;NA;NA;NA;NA;"Train";25
"NNLM";183.332;0.0291;0.1449;0.0104;0.1182;0.8688;"Train";25
"AIRWLS";171.884;0.0289;0.1449;0.0096;0.4512;0.8203;"Train";25
"Newton";70.771;0.0288;0.1449;0.0096;0.4614;0.8189;"Train";25
"C-SGD";40.171;0.0276;0.1447;0.0114;0.4377;0.7826;"Train";25
"B-SGD";29.073;0.0264;0.1447;0.0121;0.3922;0.7492;"Train";25
"AvaGrad";425.218;0.0346;0.4947;0.0245;-0.0183;0.2639;"Test";25
"Fisher";240.78;0.0314;0.494;0.026;0.2977;0.6867;"Test";25
"NBWaVE";193.869;0.0321;0.4944;0.0159;0.4642;0.8208;"Test";25
"CMF";575.395;0.0314;0.4945;0.035;0.2194;0.6997;"Test";25
"NMF";NA;NA;NA;NA;NA;NA;"Test";25
"NNLM";183.332;0.03;0.4943;0.0161;0.1182;0.8688;"Test";25
"AIRWLS";171.884;0.0302;0.4943;0.0219;0.4512;0.8203;"Test";25
"Newton";70.771;0.0303;0.4943;0.026;0.4614;0.8189;"Test";25
"C-SGD";40.171;0.032;0.4944;0.0152;0.4377;0.7826;"Test";25
"B-SGD";29.073;0.0356;0.4945;0.0148;0.3922;0.7492;"Test";25
"AvaGrad";431.419;0.0367;0.0072;0.0243;-0.0179;0.2717;"Full";26
"Fisher";302.533;0.0325;0.0064;0.0153;0.3839;0.7977;"Full";26
"NBWaVE";170.911;0.0302;0.0059;0.0149;0.4303;0.828;"Full";26
"CMF";534.559;0.0322;0.0063;0.0156;0.0611;0.7111;"Full";26
"NMF";430.533;0.0333;0.0065;0.0159;0.0463;0.6513;"Full";26
"NNLM";183.25;0.0311;0.0061;0.0123;0.0976;0.8765;"Full";26
"AIRWLS";171.978;0.0309;0.0061;0.0128;0.5707;0.8828;"Full";26
"Newton";70.827;0.0309;0.0061;0.0139;0.5483;0.8817;"Full";26
"C-SGD";40.13;0.0305;0.006;0.0127;0.5283;0.8535;"Full";26
"B-SGD";29.173;0.0307;0.0061;0.013;0.4339;0.7833;"Full";26
"AvaGrad";431.419;0.0367;0.1455;0.0241;-0.0179;0.2717;"Train";26
"Fisher";302.533;0.0322;0.145;0.0112;0.3839;0.7977;"Train";26
"NBWaVE";170.911;0.0287;0.1443;0.0144;0.4303;0.828;"Train";26
"CMF";534.559;0.0319;0.1448;0.0107;0.0611;0.7111;"Train";26
"NMF";430.533;0.033;0.1451;0.0123;0.0463;0.6513;"Train";26
"NNLM";183.25;0.0309;0.1445;0.0107;0.0976;0.8765;"Train";26
"AIRWLS";171.978;0.0306;0.1445;0.0099;0.5707;0.8828;"Train";26
"Newton";70.827;0.0305;0.1445;0.0099;0.5483;0.8817;"Train";26
"C-SGD";40.13;0.0293;0.1443;0.0116;0.5283;0.8535;"Train";26
"B-SGD";29.173;0.0282;0.1443;0.0121;0.4339;0.7833;"Train";26
"AvaGrad";431.419;0.0367;0.4945;0.0247;-0.0179;0.2717;"Test";26
"Fisher";302.533;0.0334;0.4938;0.0273;0.3839;0.7977;"Test";26
"NBWaVE";170.911;0.0342;0.4941;0.0162;0.4303;0.828;"Test";26
"CMF";534.559;0.0332;0.4941;0.0295;0.0611;0.7111;"Test";26
"NMF";430.533;0.034;0.4939;0.0262;0.0463;0.6513;"Test";26
"NNLM";183.25;0.0319;0.4942;0.0168;0.0976;0.8765;"Test";26
"AIRWLS";171.978;0.032;0.4941;0.0212;0.5707;0.8828;"Test";26
"Newton";70.827;0.0322;0.494;0.0254;0.5483;0.8817;"Test";26
"C-SGD";40.13;0.0339;0.4942;0.0158;0.5283;0.8535;"Test";26
"B-SGD";29.173;0.0376;0.4943;0.0153;0.4339;0.7833;"Test";26
"AvaGrad";32.93;0.036;0.0074;0.0187;-0.0247;0.2646;"Full";27
"Fisher";210.18;0.0318;0.0065;0.0129;0.3907;0.7726;"Full";27
"NBWaVE";195.099;0.0294;0.006;0.0128;0.4337;0.8411;"Full";27
"CMF";577.155;0.0315;0.0065;0.0142;0.0368;0.712;"Full";27
"NMF";430.4;0.0326;0.0067;0.0134;0.1199;0.6915;"Full";27
"NNLM";184.165;0.0304;0.0063;0.0107;0.2037;0.8908;"Full";27
"AIRWLS";172.666;0.0302;0.0062;0.0111;0.5602;0.8753;"Full";27
"Newton";70.618;0.0302;0.0062;0.0121;0.5541;0.8748;"Full";27
"C-SGD";40.356;0.0297;0.0061;0.0109;0.5481;0.8565;"Full";27
"B-SGD";29.15;0.0299;0.0062;0.0112;0.4565;0.8028;"Full";27
"AvaGrad";32.93;0.036;0.1458;0.0186;-0.0247;0.2646;"Train";27
"Fisher";210.18;0.0316;0.1452;0.0096;0.3907;0.7726;"Train";27
"NBWaVE";195.099;0.0281;0.1445;0.0125;0.4337;0.8411;"Train";27
"CMF";577.155;0.0313;0.1452;0.0092;0.0368;0.712;"Train";27
"NMF";430.4;0.0325;0.1454;0.0107;0.1199;0.6915;"Train";27
"NNLM";184.165;0.0302;0.1448;0.0093;0.2037;0.8908;"Train";27
"AIRWLS";172.666;0.0298;0.1448;0.0086;0.5602;0.8753;"Train";27
"Newton";70.618;0.0298;0.1448;0.0085;0.5541;0.8748;"Train";27
"C-SGD";40.356;0.0286;0.1446;0.0099;0.5481;0.8565;"Train";27
"B-SGD";29.15;0.0275;0.1446;0.0105;0.4565;0.8028;"Train";27
"AvaGrad";32.93;0.0358;0.4943;0.019;-0.0247;0.2646;"Test";27
"Fisher";210.18;0.0323;0.4937;0.0223;0.3907;0.7726;"Test";27
"NBWaVE";195.099;0.0331;0.4939;0.0138;0.4337;0.8411;"Test";27
"CMF";577.155;0.0322;0.4937;0.0282;0.0368;0.712;"Test";27
"NMF";430.4;0.033;0.4938;0.0211;0.1199;0.6915;"Test";27
"NNLM";184.165;0.031;0.494;0.0146;0.2037;0.8908;"Test";27
"AIRWLS";172.666;0.0311;0.4939;0.0182;0.5602;0.8753;"Test";27
"Newton";70.618;0.0312;0.4938;0.0223;0.5541;0.8748;"Test";27
"C-SGD";40.356;0.0329;0.494;0.0137;0.5481;0.8565;"Test";27
"B-SGD";29.15;0.0368;0.4941;0.0132;0.4565;0.8028;"Test";27
"AvaGrad";32.914;0.0365;0.0083;0.0221;-0.0095;0.2727;"Full";28
"Fisher";299.462;0.0324;0.0073;0.0139;0.4268;0.8313;"Full";28
"NBWaVE";195.793;0.0302;0.0069;0.0134;0.4903;0.8484;"Full";28
"CMF";534.545;0.0319;0.0073;0.0141;0.2077;0.798;"Full";28
"NMF";430.85;0.0329;0.0075;0.0142;0.1859;0.7402;"Full";28
"NNLM";184.074;0.0311;0.0071;0.0108;0.1036;0.9364;"Full";28
"AIRWLS";173.211;0.0308;0.007;0.0113;0.611;0.91;"Full";28
"Newton";70.797;0.0308;0.007;0.012;0.6175;0.9075;"Full";28
"C-SGD";40.301;0.0303;0.0069;0.0112;0.5845;0.8889;"Full";28
"B-SGD";29.082;0.0304;0.0069;0.0115;0.5097;0.8521;"Full";28
"AvaGrad";32.914;0.0365;0.1464;0.0219;-0.0095;0.2727;"Train";28
"Fisher";299.462;0.032;0.1457;0.0098;0.4268;0.8313;"Train";28
"NBWaVE";195.793;0.0289;0.145;0.0129;0.4903;0.8484;"Train";28
"CMF";534.545;0.0316;0.1455;0.0093;0.2077;0.798;"Train";28
"NMF";430.85;0.0326;0.1458;0.0111;0.1859;0.7402;"Train";28
"NNLM";184.074;0.0308;0.1452;0.0093;0.1036;0.9364;"Train";28
"AIRWLS";173.211;0.0305;0.1452;0.0086;0.611;0.91;"Train";28
"Newton";70.797;0.0304;0.1452;0.0086;0.6175;0.9075;"Train";28
"C-SGD";40.301;0.0291;0.145;0.0102;0.5845;0.8889;"Train";28
"B-SGD";29.082;0.0281;0.1449;0.0107;0.5097;0.8521;"Train";28
"AvaGrad";32.914;0.0368;0.4952;0.0226;-0.0095;0.2727;"Test";28
"Fisher";299.462;0.0333;0.4945;0.0256;0.4268;0.8313;"Test";28
"NBWaVE";195.793;0.0341;0.4948;0.0148;0.4903;0.8484;"Test";28
"CMF";534.545;0.0329;0.4946;0.0279;0.2077;0.798;"Test";28
"NMF";430.85;0.0337;0.4945;0.023;0.1859;0.7402;"Test";28
"NNLM";184.074;0.0319;0.4948;0.015;0.1036;0.9364;"Test";28
"AIRWLS";173.211;0.032;0.4947;0.019;0.611;0.91;"Test";28
"Newton";70.797;0.0321;0.4947;0.0219;0.6175;0.9075;"Test";28
"C-SGD";40.301;0.0336;0.4948;0.0141;0.5845;0.8889;"Test";28
"B-SGD";29.082;0.0368;0.495;0.0136;0.5097;0.8521;"Test";28
"AvaGrad";419.573;0.0388;0.0085;0.0199;-0.0192;0.2673;"Full";29
"Fisher";220.474;0.0345;0.0076;0.0131;0.3143;0.7219;"Full";29
"NBWaVE";172.775;0.0322;0.007;0.0127;0.4653;0.8261;"Full";29
"CMF";581.789;0.0343;0.0075;0.0141;0.0572;0.672;"Full";29
"NMF";430.149;0.0353;0.0077;0.0135;0.0349;0.632;"Full";29
"NNLM";184.038;0.0331;0.0073;0.0105;0.0607;0.8663;"Full";29
"AIRWLS";172.434;0.0329;0.0072;0.011;0.5228;0.8591;"Full";29
"Newton";70.944;0.0329;0.0072;0.0121;0.4616;0.8552;"Full";29
"C-SGD";40.15;0.0324;0.0071;0.0108;0.4465;0.8298;"Full";29
"B-SGD";29.133;0.0327;0.0072;0.011;0.4287;0.78;"Full";29
"AvaGrad";419.573;0.0388;0.1466;0.0198;-0.0192;0.2673;"Train";29
"Fisher";220.474;0.0343;0.1459;0.0095;0.3143;0.7219;"Train";29
"NBWaVE";172.775;0.0308;0.1452;0.0124;0.4653;0.8261;"Train";29
"CMF";581.789;0.034;0.1458;0.0091;0.0572;0.672;"Train";29
"NMF";430.149;0.0351;0.1461;0.0105;0.0349;0.632;"Train";29
"NNLM";184.038;0.0329;0.1454;0.0091;0.0607;0.8663;"Train";29
"AIRWLS";172.434;0.0326;0.1454;0.0084;0.5228;0.8591;"Train";29
"Newton";70.944;0.0326;0.1455;0.0084;0.4616;0.8552;"Train";29
"C-SGD";40.15;0.0313;0.1452;0.0099;0.4465;0.8298;"Train";29
"B-SGD";29.133;0.0302;0.1452;0.0103;0.4287;0.78;"Train";29
"AvaGrad";419.573;0.0387;0.4952;0.0203;-0.0192;0.2673;"Test";29
"Fisher";220.474;0.0352;0.4946;0.0234;0.3143;0.7219;"Test";29
"NBWaVE";172.775;0.0361;0.4948;0.0138;0.4653;0.8261;"Test";29
"CMF";581.789;0.0351;0.4947;0.0285;0.0572;0.672;"Test";29
"NMF";430.149;0.0358;0.4946;0.0222;0.0349;0.632;"Test";29
"NNLM";184.038;0.0338;0.4948;0.0145;0.0607;0.8663;"Test";29
"AIRWLS";172.434;0.0339;0.4947;0.0185;0.5228;0.8591;"Test";29
"Newton";70.944;0.034;0.4947;0.0226;0.4616;0.8552;"Test";29
"C-SGD";40.15;0.0357;0.4949;0.0136;0.4465;0.8298;"Test";29
"B-SGD";29.133;0.0396;0.495;0.0131;0.4287;0.78;"Test";29
"AvaGrad";32.336;0.0349;0.008;0.02;-0.0156;0.2659;"Full";30
"Fisher";218.042;0.0312;0.0071;0.0135;0.3618;0.7724;"Full";30
"NBWaVE";216.148;0.0291;0.0067;0.0132;0.4629;0.8025;"Full";30
"CMF";542.302;0.0311;0.0071;0.0151;0.0472;0.6717;"Full";30
"NMF";430.372;0.0317;0.0073;0.0139;0.0381;0.6682;"Full";30
"NNLM";183.815;0.0301;0.0069;0.011;0.1138;0.8643;"Full";30
"AIRWLS";173.052;0.0299;0.0069;0.0117;0.5111;0.8449;"Full";30
"Newton";70.726;0.0299;0.0069;0.0126;0.5033;0.8492;"Full";30
"C-SGD";40.392;0.0294;0.0068;0.0113;0.5038;0.8204;"Full";30
"B-SGD";28.834;0.0296;0.0068;0.0117;0.2897;0.7426;"Full";30
"AvaGrad";32.336;0.0349;0.1461;0.0199;-0.0156;0.2659;"Train";30
"Fisher";218.042;0.031;0.1455;0.0103;0.3618;0.7724;"Train";30
"NBWaVE";216.148;0.0279;0.1448;0.0128;0.4629;0.8025;"Train";30
"CMF";542.302;0.0308;0.1453;0.0097;0.0472;0.6717;"Train";30
"NMF";430.372;0.0315;0.1456;0.0114;0.0381;0.6682;"Train";30
"NNLM";183.815;0.0298;0.1451;0.0098;0.1138;0.8643;"Train";30
"AIRWLS";173.052;0.0296;0.1451;0.009;0.5111;0.8449;"Train";30
"Newton";70.726;0.0295;0.1452;0.009;0.5033;0.8492;"Train";30
"C-SGD";40.392;0.0284;0.1449;0.0104;0.5038;0.8204;"Train";30
"B-SGD";28.834;0.0273;0.1449;0.0111;0.2897;0.7426;"Train";30
"AvaGrad";32.336;0.0349;0.495;0.0204;-0.0156;0.2659;"Test";30
"Fisher";218.042;0.032;0.4944;0.0227;0.3618;0.7724;"Test";30
"NBWaVE";216.148;0.0328;0.4947;0.0143;0.4629;0.8025;"Test";30
"CMF";542.302;0.032;0.4948;0.0305;0.0472;0.6717;"Test";30
"NMF";430.372;0.0324;0.4944;0.0209;0.0381;0.6682;"Test";30
"NNLM";183.815;0.0307;0.4946;0.0144;0.1138;0.8643;"Test";30
"AIRWLS";173.052;0.0308;0.4945;0.0195;0.5111;0.8449;"Test";30
"Newton";70.726;0.0309;0.4945;0.0231;0.5033;0.8492;"Test";30
"C-SGD";40.392;0.0323;0.4947;0.014;0.5038;0.8204;"Test";30
"B-SGD";28.834;0.0363;0.4948;0.0136;0.2897;0.7426;"Test";30
"AvaGrad";43.305;0.0374;0.0075;0.0241;-0.0136;0.2567;"Full";31
"Fisher";256.161;0.033;0.0066;0.0145;0.2388;0.712;"Full";31
"NBWaVE";172.227;0.0305;0.0061;0.0138;0.4633;0.8144;"Full";31
"CMF";531.057;0.0325;0.0066;0.0173;0.1277;0.7039;"Full";31
"NMF";430.812;0.0336;0.0068;0.0149;0.0429;0.6625;"Full";31
"NNLM";184.377;0.0316;0.0064;0.0114;0.0711;0.8933;"Full";31
"AIRWLS";172.874;0.0314;0.0063;0.0115;0.5184;0.8499;"Full";31
"Newton";70.841;0.0314;0.0063;0.0126;0.4979;0.8413;"Full";31
"C-SGD";40.356;0.031;0.0063;0.0116;0.508;0.8393;"Full";31
"B-SGD";28.838;0.0313;0.0063;0.0119;0.4669;0.8008;"Full";31
"AvaGrad";43.305;0.0375;0.1458;0.0239;-0.0136;0.2567;"Train";31
"Fisher";256.161;0.0327;0.1452;0.01;0.2388;0.712;"Train";31
"NBWaVE";172.227;0.0291;0.1445;0.0134;0.4633;0.8144;"Train";31
"CMF";531.057;0.0322;0.1453;0.0096;0.1277;0.7039;"Train";31
"NMF";430.812;0.0334;0.1453;0.0109;0.0429;0.6625;"Train";31
"NNLM";184.377;0.0314;0.1447;0.0097;0.0711;0.8933;"Train";31
"AIRWLS";172.874;0.031;0.1447;0.009;0.5184;0.8499;"Train";31
"Newton";70.841;0.0309;0.1448;0.009;0.4979;0.8413;"Train";31
"C-SGD";40.356;0.0299;0.1446;0.0105;0.508;0.8393;"Train";31
"B-SGD";28.838;0.0288;0.1446;0.0111;0.4669;0.8008;"Train";31
"AvaGrad";43.305;0.0373;0.4946;0.0246;-0.0136;0.2567;"Test";31
"Fisher";256.161;0.0337;0.4939;0.0273;0.2388;0.712;"Test";31
"NBWaVE";172.227;0.0344;0.4942;0.0151;0.4633;0.8144;"Test";31
"CMF";531.057;0.0334;0.4936;0.0391;0.1277;0.7039;"Test";31
"NMF";430.812;0.0342;0.494;0.026;0.0429;0.6625;"Test";31
"NNLM";184.377;0.0323;0.4943;0.0162;0.0711;0.8933;"Test";31
"AIRWLS";172.874;0.0324;0.4942;0.0186;0.5184;0.8499;"Test";31
"Newton";70.841;0.0325;0.4941;0.0228;0.4979;0.8413;"Test";31
"C-SGD";40.356;0.0342;0.4942;0.015;0.508;0.8393;"Test";31
"B-SGD";28.838;0.0387;0.4944;0.0142;0.4669;0.8008;"Test";31
"AvaGrad";44.82;0.0385;0.0081;0.0213;-0.0201;0.2604;"Full";32
"Fisher";246.082;0.0344;0.0072;0.0137;0.2692;0.6831;"Full";32
"NBWaVE";198.063;0.0319;0.0067;0.0134;0.4392;0.7931;"Full";32
"CMF";540.299;0.0339;0.0072;0.0146;0.0497;0.6781;"Full";32
"NMF";430.877;0.035;0.0074;0.014;0.0446;0.6394;"Full";32
"NNLM";184.225;0.0328;0.0069;0.0109;0.121;0.8481;"Full";32
"AIRWLS";172.783;0.0327;0.0069;0.0113;0.4494;0.8079;"Full";32
"Newton";70.878;0.0326;0.0069;0.0121;0.4288;0.8053;"Full";32
"C-SGD";40.283;0.0322;0.0068;0.0113;0.3966;0.7656;"Full";32
"B-SGD";28.879;0.0324;0.0069;0.0116;0.4004;0.7565;"Full";32
"AvaGrad";44.82;0.0385;0.1462;0.0211;-0.0201;0.2604;"Train";32
"Fisher";246.082;0.0341;0.1456;0.0098;0.2692;0.6831;"Train";32
"NBWaVE";198.063;0.0305;0.1448;0.013;0.4392;0.7931;"Train";32
"CMF";540.299;0.0336;0.1454;0.0094;0.0497;0.6781;"Train";32
"NMF";430.877;0.0348;0.1457;0.0109;0.0446;0.6394;"Train";32
"NNLM";184.225;0.0326;0.145;0.0094;0.121;0.8481;"Train";32
"AIRWLS";172.783;0.0323;0.1451;0.0087;0.4494;0.8079;"Train";32
"Newton";70.878;0.0323;0.1451;0.0087;0.4288;0.8053;"Train";32
"C-SGD";40.283;0.0311;0.1449;0.0102;0.3966;0.7656;"Train";32
"B-SGD";28.879;0.0299;0.1449;0.0108;0.4004;0.7565;"Train";32
"AvaGrad";44.82;0.0385;0.4952;0.0217;-0.0201;0.2604;"Test";32
"Fisher";246.082;0.0351;0.4945;0.0247;0.2692;0.6831;"Test";32
"NBWaVE";198.063;0.036;0.4947;0.0144;0.4392;0.7931;"Test";32
"CMF";540.299;0.0348;0.4947;0.0294;0.0497;0.6781;"Test";32
"NMF";430.877;0.0356;0.4946;0.023;0.0446;0.6394;"Test";32
"NNLM";184.225;0.0336;0.4948;0.0153;0.121;0.8481;"Test";32
"AIRWLS";172.783;0.0339;0.4946;0.0186;0.4494;0.8079;"Test";32
"Newton";70.878;0.0337;0.4946;0.0218;0.4288;0.8053;"Test";32
"C-SGD";40.283;0.0354;0.4947;0.0146;0.3966;0.7656;"Test";32
"B-SGD";28.879;0.0396;0.4949;0.0138;0.4004;0.7565;"Test";32
"AvaGrad";43.965;0.038;0.0076;0.0195;-0.0201;0.2575;"Full";33
"Fisher";198.145;0.033;0.0066;0.0126;0.3635;0.7785;"Full";33
"NBWaVE";198.692;0.0307;0.0061;0.0125;0.4953;0.8273;"Full";33
"CMF";529.658;0.0328;0.0066;0.0159;0.0381;0.5691;"Full";33
"NMF";431.125;0.0337;0.0068;0.013;0.0569;0.7445;"Full";33
"NNLM";184.334;0.0316;0.0064;0.0103;0.0737;0.7961;"Full";33
"AIRWLS";173.839;0.0313;0.0063;0.0104;0.5285;0.8495;"Full";33
"Newton";70.879;0.0313;0.0063;0.0114;0.5327;0.8449;"Full";33
"C-SGD";40.431;0.0309;0.0062;0.0107;0.4959;0.8176;"Full";33
"B-SGD";28.908;0.0314;0.0063;0.0109;0.3404;0.7427;"Full";33
"AvaGrad";43.965;0.0379;0.146;0.0193;-0.0201;0.2575;"Train";33
"Fisher";198.145;0.0326;0.1453;0.0091;0.3635;0.7785;"Train";33
"NBWaVE";198.692;0.0292;0.1446;0.0121;0.4953;0.8273;"Train";33
"CMF";529.658;0.0322;0.1456;0.0088;0.0381;0.5691;"Train";33
"NMF";431.125;0.0334;0.1455;0.01;0.0569;0.7445;"Train";33
"NNLM";184.334;0.0312;0.1448;0.0088;0.0737;0.7961;"Train";33
"AIRWLS";173.839;0.0308;0.1448;0.0082;0.5285;0.8495;"Train";33
"Newton";70.879;0.0308;0.1449;0.0082;0.5327;0.8449;"Train";33
"C-SGD";40.431;0.0295;0.1447;0.0097;0.4959;0.8176;"Train";33
"B-SGD";28.908;0.0285;0.1447;0.0102;0.3404;0.7427;"Train";33
"AvaGrad";43.965;0.0382;0.4944;0.0202;-0.0201;0.2575;"Test";33
"Fisher";198.145;0.0341;0.4937;0.023;0.3635;0.7785;"Test";33
"NBWaVE";198.692;0.0349;0.494;0.0136;0.4953;0.8273;"Test";33
"CMF";529.658;0.0343;0.4932;0.0361;0.0381;0.5691;"Test";33
"NMF";431.125;0.0347;0.4937;0.0214;0.0569;0.7445;"Test";33
"NNLM";184.334;0.0326;0.494;0.0146;0.0737;0.7961;"Test";33
"AIRWLS";173.839;0.0327;0.4939;0.0168;0.5285;0.8495;"Test";33
"Newton";70.879;0.0328;0.4939;0.0206;0.5327;0.8449;"Test";33
"C-SGD";40.431;0.0348;0.494;0.0134;0.4959;0.8176;"Test";33
"B-SGD";28.908;0.0396;0.4942;0.0131;0.3404;0.7427;"Test";33
"AvaGrad";447.116;0.0398;0.0086;0.0195;-0.0184;0.2532;"Full";34
"Fisher";208.308;0.0354;0.0077;0.0126;0.399;0.8121;"Full";34
"NBWaVE";145.574;0.033;0.0071;0.0124;0.4928;0.8342;"Full";34
"CMF";526.392;0.035;0.0076;0.0148;0.0077;0.6176;"Full";34
"NMF";430.71;0.0362;0.0078;0.0129;0.0478;0.6959;"Full";34
"NNLM";183.631;0.034;0.0074;0.0101;0.0484;0.8392;"Full";34
"AIRWLS";172.815;0.0337;0.0073;0.0102;0.5736;0.8832;"Full";34
"Newton";71.103;0.0337;0.0073;0.0113;0.5524;0.8853;"Full";34
"C-SGD";40.237;0.0333;0.0072;0.0104;0.4754;0.8608;"Full";34
"B-SGD";29.042;0.0333;0.0073;0.0107;0.4773;0.8103;"Full";34
"AvaGrad";447.116;0.0398;0.1468;0.0193;-0.0184;0.2532;"Train";34
"Fisher";208.308;0.0351;0.1462;0.0087;0.399;0.8121;"Train";34
"NBWaVE";145.574;0.0314;0.1454;0.0121;0.4928;0.8342;"Train";34
"CMF";526.392;0.0346;0.1462;0.0085;0.0077;0.6176;"Train";34
"NMF";430.71;0.036;0.1463;0.0097;0.0478;0.6959;"Train";34
"NNLM";183.631;0.0337;0.1456;0.0085;0.0484;0.8392;"Train";34
"AIRWLS";172.815;0.0333;0.1457;0.0079;0.5736;0.8832;"Train";34
"Newton";71.103;0.0332;0.1457;0.0079;0.5524;0.8853;"Train";34
"C-SGD";40.237;0.0321;0.1455;0.0093;0.4754;0.8608;"Train";34
"B-SGD";29.042;0.0308;0.1454;0.01;0.4773;0.8103;"Train";34
"AvaGrad";447.116;0.04;0.495;0.0201;-0.0184;0.2532;"Test";34
"Fisher";208.308;0.0364;0.4943;0.0238;0.399;0.8121;"Test";34
"NBWaVE";145.574;0.0374;0.4946;0.0133;0.4928;0.8342;"Test";34
"CMF";526.392;0.0361;0.4942;0.0331;0.0077;0.6176;"Test";34
"NMF";430.71;0.0371;0.4944;0.0223;0.0478;0.6959;"Test";34
"NNLM";183.631;0.0349;0.4947;0.0148;0.0484;0.8392;"Test";34
"AIRWLS";172.815;0.035;0.4945;0.0167;0.5736;0.8832;"Test";34
"Newton";71.103;0.0352;0.4945;0.0213;0.5524;0.8853;"Test";34
"C-SGD";40.237;0.0368;0.4946;0.0135;0.4754;0.8608;"Test";34
"B-SGD";29.042;0.0405;0.4948;0.0128;0.4773;0.8103;"Test";34
"AvaGrad";44.852;0.0391;0.0077;0.0234;-0.0122;0.2605;"Full";35
"Fisher";266.355;0.0345;0.0068;0.0147;0.352;0.8084;"Full";35
