"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"AIRWLS";21.123;0.023;0.0035;0.0085;0.5659;0.9679;"Full";12
"Newton";11.201;0.023;0.0035;0.0086;0.5273;0.9676;"Full";12
"C-SGD";10.171;0.0228;0.0035;0.0093;0.4461;0.907;"Full";12
"B-SGD";5.795;0.0233;0.0035;0.0102;0.1867;0.6519;"Full";12
"AvaGrad";11.163;0.0286;0.1428;0.0174;-0.039;0.2595;"Train";12
"Fisher";9.989;0.0244;0.1424;0.0088;0.3577;0.8044;"Train";12
"NBWaVE";19.487;0.0229;0.1421;0.0114;0.385;0.8546;"Train";12
"CMF";33.33;0.0256;0.1424;0.0099;0.0358;0.4745;"Train";12
"NMF";26.668;0.0259;0.1425;0.0108;0.0228;0.5604;"Train";12
"NNLM";17.431;0.024;0.1422;0.0089;0.0368;0.7509;"Train";12
"AIRWLS";21.123;0.0228;0.1421;0.0074;0.5659;0.9679;"Train";12
"Newton";11.201;0.0228;0.1421;0.0073;0.5273;0.9676;"Train";12
"C-SGD";10.171;0.0224;0.142;0.0086;0.4461;0.907;"Train";12
"B-SGD";5.795;0.0222;0.1421;0.0095;0.1867;0.6519;"Train";12
"AvaGrad";11.163;0.029;0.4934;0.0186;-0.039;0.2595;"Test";12
"Fisher";9.989;0.0252;0.493;0.0174;0.3577;0.8044;"Test";12
"NBWaVE";19.487;0.025;0.493;0.0123;0.385;0.8546;"Test";12
"CMF";33.33;0.0265;0.4933;0.0261;0.0358;0.4745;"Test";12
"NMF";26.668;0.0265;0.4931;0.017;0.0228;0.5604;"Test";12
"NNLM";17.431;0.0246;0.4932;0.013;0.0368;0.7509;"Test";12
"AIRWLS";21.123;0.0235;0.493;0.0118;0.5659;0.9679;"Test";12
"Newton";11.201;0.0235;0.493;0.012;0.5273;0.9676;"Test";12
"C-SGD";10.171;0.0242;0.4931;0.0112;0.4461;0.907;"Test";12
"B-SGD";5.795;0.0263;0.4932;0.012;0.1867;0.6519;"Test";12
"AvaGrad";5.824;0.0263;0.0044;0.0274;0.0057;0.348;"Full";13
"Fisher";10.099;0.0223;0.0038;0.0132;0.2605;0.6906;"Full";13
"NBWaVE";20.556;0.0212;0.0036;0.0115;0.3671;0.8343;"Full";13
"CMF";31.637;0.0234;0.004;Inf;0.1214;0.5952;"Full";13
"NMF";NA;NA;NA;NA;NA;NA;"Full";13
"NNLM";17.416;0.0213;0.0036;Inf;0.1773;0.6829;"Full";13
"AIRWLS";21.105;0.0208;0.0035;0.009;0.3861;0.823;"Full";13
"Newton";11.25;0.0207;0.0035;0.0085;0.396;0.8272;"Full";13
"C-SGD";10.1;0.0205;0.0035;0.0095;0.3764;0.8399;"Full";13
"B-SGD";5.794;0.0207;0.0035;0.0107;0.2781;0.7162;"Full";13
"AvaGrad";5.824;0.0262;0.143;0.0265;0.0057;0.348;"Train";13
"Fisher";10.099;0.022;0.1425;0.0086;0.2605;0.6906;"Train";13
"NBWaVE";20.556;0.0207;0.1423;0.0107;0.3671;0.8343;"Train";13
"CMF";31.637;0.0231;0.1425;0.0098;0.1214;0.5952;"Train";13
"NMF";NA;NA;NA;NA;NA;NA;"Train";13
"NNLM";17.416;0.0212;0.1423;0.0084;0.1773;0.6829;"Train";13
"AIRWLS";21.105;0.0206;0.1422;0.007;0.3861;0.823;"Train";13
"Newton";11.25;0.0205;0.1422;0.0071;0.396;0.8272;"Train";13
"C-SGD";10.1;0.02;0.1422;0.0088;0.3764;0.8399;"Train";13
"B-SGD";5.794;0.0197;0.1421;0.01;0.2781;0.7162;"Train";13
"AvaGrad";5.824;0.0266;0.4934;0.03;0.0057;0.348;"Test";13
"Fisher";10.099;0.023;0.4928;0.0264;0.2605;0.6906;"Test";13
"NBWaVE";20.556;0.0227;0.4929;0.0139;0.3671;0.8343;"Test";13
"CMF";31.637;0.024;0.4933;Inf;0.1214;0.5952;"Test";13
"NMF";NA;NA;NA;NA;NA;NA;"Test";13
"NNLM";17.416;0.0218;0.4931;Inf;0.1773;0.6829;"Test";13
"AIRWLS";21.105;0.0214;0.493;0.0148;0.3861;0.823;"Test";13
"Newton";11.25;0.0213;0.4929;0.0126;0.396;0.8272;"Test";13
"C-SGD";10.1;0.0219;0.493;0.0115;0.3764;0.8399;"Test";13
"B-SGD";5.794;0.0235;0.493;0.0126;0.2781;0.7162;"Test";13
"AvaGrad";5.765;0.0275;0.0046;0.015;-0.0245;0.2516;"Full";14
"Fisher";16.972;0.0244;0.0041;0.0106;0.0226;0.4229;"Full";14
"NBWaVE";19.234;0.0227;0.0038;0.0098;0.3918;0.8566;"Full";14
"CMF";33.563;0.0247;0.0041;0.0104;0.0189;0.3775;"Full";14
"NMF";NA;NA;NA;NA;NA;NA;"Full";14
"NNLM";17.493;0.0231;0.0039;0.0084;0.0437;0.5753;"Full";14
"AIRWLS";21.069;0.0225;0.0038;0.0081;0.3563;0.8042;"Full";14
"Newton";11.235;0.0225;0.0038;0.0083;0.3268;0.7822;"Full";14
"C-SGD";10.113;0.0221;0.0037;0.0082;0.3265;0.7745;"Full";14
"B-SGD";5.817;0.0225;0.0038;0.0086;0.1474;0.5649;"Full";14
"AvaGrad";5.765;0.0275;0.1437;0.0147;-0.0245;0.2516;"Train";14
"Fisher";16.972;0.0243;0.1433;0.0084;0.0226;0.4229;"Train";14
"NBWaVE";19.234;0.0221;0.143;0.0096;0.3918;0.8566;"Train";14
"CMF";33.563;0.0245;0.1433;0.0085;0.0189;0.3775;"Train";14
"NMF";NA;NA;NA;NA;NA;NA;"Train";14
"NNLM";17.493;0.023;0.1431;0.0079;0.0437;0.5753;"Train";14
"AIRWLS";21.069;0.0223;0.143;0.007;0.3563;0.8042;"Train";14
"Newton";11.235;0.0223;0.143;0.007;0.3268;0.7822;"Train";14
"C-SGD";10.113;0.0216;0.1429;0.0079;0.3265;0.7745;"Train";14
"B-SGD";5.817;0.0213;0.1429;0.0083;0.1474;0.5649;"Train";14
"AvaGrad";5.765;0.0277;0.4924;0.0156;-0.0245;0.2516;"Test";14
"Fisher";16.972;0.0249;0.4921;0.0168;0.0226;0.4229;"Test";14
"NBWaVE";19.234;0.0242;0.492;0.0103;0.3918;0.8566;"Test";14
"CMF";33.563;0.0251;0.4923;0.0158;0.0189;0.3775;"Test";14
"NMF";NA;NA;NA;NA;NA;NA;"Test";14
"NNLM";17.493;0.0236;0.4921;0.0098;0.0437;0.5753;"Test";14
"AIRWLS";21.069;0.023;0.4921;0.0111;0.3563;0.8042;"Test";14
"Newton";11.235;0.0231;0.4921;0.0119;0.3268;0.7822;"Test";14
"C-SGD";10.113;0.0236;0.4921;0.0092;0.3265;0.7745;"Test";14
"B-SGD";5.817;0.0258;0.4922;0.0093;0.1474;0.5649;"Test";14
"AvaGrad";5.211;0.0276;0.0041;0.021;-0.028;0.2568;"Full";15
"Fisher";9.719;0.0236;0.0035;0.0124;0.2617;0.7182;"Full";15
"NBWaVE";25.126;0.0227;0.0034;0.012;0.5018;0.9586;"Full";15
"CMF";31.449;0.0257;0.0039;Inf;0.0599;0.5506;"Full";15
"NMF";NA;NA;NA;NA;NA;NA;"Full";15
"NNLM";17.45;0.0231;0.0035;Inf;0.0412;0.6676;"Full";15
"AIRWLS";21.119;0.0221;0.0033;0.0095;0.4735;0.92;"Full";15
"Newton";11.139;0.0222;0.0033;0.0097;0.4114;0.8616;"Full";15
"C-SGD";10.07;0.0223;0.0033;0.0111;0.2089;0.6339;"Full";15
"B-SGD";5.843;0.0222;0.0033;0.011;0.2257;0.6327;"Full";15
"AvaGrad";5.211;0.0276;0.1432;0.0205;-0.028;0.2568;"Train";15
"Fisher";9.719;0.0234;0.1427;0.0103;0.2617;0.7182;"Train";15
"NBWaVE";25.126;0.0223;0.1426;0.0114;0.5018;0.9586;"Train";15
"CMF";31.449;0.0242;0.1426;0.0115;0.0599;0.5506;"Train";15
"NMF";NA;NA;NA;NA;NA;NA;"Train";15
"NNLM";17.45;0.0229;0.1426;0.0104;0.0412;0.6676;"Train";15
"AIRWLS";21.119;0.022;0.1425;0.0084;0.4735;0.92;"Train";15
"Newton";11.139;0.022;0.1425;0.0084;0.4114;0.8616;"Train";15
"C-SGD";10.07;0.0218;0.1425;0.0104;0.2089;0.6339;"Train";15
"B-SGD";5.843;0.0214;0.1425;0.0104;0.2257;0.6327;"Train";15
"AvaGrad";5.211;0.0278;0.4924;0.0222;-0.028;0.2568;"Test";15
"Fisher";9.719;0.0241;0.492;0.0184;0.2617;0.7182;"Test";15
"NBWaVE";25.126;0.0238;0.492;0.0137;0.5018;0.9586;"Test";15
"CMF";31.449;0.03;0.4929;Inf;0.0599;0.5506;"Test";15
"NMF";NA;NA;NA;NA;NA;NA;"Test";15
"NNLM";17.45;0.0235;0.4921;Inf;0.0412;0.6676;"Test";15
"AIRWLS";21.119;0.0225;0.492;0.0127;0.4735;0.92;"Test";15
"Newton";11.139;0.0226;0.492;0.0135;0.4114;0.8616;"Test";15
"C-SGD";10.07;0.0237;0.4921;0.0131;0.2089;0.6339;"Test";15
"B-SGD";5.843;0.0247;0.4921;0.0129;0.2257;0.6327;"Test";15
"AvaGrad";66.457;0.0256;0.0053;0.0155;-0.0361;0.257;"Full";16
"Fisher";13.926;0.023;0.0048;0.01;0.1017;0.4842;"Full";16
"NBWaVE";34.098;0.0219;0.0046;0.0096;0.5178;0.9383;"Full";16
"CMF";33.534;0.0233;0.0049;0.0106;0.0177;0.4633;"Full";16
"NMF";NA;NA;NA;NA;NA;NA;"Full";16
"NNLM";17.565;0.0223;0.0047;0.0081;0.0364;0.5267;"Full";16
"AIRWLS";21.145;0.0218;0.0046;0.0077;0.2741;0.7091;"Full";16
"Newton";11.33;0.0218;0.0046;0.008;0.2643;0.683;"Full";16
"C-SGD";10.209;0.0216;0.0045;0.008;0.2354;0.6699;"Full";16
"B-SGD";5.85;0.0216;0.0045;0.0083;0.1305;0.5321;"Full";16
"AvaGrad";66.457;0.0255;0.1435;0.0151;-0.0361;0.257;"Train";16
"Fisher";13.926;0.0228;0.1431;0.0076;0.1017;0.4842;"Train";16
"NBWaVE";34.098;0.0215;0.1428;0.0093;0.5178;0.9383;"Train";16
"CMF";33.534;0.0231;0.1431;0.0077;0.0177;0.4633;"Train";16
"NMF";NA;NA;NA;NA;NA;NA;"Train";16
"NNLM";17.565;0.0221;0.1429;0.0072;0.0364;0.5267;"Train";16
"AIRWLS";21.145;0.0216;0.1428;0.0063;0.2741;0.7091;"Train";16
"Newton";11.33;0.0216;0.1428;0.0063;0.2643;0.683;"Train";16
"C-SGD";10.209;0.0211;0.1428;0.0074;0.2354;0.6699;"Train";16
"B-SGD";5.85;0.0208;0.1427;0.0076;0.1305;0.5321;"Train";16
"AvaGrad";66.457;0.0259;0.4942;0.0165;-0.0361;0.257;"Test";16
"Fisher";13.926;0.0237;0.4939;0.0171;0.1017;0.4842;"Test";16
"NBWaVE";34.098;0.0232;0.4939;0.0105;0.5178;0.9383;"Test";16
"CMF";33.534;0.0239;0.494;0.019;0.0177;0.4633;"Test";16
"NMF";NA;NA;NA;NA;NA;NA;"Test";16
"NNLM";17.565;0.0229;0.494;0.0106;0.0364;0.5267;"Test";16
"AIRWLS";21.145;0.0225;0.4939;0.012;0.2741;0.7091;"Test";16
"Newton";11.33;0.0226;0.4939;0.0129;0.2643;0.683;"Test";16
"C-SGD";10.209;0.0229;0.4939;0.0099;0.2354;0.6699;"Test";16
"B-SGD";5.85;0.0241;0.494;0.0102;0.1305;0.5321;"Test";16
"AvaGrad";10.656;0.0263;0.0056;0.0165;-0.0188;0.26;"Full";17
"Fisher";11.677;0.0233;0.0049;0.0099;0.2355;0.691;"Full";17
"NBWaVE";23.958;0.0221;0.0047;0.0095;0.3932;0.8253;"Full";17
"CMF";32.111;0.0239;0.0051;0.0108;0.1716;0.595;"Full";17
"NMF";NA;NA;NA;NA;NA;NA;"Full";17
"NNLM";15.889;0.0226;0.0048;0.0082;0.0298;0.6657;"Full";17
"AIRWLS";21.133;0.0218;0.0047;0.0075;0.4648;0.9124;"Full";17
"Newton";11.296;0.0218;0.0047;0.0074;0.4538;0.9032;"Full";17
"C-SGD";10.189;0.0216;0.0046;0.0079;0.457;0.9072;"Full";17
"B-SGD";5.884;0.0219;0.0047;0.0089;0.2599;0.7532;"Full";17
"AvaGrad";10.656;0.0264;0.1442;0.0161;-0.0188;0.26;"Train";17
"Fisher";11.677;0.0232;0.1438;0.0077;0.2355;0.691;"Train";17
"NBWaVE";23.958;0.0218;0.1435;0.0093;0.3932;0.8253;"Train";17
"CMF";32.111;0.0239;0.1438;0.0084;0.1716;0.595;"Train";17
"NMF";NA;NA;NA;NA;NA;NA;"Train";17
"NNLM";15.889;0.0226;0.1435;0.0075;0.0298;0.6657;"Train";17
"AIRWLS";21.133;0.0218;0.1434;0.0063;0.4648;0.9124;"Train";17
"Newton";11.296;0.0218;0.1434;0.0063;0.4538;0.9032;"Train";17
"C-SGD";10.189;0.0212;0.1433;0.0074;0.457;0.9072;"Train";17
"B-SGD";5.884;0.0212;0.1434;0.0084;0.2599;0.7532;"Train";17
"AvaGrad";10.656;0.026;0.4935;0.0176;-0.0188;0.26;"Test";17
"Fisher";11.677;0.0234;0.4931;0.0162;0.2355;0.691;"Test";17
"NBWaVE";23.958;0.023;0.4931;0.0103;0.3932;0.8253;"Test";17
"CMF";32.111;0.0239;0.4933;0.0177;0.1716;0.595;"Test";17
"NMF";NA;NA;NA;NA;NA;NA;"Test";17
"NNLM";15.889;0.0226;0.4932;0.0101;0.0298;0.6657;"Test";17
"AIRWLS";21.133;0.0219;0.4931;0.0111;0.4648;0.9124;"Test";17
"Newton";11.296;0.0219;0.4931;0.0107;0.4538;0.9032;"Test";17
"C-SGD";10.189;0.0226;0.4932;0.0092;0.457;0.9072;"Test";17
"B-SGD";5.884;0.024;0.4932;0.0102;0.2599;0.7532;"Test";17
"AvaGrad";22.149;0.0274;0.0048;0.0189;-0.0188;0.2611;"Full";18
"Fisher";18.03;0.0238;0.0042;0.0106;0.2699;0.7069;"Full";18
"NBWaVE";19.312;0.0227;0.004;0.0102;0.3962;0.8681;"Full";18
"CMF";31.27;0.0248;0.0044;Inf;0.1777;0.6306;"Full";18
"NMF";26.705;0.0251;0.0044;0.0119;0.2116;0.6856;"Full";18
"NNLM";17.618;0.0233;0.0041;0.0094;0.1618;0.7608;"Full";18
"AIRWLS";21.139;0.0223;0.0039;0.0081;0.3732;0.8512;"Full";18
"Newton";11.274;0.0223;0.0039;0.0082;0.3986;0.8572;"Full";18
"C-SGD";10.199;0.0221;0.0039;0.0089;0.3876;0.8497;"Full";18
"B-SGD";5.867;0.0224;0.004;0.0092;0.2923;0.7437;"Full";18
"AvaGrad";22.149;0.0274;0.1433;0.0186;-0.0188;0.2611;"Train";18
"Fisher";18.03;0.0236;0.1429;0.0081;0.2699;0.7069;"Train";18
"NBWaVE";19.312;0.0222;0.1426;0.0098;0.3962;0.8681;"Train";18
"CMF";31.27;0.0245;0.1429;0.0092;0.1777;0.6306;"Train";18
"NMF";26.705;0.0249;0.1431;0.0102;0.2116;0.6856;"Train";18
"NNLM";17.618;0.0232;0.1427;0.0083;0.1618;0.7608;"Train";18
"AIRWLS";21.139;0.0222;0.1426;0.0066;0.3732;0.8512;"Train";18
"Newton";11.274;0.0222;0.1426;0.0066;0.3986;0.8572;"Train";18
"C-SGD";10.199;0.0217;0.1425;0.0082;0.3876;0.8497;"Train";18
"B-SGD";5.867;0.0215;0.1425;0.0085;0.2923;0.7437;"Train";18
"AvaGrad";22.149;0.0275;0.4935;0.0199;-0.0188;0.2611;"Test";18
"Fisher";18.03;0.0243;0.493;0.018;0.2699;0.7069;"Test";18
"NBWaVE";19.312;0.024;0.4931;0.0113;0.3962;0.8681;"Test";18
"CMF";31.27;0.0256;0.4935;Inf;0.1777;0.6306;"Test";18
"NMF";26.705;0.0254;0.4931;0.0167;0.2116;0.6856;"Test";18
"NNLM";17.618;0.0237;0.4932;0.0125;0.1618;0.7608;"Test";18
"AIRWLS";21.139;0.0227;0.4931;0.0122;0.3732;0.8512;"Test";18
"Newton";11.274;0.0227;0.4931;0.0129;0.3986;0.8572;"Test";18
"C-SGD";10.199;0.0235;0.4931;0.0107;0.3876;0.8497;"Test";18
"B-SGD";5.867;0.0251;0.4932;0.0109;0.2923;0.7437;"Test";18
"AvaGrad";9.302;0.0276;0.0056;0.017;-0.0427;0.2611;"Full";19
"Fisher";10.945;0.0244;0.0049;0.0105;0.1849;0.6596;"Full";19
"NBWaVE";16.297;0.0229;0.0046;0.0101;0.3982;0.8985;"Full";19
"CMF";32.494;0.0245;0.005;0.01;0.0598;0.5666;"Full";19
"NMF";6.71;0.0257;0.0052;0.0126;0.0052;0.5114;"Full";19
"NNLM";17.495;0.0238;0.0048;0.0086;0.0402;0.6509;"Full";19
"AIRWLS";21.079;0.0227;0.0046;0.0078;0.4965;0.924;"Full";19
"Newton";11.275;0.0226;0.0046;0.0078;0.5221;0.9438;"Full";19
"C-SGD";10.164;0.0224;0.0046;0.0082;0.4378;0.8811;"Full";19
"B-SGD";5.856;0.0224;0.0046;0.0089;0.2819;0.7674;"Full";19
"AvaGrad";9.302;0.0276;0.1442;0.0168;-0.0427;0.2611;"Train";19
"Fisher";10.945;0.0243;0.1437;0.0085;0.1849;0.6596;"Train";19
"NBWaVE";16.297;0.0225;0.1434;0.0098;0.3982;0.8985;"Train";19
"CMF";32.494;0.0245;0.1437;0.0083;0.0598;0.5666;"Train";19
"NMF";6.71;0.0257;0.1439;0.0112;0.0052;0.5114;"Train";19
"NNLM";17.495;0.0238;0.1436;0.008;0.0402;0.6509;"Train";19
"AIRWLS";21.079;0.0226;0.1434;0.0068;0.4965;0.924;"Train";19
"Newton";11.275;0.0225;0.1434;0.0068;0.5221;0.9438;"Train";19
"C-SGD";10.164;0.0222;0.1433;0.0077;0.4378;0.8811;"Train";19
"B-SGD";5.856;0.0218;0.1433;0.0084;0.2819;0.7674;"Train";19
"AvaGrad";9.302;0.0275;0.4935;0.0179;-0.0427;0.2611;"Test";19
"Fisher";10.945;0.0246;0.493;0.0163;0.1849;0.6596;"Test";19
"NBWaVE";16.297;0.0241;0.493;0.0108;0.3982;0.8985;"Test";19
"CMF";32.494;0.0247;0.4933;0.0148;0.0598;0.5666;"Test";19
"NMF";6.71;0.0259;0.4932;0.0166;0.0052;0.5114;"Test";19
"NNLM";17.495;0.024;0.4932;0.0105;0.0402;0.6509;"Test";19
"AIRWLS";21.079;0.0229;0.493;0.0108;0.4965;0.924;"Test";19
"Newton";11.275;0.0228;0.493;0.0109;0.5221;0.9438;"Test";19
"C-SGD";10.164;0.023;0.4931;0.0098;0.4378;0.8811;"Test";19
"B-SGD";5.856;0.0242;0.4931;0.0103;0.2819;0.7674;"Test";19
"AvaGrad";6.372;0.0291;0.0046;0.02;-0.0305;0.27;"Full";20
"Fisher";11.576;0.0251;0.004;0.0116;0.234;0.7004;"Full";20
"NBWaVE";16.272;0.0238;0.0038;0.011;0.4228;0.8873;"Full";20
"CMF";31.892;0.0264;0.0042;0.0152;0.0196;0.4642;"Full";20
"NMF";NA;NA;NA;NA;NA;NA;"Full";20
"NNLM";17.472;0.0243;0.0039;0.0102;0.0255;0.6851;"Full";20
"AIRWLS";20.993;0.0234;0.0038;0.0089;0.3812;0.8448;"Full";20
"Newton";11.199;0.0234;0.0038;0.009;0.3882;0.849;"Full";20
"C-SGD";10.148;0.0234;0.0038;0.0108;0.2461;0.7241;"Full";20
"B-SGD";5.845;0.0233;0.0038;0.0104;0.2367;0.7042;"Full";20
"AvaGrad";6.372;0.0291;0.1431;0.0197;-0.0305;0.27;"Train";20
"Fisher";11.576;0.0249;0.1427;0.0087;0.234;0.7004;"Train";20
"NBWaVE";16.272;0.0233;0.1424;0.0104;0.4228;0.8873;"Train";20
"CMF";31.892;0.0262;0.1427;0.01;0.0196;0.4642;"Train";20
"NMF";NA;NA;NA;NA;NA;NA;"Train";20
"NNLM";17.472;0.0242;0.1424;0.0086;0.0255;0.6851;"Train";20
"AIRWLS";20.993;0.0232;0.1424;0.0071;0.3812;0.8448;"Train";20
"Newton";11.199;0.0232;0.1424;0.0071;0.3882;0.849;"Train";20
"C-SGD";10.148;0.0229;0.1423;0.0099;0.2461;0.7241;"Train";20
"B-SGD";5.845;0.0225;0.1423;0.0094;0.2367;0.7042;"Train";20
"AvaGrad";6.372;0.0292;0.4935;0.0208;-0.0305;0.27;"Test";20
"Fisher";11.576;0.0256;0.4931;0.02;0.234;0.7004;"Test";20
"NBWaVE";16.272;0.0252;0.4931;0.0125;0.4228;0.8873;"Test";20
"CMF";31.892;0.027;0.4934;0.03;0.0196;0.4642;"Test";20
"NMF";NA;NA;NA;NA;NA;NA;"Test";20
"NNLM";17.472;0.0248;0.4933;0.0151;0.0255;0.6851;"Test";20
"AIRWLS";20.993;0.0238;0.4931;0.0139;0.3812;0.8448;"Test";20
"Newton";11.199;0.0238;0.4931;0.0143;0.3882;0.849;"Test";20
"C-SGD";10.148;0.0247;0.4932;0.0134;0.2461;0.7241;"Test";20
"B-SGD";5.845;0.0258;0.4932;0.0136;0.2367;0.7042;"Test";20
"AvaGrad";5.162;0.0269;0.0048;0.0157;-0.0276;0.2524;"Full";21
"Fisher";10.47;0.0234;0.0042;0.0107;0.1277;0.5789;"Full";21
"NBWaVE";28.569;0.0222;0.004;0.0104;0.4132;0.8378;"Full";21
"CMF";35.565;0.0239;0.0043;0.0107;0.0443;0.4;"Full";21
"NMF";NA;NA;NA;NA;NA;NA;"Full";21
"NNLM";17.516;0.0224;0.004;0.009;0.0474;0.6719;"Full";21
"AIRWLS";21.149;0.0218;0.0039;0.0086;0.383;0.8053;"Full";21
"Newton";11.329;0.0218;0.0039;0.0087;0.3556;0.8064;"Full";21
"C-SGD";10.116;0.0214;0.0038;0.0088;0.3446;0.7974;"Full";21
"B-SGD";5.805;0.0217;0.0039;0.0092;0.1253;0.5673;"Full";21
"AvaGrad";5.162;0.0268;0.1437;0.0154;-0.0276;0.2524;"Train";21
"Fisher";10.47;0.0232;0.1432;0.0089;0.1277;0.5789;"Train";21
"NBWaVE";28.569;0.0217;0.143;0.0102;0.4132;0.8378;"Train";21
"CMF";35.565;0.0238;0.1432;0.0091;0.0443;0.4;"Train";21
"NMF";NA;NA;NA;NA;NA;NA;"Train";21
"NNLM";17.516;0.0223;0.143;0.0085;0.0474;0.6719;"Train";21
"AIRWLS";21.149;0.0217;0.1429;0.0074;0.383;0.8053;"Train";21
"Newton";11.329;0.0216;0.1429;0.0075;0.3556;0.8064;"Train";21
"C-SGD";10.116;0.0209;0.1428;0.0083;0.3446;0.7974;"Train";21
"B-SGD";5.805;0.0208;0.1429;0.0088;0.1253;0.5673;"Train";21
"AvaGrad";5.162;0.027;0.4928;0.0165;-0.0276;0.2524;"Test";21
"Fisher";10.47;0.0238;0.4925;0.0157;0.1277;0.5789;"Test";21
"NBWaVE";28.569;0.0235;0.4924;0.0111;0.4132;0.8378;"Test";21
"CMF";35.565;0.0241;0.4926;0.0154;0.0443;0.4;"Test";21
"NMF";NA;NA;NA;NA;NA;NA;"Test";21
"NNLM";17.516;0.0227;0.4925;0.0106;0.0474;0.6719;"Test";21
"AIRWLS";21.149;0.0222;0.4924;0.012;0.383;0.8053;"Test";21
"Newton";11.329;0.0222;0.4924;0.0121;0.3556;0.8064;"Test";21
"C-SGD";10.116;0.0228;0.4924;0.01;0.3446;0.7974;"Test";21
"B-SGD";5.805;0.0244;0.4925;0.0103;0.1253;0.5673;"Test";21
"AvaGrad";6.532;0.0287;0.0047;0.0158;-0.0164;0.2647;"Full";22
"Fisher";11.669;0.0246;0.004;0.0105;0.2629;0.7607;"Full";22
"NBWaVE";28.395;0.0235;0.0038;0.0101;0.3917;0.8442;"Full";22
"CMF";34.445;0.0252;0.0041;0.011;0.0405;0.4465;"Full";22
"NMF";6.589;0.0269;0.0044;0.0133;-0.0402;0.4018;"Full";22
"NNLM";17.495;0.0239;0.0039;0.0088;0.0209;0.628;"Full";22
"AIRWLS";21.086;0.023;0.0038;0.0079;0.4402;0.894;"Full";22
"Newton";11.242;0.023;0.0038;0.0081;0.467;0.9044;"Full";22
"C-SGD";10.166;0.0229;0.0038;0.0084;0.3612;0.8241;"Full";22
"B-SGD";5.803;0.023;0.0038;0.0088;0.1632;0.6373;"Full";22
"AvaGrad";6.532;0.0287;0.1431;0.0156;-0.0164;0.2647;"Train";22
"Fisher";11.669;0.0244;0.1426;0.008;0.2629;0.7607;"Train";22
"NBWaVE";28.395;0.0231;0.1424;0.01;0.3917;0.8442;"Train";22
"CMF";34.445;0.0251;0.1426;0.0088;0.0405;0.4465;"Train";22
"NMF";6.589;0.0268;0.1429;0.0114;-0.0402;0.4018;"Train";22
"NNLM";17.495;0.0238;0.1424;0.008;0.0209;0.628;"Train";22
"AIRWLS";21.086;0.0229;0.1423;0.0068;0.4402;0.894;"Train";22
"Newton";11.242;0.0229;0.1423;0.0068;0.467;0.9044;"Train";22
"C-SGD";10.166;0.0225;0.1423;0.0079;0.3612;0.8241;"Train";22
"B-SGD";5.803;0.0221;0.1422;0.0084;0.1632;0.6373;"Train";22
"AvaGrad";6.532;0.0287;0.4936;0.0165;-0.0164;0.2647;"Test";22
"Fisher";11.669;0.025;0.4932;0.0176;0.2629;0.7607;"Test";22
"NBWaVE";28.395;0.0249;0.4932;0.0106;0.3917;0.8442;"Test";22
"CMF";34.445;0.0255;0.4934;0.0175;0.0405;0.4465;"Test";22
"NMF";6.589;0.0271;0.4934;0.0188;-0.0402;0.4018;"Test";22
"NNLM";17.495;0.0241;0.4933;0.0109;0.0209;0.628;"Test";22
"AIRWLS";21.086;0.0234;0.4932;0.0112;0.4402;0.894;"Test";22
"Newton";11.242;0.0234;0.4932;0.012;0.467;0.9044;"Test";22
"C-SGD";10.166;0.024;0.4933;0.0097;0.3612;0.8241;"Test";22
"B-SGD";5.803;0.0255;0.4933;0.01;0.1632;0.6373;"Test";22
"AvaGrad";8.158;0.0256;0.0056;0.0138;-0.0474;0.2619;"Full";23
"Fisher";8.438;0.0229;0.0051;0.0094;0.0554;0.4758;"Full";23
"NBWaVE";23.345;0.0214;0.0047;0.0089;0.5877;0.9861;"Full";23
"CMF";33.304;0.0231;0.0051;0.01;0.0475;0.4044;"Full";23
"NMF";6.769;0.0241;0.0053;0.0107;-0.0103;0.4008;"Full";23
"NNLM";17.468;0.022;0.0049;0.0078;0.0423;0.5552;"Full";23
"AIRWLS";21.121;0.0212;0.0047;0.0074;0.4244;0.8864;"Full";23
"Newton";11.349;0.0212;0.0047;0.0076;0.4214;0.8828;"Full";23
"C-SGD";10.177;0.0209;0.0046;0.0076;0.3711;0.8451;"Full";23
"B-SGD";5.863;0.0212;0.0047;0.008;0.2032;0.6252;"Full";23
"AvaGrad";8.158;0.0255;0.1437;0.0136;-0.0474;0.2619;"Train";23
"Fisher";8.438;0.0227;0.1433;0.0074;0.0554;0.4758;"Train";23
"NBWaVE";23.345;0.021;0.1429;0.0087;0.5877;0.9861;"Train";23
"CMF";33.304;0.0229;0.1432;0.0075;0.0475;0.4044;"Train";23
"NMF";6.769;0.0239;0.1434;0.0095;-0.0103;0.4008;"Train";23
"NNLM";17.468;0.0218;0.143;0.0071;0.0423;0.5552;"Train";23
"AIRWLS";21.121;0.0209;0.1428;0.0062;0.4244;0.8864;"Train";23
"Newton";11.349;0.0209;0.1428;0.0062;0.4214;0.8828;"Train";23
"C-SGD";10.177;0.0204;0.1428;0.0072;0.3711;0.8451;"Train";23
"B-SGD";5.863;0.0203;0.1428;0.0077;0.2032;0.6252;"Train";23
"AvaGrad";8.158;0.0259;0.4945;0.0144;-0.0474;0.2619;"Test";23
