"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"Fisher";8.438;0.0235;0.4941;0.015;0.0554;0.4758;"Test";23
"NBWaVE";23.345;0.0227;0.4941;0.0095;0.5877;0.9861;"Test";23
"CMF";33.304;0.0236;0.4944;0.0171;0.0475;0.4044;"Test";23
"NMF";6.769;0.0245;0.4943;0.0141;-0.0103;0.4008;"Test";23
"NNLM";17.468;0.0225;0.4942;0.0097;0.0423;0.5552;"Test";23
"AIRWLS";21.121;0.022;0.4942;0.011;0.4244;0.8864;"Test";23
"Newton";11.349;0.022;0.4942;0.0116;0.4214;0.8828;"Test";23
"C-SGD";10.177;0.0225;0.4942;0.0088;0.3711;0.8451;"Test";23
"B-SGD";5.863;0.0237;0.4942;0.0091;0.2032;0.6252;"Test";23
"AvaGrad";29.469;0.0272;0.0042;0.0187;-0.0412;0.2535;"Full";24
"Fisher";14.618;0.0234;0.0036;0.0116;0.2268;0.6698;"Full";24
"NBWaVE";20.539;0.0222;0.0034;0.0113;0.4248;0.8834;"Full";24
"CMF";34.06;0.024;0.0037;0.012;0.125;0.58;"Full";24
"NMF";NA;NA;NA;NA;NA;NA;"Full";24
"NNLM";17.443;0.0226;0.0035;0.0097;0.2158;0.7383;"Full";24
"AIRWLS";20.936;0.0219;0.0034;0.0091;0.3835;0.8266;"Full";24
"Newton";11.161;0.0219;0.0034;0.0092;0.3737;0.8281;"Full";24
"C-SGD";10.155;0.0215;0.0034;0.0094;0.4679;0.9115;"Full";24
"B-SGD";5.919;0.0216;0.0034;0.0098;0.2727;0.7414;"Full";24
"AvaGrad";29.469;0.0272;0.1428;0.0183;-0.0412;0.2535;"Train";24
"Fisher";14.618;0.0233;0.1423;0.0096;0.2268;0.6698;"Train";24
"NBWaVE";20.539;0.0217;0.1421;0.0111;0.4248;0.8834;"Train";24
"CMF";34.06;0.0239;0.1424;0.01;0.125;0.58;"Train";24
"NMF";NA;NA;NA;NA;NA;NA;"Train";24
"NNLM";17.443;0.0225;0.1422;0.0091;0.2158;0.7383;"Train";24
"AIRWLS";20.936;0.0218;0.1421;0.0078;0.3835;0.8266;"Train";24
"Newton";11.161;0.0218;0.1421;0.0079;0.3737;0.8281;"Train";24
"C-SGD";10.155;0.0211;0.142;0.009;0.4679;0.9115;"Train";24
"B-SGD";5.919;0.0208;0.142;0.0093;0.2727;0.7414;"Train";24
"AvaGrad";29.469;0.0272;0.4932;0.0195;-0.0412;0.2535;"Test";24
"Fisher";14.618;0.0237;0.4929;0.0174;0.2268;0.6698;"Test";24
"NBWaVE";20.539;0.0234;0.4929;0.012;0.4248;0.8834;"Test";24
"CMF";34.06;0.0242;0.493;0.0179;0.125;0.58;"Test";24
"NMF";NA;NA;NA;NA;NA;NA;"Test";24
"NNLM";17.443;0.0228;0.493;0.0116;0.2158;0.7383;"Test";24
"AIRWLS";20.936;0.0222;0.4929;0.0127;0.3835;0.8266;"Test";24
"Newton";11.161;0.0222;0.4929;0.0129;0.3737;0.8281;"Test";24
"C-SGD";10.155;0.0226;0.4929;0.0106;0.4679;0.9115;"Test";24
"B-SGD";5.919;0.0241;0.493;0.0111;0.2727;0.7414;"Test";24
"AvaGrad";13.588;0.0281;0.0048;0.0187;-0.0461;0.2605;"Full";25
"Fisher";8.934;0.0243;0.0042;0.0113;0.3271;0.7923;"Full";25
"NBWaVE";16.092;0.0229;0.0039;0.0111;0.4167;0.8837;"Full";25
"CMF";30.693;0.0249;0.0043;0.0121;0.1186;0.651;"Full";25
"NMF";17.636;0.0258;0.0044;0.0132;0.0624;0.6317;"Full";25
"NNLM";17.484;0.0238;0.0041;0.0098;0.045;0.8259;"Full";25
"AIRWLS";21.061;0.0226;0.0039;0.0083;0.5588;0.978;"Full";25
"Newton";11.289;0.0225;0.0039;0.0083;0.5668;0.9782;"Full";25
"C-SGD";10.133;0.0224;0.0039;0.0092;0.4397;0.8802;"Full";25
"B-SGD";5.827;0.0225;0.0039;0.0097;0.3208;0.8163;"Full";25
"AvaGrad";13.588;0.0281;0.1432;0.0184;-0.0461;0.2605;"Train";25
"Fisher";8.934;0.0241;0.1427;0.0088;0.3271;0.7923;"Train";25
"NBWaVE";16.092;0.0224;0.1424;0.0108;0.4167;0.8837;"Train";25
"CMF";30.693;0.0248;0.1426;0.0095;0.1186;0.651;"Train";25
"NMF";17.636;0.0257;0.1429;0.0114;0.0624;0.6317;"Train";25
"NNLM";17.484;0.0236;0.1425;0.0089;0.045;0.8259;"Train";25
"AIRWLS";21.061;0.0224;0.1423;0.0072;0.5588;0.978;"Train";25
"Newton";11.289;0.0224;0.1424;0.0072;0.5668;0.9782;"Train";25
"C-SGD";10.133;0.0221;0.1423;0.0085;0.4397;0.8802;"Train";25
"B-SGD";5.827;0.0218;0.1423;0.0091;0.3208;0.8163;"Train";25
"AvaGrad";13.588;0.0283;0.4938;0.0198;-0.0461;0.2605;"Test";25
"Fisher";8.934;0.0248;0.4934;0.0185;0.3271;0.7923;"Test";25
"NBWaVE";16.092;0.0244;0.4934;0.0121;0.4167;0.8837;"Test";25
"CMF";30.693;0.0254;0.4937;0.0198;0.1186;0.651;"Test";25
"NMF";17.636;0.0262;0.4935;0.0185;0.0624;0.6317;"Test";25
"NNLM";17.484;0.0241;0.4935;0.0124;0.045;0.8259;"Test";25
"AIRWLS";21.061;0.023;0.4934;0.0116;0.5588;0.978;"Test";25
"Newton";11.289;0.0229;0.4934;0.0115;0.5668;0.9782;"Test";25
"C-SGD";10.133;0.0234;0.4934;0.0112;0.4397;0.8802;"Test";25
"B-SGD";5.827;0.0247;0.4935;0.0115;0.3208;0.8163;"Test";25
"AvaGrad";9.482;0.0263;0.0045;0.0163;-0.038;0.2578;"Full";26
"Fisher";9.127;0.0232;0.004;0.0105;0.1497;0.5883;"Full";26
"NBWaVE";20.733;0.022;0.0038;0.0103;0.3875;0.8466;"Full";26
"CMF";32.396;0.0236;0.0041;0.0126;0.1114;0.5035;"Full";26
"NMF";26.656;0.0241;0.0042;0.0115;0.1141;0.5077;"Full";26
"NNLM";17.484;0.0224;0.0039;0.0087;0.0524;0.6456;"Full";26
"AIRWLS";21.09;0.0217;0.0038;0.0083;0.3333;0.8066;"Full";26
"Newton";11.297;0.0217;0.0038;0.0084;0.351;0.7978;"Full";26
"C-SGD";10.152;0.0213;0.0037;0.0088;0.3295;0.79;"Full";26
"B-SGD";5.806;0.0216;0.0038;0.0095;0.0835;0.5298;"Full";26
"AvaGrad";9.482;0.0262;0.1432;0.0161;-0.038;0.2578;"Train";26
"Fisher";9.127;0.023;0.1428;0.0081;0.1497;0.5883;"Train";26
"NBWaVE";20.733;0.0215;0.1425;0.0101;0.3875;0.8466;"Train";26
"CMF";32.396;0.0234;0.1427;0.0088;0.1114;0.5035;"Train";26
"NMF";26.656;0.024;0.1429;0.0099;0.1141;0.5077;"Train";26
"NNLM";17.484;0.0222;0.1426;0.0079;0.0524;0.6456;"Train";26
"AIRWLS";21.09;0.0215;0.1425;0.0067;0.3333;0.8066;"Train";26
"Newton";11.297;0.0215;0.1425;0.0067;0.351;0.7978;"Train";26
"C-SGD";10.152;0.0209;0.1424;0.0083;0.3295;0.79;"Train";26
"B-SGD";5.806;0.0206;0.1424;0.0091;0.0835;0.5298;"Train";26
"AvaGrad";9.482;0.0264;0.4933;0.017;-0.038;0.2578;"Test";26
"Fisher";9.127;0.0236;0.4929;0.0174;0.1497;0.5883;"Test";26
"NBWaVE";20.733;0.0233;0.4929;0.0109;0.3875;0.8466;"Test";26
"CMF";32.396;0.0241;0.4932;0.0234;0.1114;0.5035;"Test";26
"NMF";26.656;0.0245;0.493;0.0162;0.1141;0.5077;"Test";26
"NNLM";17.484;0.0228;0.493;0.011;0.0524;0.6456;"Test";26
"AIRWLS";21.09;0.0222;0.4929;0.0127;0.3333;0.8066;"Test";26
"Newton";11.297;0.0222;0.4929;0.0133;0.351;0.7978;"Test";26
"C-SGD";10.152;0.0226;0.4929;0.0102;0.3295;0.79;"Test";26
"B-SGD";5.806;0.0243;0.493;0.0107;0.0835;0.5298;"Test";26
"AvaGrad";16.463;0.0259;0.0054;0.0153;-0.0374;0.2575;"Full";27
"Fisher";12.018;0.0229;0.0048;0.0097;0.1895;0.635;"Full";27
"NBWaVE";16.665;0.0218;0.0046;0.0094;0.4156;0.8901;"Full";27
"CMF";32.052;0.0231;0.0049;0.01;0.1277;0.5568;"Full";27
"NMF";26.63;0.0238;0.005;0.0105;0.0421;0.5532;"Full";27
"NNLM";17.467;0.0222;0.0047;0.0078;0.1528;0.6488;"Full";27
"AIRWLS";21.118;0.0217;0.0046;0.0075;0.3452;0.7819;"Full";27
"Newton";11.272;0.0217;0.0046;0.0076;0.3572;0.8029;"Full";27
"C-SGD";10.178;0.0214;0.0045;0.0076;0.314;0.7555;"Full";27
"B-SGD";5.879;0.0216;0.0046;0.0083;0.197;0.6389;"Full";27
"AvaGrad";16.463;0.0259;0.1443;0.0151;-0.0374;0.2575;"Train";27
"Fisher";12.018;0.0228;0.1439;0.0077;0.1895;0.635;"Train";27
"NBWaVE";16.665;0.0214;0.1436;0.0091;0.4156;0.8901;"Train";27
"CMF";32.052;0.0229;0.1438;0.0077;0.1277;0.5568;"Train";27
"NMF";26.63;0.0237;0.144;0.0092;0.0421;0.5532;"Train";27
"NNLM";17.467;0.0221;0.1437;0.0072;0.1528;0.6488;"Train";27
"AIRWLS";21.118;0.0215;0.1436;0.0063;0.3452;0.7819;"Train";27
"Newton";11.272;0.0215;0.1436;0.0063;0.3572;0.8029;"Train";27
"C-SGD";10.178;0.0211;0.1435;0.0071;0.314;0.7555;"Train";27
"B-SGD";5.879;0.0209;0.1435;0.0078;0.197;0.6389;"Train";27
"AvaGrad";16.463;0.026;0.4931;0.0158;-0.0374;0.2575;"Test";27
"Fisher";12.018;0.0233;0.4927;0.0151;0.1895;0.635;"Test";27
"NBWaVE";16.665;0.0231;0.4927;0.01;0.4156;0.8901;"Test";27
"CMF";32.052;0.0234;0.4928;0.0166;0.1277;0.5568;"Test";27
"NMF";26.63;0.0241;0.4927;0.0141;0.0421;0.5532;"Test";27
"NNLM";17.467;0.0224;0.4927;0.0095;0.1528;0.6488;"Test";27
"AIRWLS";21.118;0.0221;0.4926;0.0111;0.3452;0.7819;"Test";27
"Newton";11.272;0.0221;0.4926;0.0112;0.3572;0.8029;"Test";27
"C-SGD";10.178;0.0223;0.4927;0.0091;0.314;0.7555;"Test";27
"B-SGD";5.879;0.0238;0.4927;0.0096;0.197;0.6389;"Test";27
"AvaGrad";6.341;0.0295;0.0046;0.0162;-0.0172;0.2532;"Full";28
"Fisher";9.01;0.026;0.0041;0.0108;0.0635;0.5119;"Full";28
"NBWaVE";35.269;0.0243;0.0038;0.0101;0.5336;0.9707;"Full";28
"CMF";34.567;0.0269;0.0042;0.0119;0.0384;0.4616;"Full";28
"NMF";26.66;0.0273;0.0043;0.0116;0.035;0.4927;"Full";28
"NNLM";17.552;0.0249;0.0039;0.0087;0.0368;0.6144;"Full";28
"AIRWLS";20.995;0.024;0.0038;0.0082;0.4543;0.8789;"Full";28
"Newton";11.155;0.0241;0.0038;0.0085;0.3922;0.823;"Full";28
"C-SGD";10.173;0.0236;0.0037;0.0085;0.4152;0.8765;"Full";28
"B-SGD";5.865;0.0237;0.0037;0.0087;0.3152;0.7655;"Full";28
"AvaGrad";6.341;0.0296;0.1436;0.016;-0.0172;0.2532;"Train";28
"Fisher";9.01;0.0259;0.1432;0.0084;0.0635;0.5119;"Train";28
"NBWaVE";35.269;0.0239;0.1429;0.0099;0.5336;0.9707;"Train";28
"CMF";34.567;0.0268;0.1432;0.0091;0.0384;0.4616;"Train";28
"NMF";26.66;0.0273;0.1434;0.01;0.035;0.4927;"Train";28
"NNLM";17.552;0.0248;0.143;0.0081;0.0368;0.6144;"Train";28
"AIRWLS";20.995;0.0239;0.1429;0.0071;0.4543;0.8789;"Train";28
"Newton";11.155;0.024;0.1429;0.0071;0.3922;0.823;"Train";28
"C-SGD";10.173;0.0233;0.1428;0.008;0.4152;0.8765;"Train";28
"B-SGD";5.865;0.023;0.1428;0.0083;0.3152;0.7655;"Train";28
"AvaGrad";6.341;0.0294;0.4926;0.0169;-0.0172;0.2532;"Test";28
"Fisher";9.01;0.0262;0.4922;0.0177;0.0635;0.5119;"Test";28
"NBWaVE";35.269;0.0253;0.4922;0.0106;0.5336;0.9707;"Test";28
"CMF";34.567;0.0271;0.4925;0.0199;0.0384;0.4616;"Test";28
"NMF";26.66;0.0274;0.4924;0.0162;0.035;0.4927;"Test";28
"NNLM";17.552;0.025;0.4924;0.0104;0.0368;0.6144;"Test";28
"AIRWLS";20.995;0.0243;0.4922;0.0115;0.4543;0.8789;"Test";28
"Newton";11.155;0.0245;0.4923;0.0126;0.3922;0.823;"Test";28
"C-SGD";10.173;0.0245;0.4923;0.0098;0.4152;0.8765;"Test";28
"B-SGD";5.865;0.0258;0.4924;0.0098;0.3152;0.7655;"Test";28
"AvaGrad";6.565;0.0264;0.0049;0.0195;-0.024;0.2528;"Full";29
"Fisher";9.081;0.023;0.0043;0.0112;0.3401;0.7801;"Full";29
"NBWaVE";34.5;0.022;0.0041;0.0106;0.5186;0.9662;"Full";29
"CMF";31.85;0.024;0.0045;0.0135;-0.0212;0.5669;"Full";29
"NMF";26.58;0.0244;0.0046;0.0132;-0.085;0.5076;"Full";29
"NNLM";17.422;0.0223;0.0042;0.0099;0.0225;0.7008;"Full";29
"AIRWLS";21.049;0.0215;0.0041;0.0082;0.5657;0.9713;"Full";29
"Newton";11.236;0.0215;0.0041;0.0084;0.5852;0.9717;"Full";29
"C-SGD";10.09;0.0214;0.004;0.0091;0.4226;0.861;"Full";29
"B-SGD";5.792;0.0216;0.0041;0.0101;0.2243;0.6812;"Full";29
"AvaGrad";6.565;0.0264;0.1447;0.0191;-0.024;0.2528;"Train";29
"Fisher";9.081;0.0229;0.1442;0.0086;0.3401;0.7801;"Train";29
"NBWaVE";34.5;0.0217;0.144;0.0102;0.5186;0.9662;"Train";29
"CMF";31.85;0.0239;0.1443;0.0097;-0.0212;0.5669;"Train";29
"NMF";26.58;0.0244;0.1444;0.0113;-0.085;0.5076;"Train";29
"NNLM";17.422;0.0223;0.144;0.0088;0.0225;0.7008;"Train";29
"AIRWLS";21.049;0.0214;0.1439;0.007;0.5657;0.9713;"Train";29
"Newton";11.236;0.0214;0.1439;0.007;0.5852;0.9717;"Train";29
"C-SGD";10.09;0.0211;0.1438;0.0082;0.4226;0.861;"Train";29
"B-SGD";5.792;0.0209;0.1439;0.0094;0.2243;0.6812;"Train";29
"AvaGrad";6.565;0.0263;0.4915;0.0207;-0.024;0.2528;"Test";29
"Fisher";9.081;0.0233;0.4911;0.0182;0.3401;0.7801;"Test";29
"NBWaVE";34.5;0.0229;0.4911;0.0117;0.5186;0.9662;"Test";29
"CMF";31.85;0.0243;0.4914;0.0242;-0.0212;0.5669;"Test";29
"NMF";26.58;0.0246;0.4912;0.0186;-0.085;0.5076;"Test";29
"NNLM";17.422;0.0225;0.4912;0.013;0.0225;0.7008;"Test";29
"AIRWLS";21.049;0.0217;0.4911;0.0117;0.5657;0.9713;"Test";29
"Newton";11.236;0.0218;0.4911;0.0122;0.5852;0.9717;"Test";29
"C-SGD";10.09;0.0221;0.4911;0.0114;0.4226;0.861;"Test";29
"B-SGD";5.792;0.0237;0.4912;0.0121;0.2243;0.6812;"Test";29
"AvaGrad";9.724;0.0304;0.0044;0.0173;-0.0229;0.2494;"Full";30
"Fisher";10.617;0.0253;0.0037;0.011;0.3651;0.8413;"Full";30
"NBWaVE";19.68;0.0242;0.0035;0.0109;0.4504;0.9093;"Full";30
"CMF";34.823;0.0297;0.0043;Inf;-0.029;0.3553;"Full";30
"NMF";26.549;0.0275;0.004;0.0136;0.0098;0.4421;"Full";30
"NNLM";17.386;0.025;0.0037;0.0105;0.0358;0.7614;"Full";30
"AIRWLS";20.974;0.0237;0.0035;0.0092;0.4687;0.9531;"Full";30
"Newton";11.235;0.0237;0.0035;0.0093;0.4628;0.952;"Full";30
"C-SGD";10.077;0.0236;0.0035;0.0094;0.4506;0.9156;"Full";30
"B-SGD";5.813;0.024;0.0035;0.0098;0.3715;0.8082;"Full";30
"AvaGrad";9.724;0.0304;0.1432;0.017;-0.0229;0.2494;"Train";30
"Fisher";10.617;0.0251;0.1426;0.0093;0.3651;0.8413;"Train";30
"NBWaVE";19.68;0.0238;0.1425;0.0106;0.4504;0.9093;"Train";30
"CMF";34.823;0.0282;0.1428;Inf;-0.029;0.3553;"Train";30
"NMF";26.549;0.0274;0.1429;0.0124;0.0098;0.4421;"Train";30
"NNLM";17.386;0.0248;0.1425;0.0098;0.0358;0.7614;"Train";30
"AIRWLS";20.974;0.0235;0.1424;0.0078;0.4687;0.9531;"Train";30
"Newton";11.235;0.0235;0.1424;0.0078;0.4628;0.952;"Train";30
"C-SGD";10.077;0.0232;0.1424;0.0089;0.4506;0.9156;"Train";30
"B-SGD";5.813;0.0232;0.1424;0.0093;0.3715;0.8082;"Train";30
"AvaGrad";9.724;0.0304;0.493;0.0179;-0.0229;0.2494;"Test";30
"Fisher";10.617;0.0258;0.4925;0.0159;0.3651;0.8413;"Test";30
"NBWaVE";19.68;0.0256;0.4925;0.0118;0.4504;0.9093;"Test";30
"CMF";34.823;0.034;0.4935;Inf;-0.029;0.3553;"Test";30
"NMF";26.549;0.0278;0.4927;0.017;0.0098;0.4421;"Test";30
"NNLM";17.386;0.0254;0.4926;0.0126;0.0358;0.7614;"Test";30
"AIRWLS";20.974;0.0242;0.4925;0.0132;0.4687;0.9531;"Test";30
"Newton";11.235;0.0242;0.4925;0.0138;0.4628;0.952;"Test";30
"C-SGD";10.077;0.0247;0.4925;0.0107;0.4506;0.9156;"Test";30
"B-SGD";5.813;0.0263;0.4926;0.0112;0.3715;0.8082;"Test";30
"AvaGrad";4.985;0.0273;0.005;0.0217;-0.0454;0.2508;"Full";31
"Fisher";13.893;0.0233;0.0043;0.0123;0.4099;0.8625;"Full";31
"NBWaVE";23.607;0.0222;0.0041;0.0115;0.5866;0.9913;"Full";31
"CMF";31.978;0.0239;0.0044;Inf;0.1853;0.7017;"Full";31
"NMF";26.556;0.0245;0.0045;0.0139;0.1621;0.6513;"Full";31
"NNLM";17.439;0.0228;0.0042;0.0109;0.0709;0.7957;"Full";31
"AIRWLS";21.041;0.0215;0.004;0.009;0.5591;0.9974;"Full";31
"Newton";11.179;0.0216;0.004;0.0091;0.5888;0.9954;"Full";31
"C-SGD";10.089;0.0215;0.004;0.0097;0.5576;0.9646;"Full";31
"B-SGD";5.837;0.0217;0.004;0.0104;0.3482;0.83;"Full";31
"AvaGrad";4.985;0.0273;0.1435;0.0215;-0.0454;0.2508;"Train";31
"Fisher";13.893;0.0231;0.143;0.0099;0.4099;0.8625;"Train";31
"NBWaVE";23.607;0.0219;0.1427;0.011;0.5866;0.9913;"Train";31
"CMF";31.978;0.0237;0.1428;Inf;0.1853;0.7017;"Train";31
"NMF";26.556;0.0244;0.1432;0.0124;0.1621;0.6513;"Train";31
"NNLM";17.439;0.0227;0.1428;0.0099;0.0709;0.7957;"Train";31
"AIRWLS";21.041;0.0214;0.1425;0.0079;0.5591;0.9974;"Train";31
"Newton";11.179;0.0214;0.1426;0.0079;0.5888;0.9954;"Train";31
"C-SGD";10.089;0.0211;0.1425;0.0091;0.5576;0.9646;"Train";31
"B-SGD";5.837;0.0209;0.1425;0.0099;0.3482;0.83;"Train";31
"AvaGrad";4.985;0.0273;0.4936;0.0222;-0.0454;0.2508;"Test";31
"Fisher";13.893;0.0238;0.4931;0.0191;0.4099;0.8625;"Test";31
"NBWaVE";23.607;0.0232;0.4931;0.0128;0.5866;0.9913;"Test";31
"CMF";31.978;0.0246;0.4936;Inf;0.1853;0.7017;"Test";31
"NMF";26.556;0.0248;0.4932;0.0184;0.1621;0.6513;"Test";31
"NNLM";17.439;0.023;0.4933;0.0135;0.0709;0.7957;"Test";31
"AIRWLS";21.041;0.0219;0.4932;0.0121;0.5591;0.9974;"Test";31
"Newton";11.179;0.0219;0.4932;0.0122;0.5888;0.9954;"Test";31
"C-SGD";10.089;0.0225;0.4932;0.0112;0.5576;0.9646;"Test";31
"B-SGD";5.837;0.0239;0.4933;0.0117;0.3482;0.83;"Test";31
"AvaGrad";13.126;0.0281;0.0042;0.0248;-0.0585;0.2624;"Full";32
"Fisher";9.002;0.0243;0.0036;0.0136;0.2653;0.7436;"Full";32
"NBWaVE";23.443;0.023;0.0034;0.0125;0.5523;0.9799;"Full";32
"CMF";31.708;0.025;0.0038;0.0167;0.2163;0.6963;"Full";32
"NMF";26.589;0.0256;0.0038;0.0153;0.0835;0.6839;"Full";32
"NNLM";17.443;0.0237;0.0036;0.012;0.2496;0.7961;"Full";32
"AIRWLS";21.04;0.0225;0.0034;0.0094;0.5612;0.9854;"Full";32
"Newton";11.153;0.0224;0.0034;0.0094;0.5631;0.988;"Full";32
"C-SGD";10.084;0.0224;0.0034;0.0112;0.4138;0.8603;"Full";32
"B-SGD";5.845;0.0225;0.0034;0.0122;0.2274;0.7231;"Full";32
"AvaGrad";13.126;0.028;0.1423;0.0241;-0.0585;0.2624;"Train";32
"Fisher";9.002;0.024;0.142;0.0098;0.2653;0.7436;"Train";32
"NBWaVE";23.443;0.0225;0.1417;0.0117;0.5523;0.9799;"Train";32
"CMF";31.708;0.0247;0.142;0.0109;0.2163;0.6963;"Train";32
"NMF";26.589;0.0253;0.1421;0.0123;0.0835;0.6839;"Train";32
"NNLM";17.443;0.0235;0.1417;0.0099;0.2496;0.7961;"Train";32
"AIRWLS";21.04;0.0223;0.1416;0.0079;0.5612;0.9854;"Train";32
"Newton";11.153;0.0222;0.1416;0.008;0.5631;0.988;"Train";32
"C-SGD";10.084;0.0219;0.1416;0.0098;0.4138;0.8603;"Train";32
"B-SGD";5.845;0.0215;0.1416;0.011;0.2274;0.7231;"Train";32
"AvaGrad";13.126;0.0285;0.494;0.0268;-0.0585;0.2624;"Test";32
"Fisher";9.002;0.0251;0.4935;0.0249;0.2653;0.7436;"Test";32
"NBWaVE";23.443;0.0244;0.4935;0.0149;0.5523;0.9799;"Test";32
"CMF";31.708;0.0258;0.4938;0.0337;0.2163;0.6963;"Test";32
"NMF";26.589;0.0263;0.4936;0.0242;0.0835;0.6839;"Test";32
"NNLM";17.443;0.0242;0.4938;0.0179;0.2496;0.7961;"Test";32
"AIRWLS";21.04;0.023;0.4936;0.0138;0.5612;0.9854;"Test";32
"Newton";11.153;0.023;0.4936;0.0136;0.5631;0.988;"Test";32
"C-SGD";10.084;0.0239;0.4936;0.0151;0.4138;0.8603;"Test";32
"B-SGD";5.845;0.0253;0.4937;0.0158;0.2274;0.7231;"Test";32
"AvaGrad";4.896;0.0253;0.0047;0.018;-0.0373;0.2605;"Full";33
"Fisher";8.963;0.022;0.0041;0.0112;0.2178;0.6519;"Full";33
"NBWaVE";33.141;0.0209;0.0039;0.0107;0.3667;0.8221;"Full";33
"CMF";30.251;0.0221;0.0041;0.0105;0.1774;0.6338;"Full";33
"NMF";26.565;0.0228;0.0042;0.012;0.1392;0.5959;"Full";33
"NNLM";17.478;0.0212;0.004;0.0089;0.0522;0.6515;"Full";33
"AIRWLS";21.048;0.0207;0.0039;0.0086;0.3207;0.7419;"Full";33
"Newton";11.254;0.0207;0.0039;0.0087;0.3037;0.7288;"Full";33
"C-SGD";10.104;0.0204;0.0038;0.0087;0.3296;0.7322;"Full";33
"B-SGD";5.841;0.0206;0.0039;0.0089;0.2557;0.6797;"Full";33
"AvaGrad";4.896;0.0252;0.1433;0.0177;-0.0373;0.2605;"Train";33
"Fisher";8.963;0.0218;0.1429;0.0086;0.2178;0.6519;"Train";33
"NBWaVE";33.141;0.0205;0.1427;0.0105;0.3667;0.8221;"Train";33
"CMF";30.251;0.0219;0.1428;0.0086;0.1774;0.6338;"Train";33
"NMF";26.565;0.0226;0.143;0.0104;0.1392;0.5959;"Train";33
"NNLM";17.478;0.0211;0.1427;0.0081;0.0522;0.6515;"Train";33
"AIRWLS";21.048;0.0205;0.1426;0.007;0.3207;0.7419;"Train";33
"Newton";11.254;0.0205;0.1426;0.007;0.3037;0.7288;"Train";33
"C-SGD";10.104;0.0201;0.1426;0.008;0.3296;0.7322;"Train";33
"B-SGD";5.841;0.0199;0.1426;0.0085;0.2557;0.6797;"Train";33
"AvaGrad";4.896;0.0255;0.4933;0.0189;-0.0373;0.2605;"Test";33
"Fisher";8.963;0.0225;0.4929;0.0186;0.2178;0.6519;"Test";33
"NBWaVE";33.141;0.0223;0.4929;0.0115;0.3667;0.8221;"Test";33
"CMF";30.251;0.0225;0.493;0.016;0.1774;0.6338;"Test";33
"NMF";26.565;0.0232;0.4929;0.0167;0.1392;0.5959;"Test";33
"NNLM";17.478;0.0216;0.4929;0.011;0.0522;0.6515;"Test";33
"AIRWLS";21.048;0.0212;0.4929;0.013;0.3207;0.7419;"Test";33
"Newton";11.254;0.0213;0.4929;0.0137;0.3037;0.7288;"Test";33
"C-SGD";10.104;0.0214;0.4929;0.0105;0.3296;0.7322;"Test";33
"B-SGD";5.841;0.0226;0.4929;0.0103;0.2557;0.6797;"Test";33
"AvaGrad";8.281;0.031;0.0045;0.0152;-0.0367;0.2582;"Full";34
"Fisher";13.955;0.027;0.0039;0.0103;0.2294;0.6541;"Full";34
"NBWaVE";20.983;0.0257;0.0037;0.0099;0.5019;0.9604;"Full";34
"CMF";36.541;0.0279;0.004;0.0106;0.0249;0.3657;"Full";34
"NMF";26.648;0.0287;0.0041;0.0116;0.0188;0.3693;"Full";34
"NNLM";17.443;0.0263;0.0038;0.0089;0.0641;0.6396;"Full";34
"AIRWLS";21.017;0.0254;0.0037;0.0082;0.3914;0.8408;"Full";34
"Newton";11.285;0.0254;0.0037;0.0086;0.3797;0.8209;"Full";34
"C-SGD";10.101;0.025;0.0036;0.0084;0.4955;0.9191;"Full";34
"B-SGD";5.827;0.0256;0.0037;0.0091;0.1031;0.5243;"Full";34
"AvaGrad";8.281;0.0311;0.1434;0.015;-0.0367;0.2582;"Train";34
"Fisher";13.955;0.0269;0.143;0.0081;0.2294;0.6541;"Train";34
"NBWaVE";20.983;0.0253;0.1428;0.0096;0.5019;0.9604;"Train";34
"CMF";36.541;0.0278;0.1431;0.0091;0.0249;0.3657;"Train";34
"NMF";26.648;0.0286;0.1432;0.0101;0.0188;0.3693;"Train";34
"NNLM";17.443;0.0262;0.1428;0.0083;0.0641;0.6396;"Train";34
"AIRWLS";21.017;0.0252;0.1427;0.0069;0.3914;0.8408;"Train";34
"Newton";11.285;0.0252;0.1427;0.0069;0.3797;0.8209;"Train";34
"C-SGD";10.101;0.0245;0.1427;0.008;0.4955;0.9191;"Train";34
"B-SGD";5.827;0.0243;0.1427;0.0088;0.1031;0.5243;"Train";34
"AvaGrad";8.281;0.0309;0.4927;0.016;-0.0367;0.2582;"Test";34
"Fisher";13.955;0.0274;0.4923;0.0163;0.2294;0.6541;"Test";34
"NBWaVE";20.983;0.0269;0.4922;0.0105;0.5019;0.9604;"Test";34
"CMF";36.541;0.028;0.4924;0.0149;0.0249;0.3657;"Test";34
"NMF";26.648;0.0288;0.4924;0.0157;0.0188;0.3693;"Test";34
"NNLM";17.443;0.0265;0.4924;0.0105;0.0641;0.6396;"Test";34
"AIRWLS";21.017;0.0259;0.4923;0.0117;0.3914;0.8408;"Test";34
"Newton";11.285;0.0259;0.4923;0.0134;0.3797;0.8209;"Test";34
"C-SGD";10.101;0.0264;0.4923;0.0094;0.4955;0.9191;"Test";34
"B-SGD";5.827;0.0294;0.4924;0.01;0.1031;0.5243;"Test";34
"AvaGrad";8.673;0.0261;0.006;0.0142;-0.0455;0.2598;"Full";35
