"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"B-SGD";15.275;0.0297;0.0078;0.011;0.3481;0.8422;"Full";12
"AvaGrad";279.171;0.0348;0.1472;0.0177;-0.0177;0.2546;"Train";12
"Fisher";74.587;0.0315;0.1465;0.0113;0.2319;0.6962;"Train";12
"NBWaVE";54.74;0.0306;0.1463;0.0122;0.4726;0.9537;"Train";12
"CMF";94.55;0.0315;0.1465;0.0115;0.0285;0.4562;"Train";12
"NMF";NA;NA;NA;NA;NA;NA;"Train";12
"NNLM";67.369;0.0307;0.1463;0.0108;0.0316;0.7127;"Train";12
"AIRWLS";79.268;0.0301;0.1462;0.0098;0.3666;0.8814;"Train";12
"Newton";47.631;0.0301;0.1462;0.0098;0.3611;0.876;"Train";12
"C-SGD";26.052;0.0297;0.1461;0.0106;0.2867;0.841;"Train";12
"B-SGD";15.275;0.0294;0.146;0.0108;0.3481;0.8422;"Train";12
"AvaGrad";279.171;0.0347;0.4952;0.0182;-0.0177;0.2546;"Test";12
"Fisher";74.587;0.0317;0.4948;0.0155;0.2319;0.6962;"Test";12
"NBWaVE";54.74;0.0314;0.4948;0.0127;0.4726;0.9537;"Test";12
"CMF";94.55;0.0316;0.4949;Inf;0.0285;0.4562;"Test";12
"NMF";NA;NA;NA;NA;NA;NA;"Test";12
"NNLM";67.369;0.0308;0.4948;Inf;0.0316;0.7127;"Test";12
"AIRWLS";79.268;0.0303;0.4947;0.0134;0.3666;0.8814;"Test";12
"Newton";47.631;0.0303;0.4947;0.0138;0.3611;0.876;"Test";12
"C-SGD";26.052;0.0303;0.4947;0.0118;0.2867;0.841;"Test";12
"B-SGD";15.275;0.0306;0.4948;0.0117;0.3481;0.8422;"Test";12
"AvaGrad";115.894;0.0387;0.0086;0.0211;-0.0512;0.2656;"Full";13
"Fisher";53.187;0.0346;0.0077;0.0135;0.2943;0.7916;"Full";13
"NBWaVE";55.754;0.0338;0.0075;0.0133;0.348;0.8758;"Full";13
"CMF";97.455;0.0346;0.0077;0.0133;0.2016;0.6723;"Full";13
"NMF";113.915;0.0356;0.0079;0.0146;0.1204;0.6536;"Full";13
"NNLM";67.502;0.0336;0.0075;0.012;0.1;0.6893;"Full";13
"AIRWLS";79.947;0.0329;0.0074;0.0112;0.4427;0.931;"Full";13
"Newton";47.403;0.0329;0.0074;0.0113;0.4238;0.9269;"Full";13
"C-SGD";26.081;0.0327;0.0073;0.0119;0.3593;0.9013;"Full";13
"B-SGD";15.364;0.0326;0.0073;0.0121;0.2455;0.8266;"Full";13
"AvaGrad";115.894;0.0386;0.1464;0.0209;-0.0512;0.2656;"Train";13
"Fisher";53.187;0.0344;0.1457;0.012;0.2943;0.7916;"Train";13
"NBWaVE";55.754;0.0335;0.1455;0.0131;0.348;0.8758;"Train";13
"CMF";97.455;0.0345;0.1457;0.0122;0.2016;0.6723;"Train";13
"NMF";113.915;0.0354;0.1459;0.0137;0.1204;0.6536;"Train";13
"NNLM";67.502;0.0335;0.1455;0.0115;0.1;0.6893;"Train";13
"AIRWLS";79.947;0.0327;0.1454;0.0103;0.4427;0.931;"Train";13
"Newton";47.403;0.0327;0.1454;0.0104;0.4238;0.9269;"Train";13
"C-SGD";26.081;0.0324;0.1453;0.0115;0.3593;0.9013;"Train";13
"B-SGD";15.364;0.0321;0.1453;0.0117;0.2455;0.8266;"Train";13
"AvaGrad";115.894;0.039;0.4957;0.0218;-0.0512;0.2656;"Test";13
"Fisher";53.187;0.0351;0.4952;0.0178;0.2943;0.7916;"Test";13
"NBWaVE";55.754;0.0348;0.4952;0.0139;0.348;0.8758;"Test";13
"CMF";97.455;0.0349;0.4953;0.0165;0.2016;0.6723;"Test";13
"NMF";113.915;0.036;0.4953;0.0171;0.1204;0.6536;"Test";13
"NNLM";67.502;0.0339;0.4952;0.0134;0.1;0.6893;"Test";13
"AIRWLS";79.947;0.0333;0.4951;0.0138;0.4427;0.931;"Test";13
"Newton";47.403;0.0333;0.4951;0.0141;0.4238;0.9269;"Test";13
"C-SGD";26.081;0.0335;0.4951;0.0129;0.3593;0.9013;"Test";13
"B-SGD";15.364;0.034;0.4951;0.013;0.2455;0.8266;"Test";13
"AvaGrad";77.35;0.034;0.0084;0.0173;-0.0179;0.2517;"Full";14
"Fisher";73.713;0.0305;0.0075;0.0125;0.2021;0.7232;"Full";14
"NBWaVE";57.157;0.0297;0.0073;0.0125;0.3461;0.8986;"Full";14
"CMF";102.021;0.031;0.0077;0.013;0.0258;0.4104;"Full";14
"NMF";114.396;0.0317;0.0078;0.0135;0.0129;0.4404;"Full";14
"NNLM";67.099;0.0296;0.0073;0.0114;0.0228;0.7212;"Full";14
"AIRWLS";84.552;0.029;0.0072;0.0111;0.3756;0.8781;"Full";14
"Newton";46.609;0.029;0.0072;0.0113;0.3175;0.8751;"Full";14
"C-SGD";26.207;0.0287;0.0071;0.0111;0.3938;0.8884;"Full";14
"B-SGD";15.367;0.0286;0.0071;0.0111;0.3882;0.8858;"Full";14
"AvaGrad";77.35;0.034;0.1467;0.0171;-0.0179;0.2517;"Train";14
"Fisher";73.713;0.0304;0.146;0.0115;0.2021;0.7232;"Train";14
"NBWaVE";57.157;0.0295;0.1458;0.0124;0.3461;0.8986;"Train";14
"CMF";102.021;0.031;0.1461;0.0118;0.0258;0.4104;"Train";14
"NMF";114.396;0.0316;0.1462;0.0128;0.0129;0.4404;"Train";14
"NNLM";67.099;0.0296;0.1458;0.011;0.0228;0.7212;"Train";14
"AIRWLS";84.552;0.029;0.1457;0.0101;0.3756;0.8781;"Train";14
"Newton";46.609;0.029;0.1457;0.0101;0.3175;0.8751;"Train";14
"C-SGD";26.207;0.0286;0.1456;0.0108;0.3938;0.8884;"Train";14
"B-SGD";15.367;0.0283;0.1455;0.0109;0.3882;0.8858;"Train";14
"AvaGrad";77.35;0.0339;0.4948;0.0176;-0.0179;0.2517;"Test";14
"Fisher";73.713;0.0306;0.4944;0.0155;0.2021;0.7232;"Test";14
"NBWaVE";57.157;0.0304;0.4944;0.0128;0.3461;0.8986;"Test";14
"CMF";102.021;0.0311;0.4945;0.0163;0.0258;0.4104;"Test";14
"NMF";114.396;0.0317;0.4945;0.0154;0.0129;0.4404;"Test";14
"NNLM";67.099;0.0297;0.4943;0.0123;0.0228;0.7212;"Test";14
"AIRWLS";84.552;0.0292;0.4943;0.0139;0.3756;0.8781;"Test";14
"Newton";46.609;0.0292;0.4943;0.0148;0.3175;0.8751;"Test";14
"C-SGD";26.207;0.0291;0.4943;0.0118;0.3938;0.8884;"Test";14
"B-SGD";15.367;0.0294;0.4943;0.0117;0.3882;0.8858;"Test";14
"AvaGrad";278.285;0.0386;0.0076;0.0222;-0.0198;0.2579;"Full";15
"Fisher";56.623;0.0349;0.0069;0.0153;0.1601;0.6704;"Full";15
"NBWaVE";109.108;0.0339;0.0067;0.0148;0.5034;0.9889;"Full";15
"CMF";102.758;0.0351;0.007;0.0162;0.033;0.4162;"Full";15
"NMF";113.914;0.0358;0.0071;0.0165;0.0231;0.4029;"Full";15
"NNLM";67.482;0.0338;0.0067;0.0136;0.0107;0.6725;"Full";15
"AIRWLS";78.965;0.0331;0.0066;0.0131;0.3679;0.8993;"Full";15
"Newton";47.265;0.0331;0.0066;0.0134;0.3734;0.8997;"Full";15
"C-SGD";26.122;0.0329;0.0065;0.0133;0.3405;0.8394;"Full";15
"B-SGD";15.484;0.0328;0.0065;0.0136;0.2434;0.7394;"Full";15
"AvaGrad";278.285;0.0386;0.1458;0.0221;-0.0198;0.2579;"Train";15
"Fisher";56.623;0.0348;0.1453;0.0136;0.1601;0.6704;"Train";15
"NBWaVE";109.108;0.0337;0.145;0.0146;0.5034;0.9889;"Train";15
"CMF";102.758;0.0351;0.1453;0.0143;0.033;0.4162;"Train";15
"NMF";113.914;0.0358;0.1454;0.0155;0.0231;0.4029;"Train";15
"NNLM";67.482;0.0337;0.145;0.0132;0.0107;0.6725;"Train";15
"AIRWLS";78.965;0.0331;0.1449;0.0119;0.3679;0.8993;"Train";15
"Newton";47.265;0.033;0.1449;0.0119;0.3734;0.8997;"Train";15
"C-SGD";26.122;0.0327;0.1449;0.013;0.3405;0.8394;"Train";15
"B-SGD";15.484;0.0324;0.1448;0.0133;0.2434;0.7394;"Train";15
"AvaGrad";278.285;0.0386;0.4948;0.0224;-0.0198;0.2579;"Test";15
"Fisher";56.623;0.0351;0.4944;0.0198;0.1601;0.6704;"Test";15
"NBWaVE";109.108;0.0345;0.4943;0.0151;0.5034;0.9889;"Test";15
"CMF";102.758;0.0353;0.4945;0.0215;0.033;0.4162;"Test";15
"NMF";113.914;0.036;0.4945;0.0193;0.0231;0.4029;"Test";15
"NNLM";67.482;0.034;0.4944;0.015;0.0107;0.6725;"Test";15
"AIRWLS";78.965;0.0334;0.4943;0.0165;0.3679;0.8993;"Test";15
"Newton";47.265;0.0334;0.4943;0.0175;0.3734;0.8997;"Test";15
"C-SGD";26.122;0.0334;0.4943;0.0142;0.3405;0.8394;"Test";15
"B-SGD";15.484;0.0339;0.4943;0.0143;0.2434;0.7394;"Test";15
"AvaGrad";23.404;0.0392;0.0076;0.0209;-0.0218;0.258;"Full";16
"Fisher";45.649;0.0348;0.0068;0.0139;0.3534;0.8394;"Full";16
"NBWaVE";58.84;0.0339;0.0066;0.0137;0.519;0.9946;"Full";16
"CMF";103.525;0.0359;0.007;0.015;0.2065;0.689;"Full";16
"NMF";NA;NA;NA;NA;NA;NA;"Full";16
"NNLM";67.22;0.0342;0.0067;0.013;0.073;0.8473;"Full";16
"AIRWLS";70.777;0.033;0.0064;0.0119;0.4861;0.9817;"Full";16
"Newton";39.836;0.033;0.0064;0.012;0.4834;0.9834;"Full";16
"C-SGD";26.159;0.0328;0.0064;0.0124;0.3711;0.9108;"Full";16
"B-SGD";15.411;0.0325;0.0064;0.0124;0.3445;0.9172;"Full";16
"AvaGrad";23.404;0.0392;0.1457;0.0208;-0.0218;0.258;"Train";16
"Fisher";45.649;0.0346;0.1451;0.0127;0.3534;0.8394;"Train";16
"NBWaVE";58.84;0.0336;0.1449;0.0135;0.519;0.9946;"Train";16
"CMF";103.525;0.0358;0.1452;0.0138;0.2065;0.689;"Train";16
"NMF";NA;NA;NA;NA;NA;NA;"Train";16
"NNLM";67.22;0.034;0.1449;0.0126;0.073;0.8473;"Train";16
"AIRWLS";70.777;0.0329;0.1447;0.0111;0.4861;0.9817;"Train";16
"Newton";39.836;0.0329;0.1447;0.0111;0.4834;0.9834;"Train";16
"C-SGD";26.159;0.0326;0.1447;0.012;0.3711;0.9108;"Train";16
"B-SGD";15.411;0.0321;0.1446;0.0121;0.3445;0.9172;"Train";16
"AvaGrad";23.404;0.0394;0.4949;0.0214;-0.0218;0.258;"Test";16
"Fisher";45.649;0.0352;0.4944;0.0173;0.3534;0.8394;"Test";16
"NBWaVE";58.84;0.0348;0.4944;0.0142;0.519;0.9946;"Test";16
"CMF";103.525;0.0363;0.4947;0.0186;0.2065;0.689;"Test";16
"NMF";NA;NA;NA;NA;NA;NA;"Test";16
"NNLM";67.22;0.0346;0.4945;0.0144;0.073;0.8473;"Test";16
"AIRWLS";70.777;0.0335;0.4944;0.0142;0.4861;0.9817;"Test";16
"Newton";39.836;0.0335;0.4943;0.0145;0.4834;0.9834;"Test";16
"C-SGD";26.159;0.0336;0.4944;0.0134;0.3711;0.9108;"Test";16
"B-SGD";15.411;0.0338;0.4944;0.0133;0.3445;0.9172;"Test";16
"AvaGrad";20.929;0.0368;0.0068;0.0226;-0.0203;0.2573;"Full";17
"Fisher";41.947;0.0328;0.006;0.0158;0.3713;0.8553;"Full";17
"NBWaVE";58.326;0.032;0.0059;0.0157;0.4488;0.9621;"Full";17
"CMF";101.38;0.0333;0.0062;0.017;0.0274;0.4372;"Full";17
"NMF";113.684;0.034;0.0063;0.0173;0.0118;0.4389;"Full";17
"NNLM";67.45;0.0319;0.0059;0.0146;0.0043;0.694;"Full";17
"AIRWLS";68.551;0.0312;0.0058;0.0138;0.4656;0.949;"Full";17
"Newton";46.215;0.0312;0.0058;0.014;0.4548;0.9495;"Full";17
"C-SGD";25.987;0.031;0.0057;0.0141;0.358;0.9155;"Full";17
"B-SGD";15.596;0.0308;0.0057;0.0143;0.3766;0.847;"Full";17
"AvaGrad";20.929;0.0367;0.145;0.0225;-0.0203;0.2573;"Train";17
"Fisher";41.947;0.0326;0.1444;0.0147;0.3713;0.8553;"Train";17
"NBWaVE";58.326;0.0318;0.1442;0.0155;0.4488;0.9621;"Train";17
"CMF";101.38;0.0332;0.1445;0.0154;0.0274;0.4372;"Train";17
"NMF";113.684;0.0339;0.1446;0.0166;0.0118;0.4389;"Train";17
"NNLM";67.45;0.0318;0.1442;0.0142;0.0043;0.694;"Train";17
"AIRWLS";68.551;0.0311;0.1441;0.013;0.4656;0.949;"Train";17
"Newton";46.215;0.0311;0.1441;0.013;0.4548;0.9495;"Train";17
"C-SGD";25.987;0.0307;0.1441;0.0138;0.358;0.9155;"Train";17
"B-SGD";15.596;0.0303;0.144;0.014;0.3766;0.847;"Train";17
"AvaGrad";20.929;0.0369;0.4946;0.0231;-0.0203;0.2573;"Test";17
"Fisher";41.947;0.0331;0.4942;0.0189;0.3713;0.8553;"Test";17
"NBWaVE";58.326;0.0328;0.4941;0.0162;0.4488;0.9621;"Test";17
"CMF";101.38;0.0336;0.4943;0.0215;0.0274;0.4372;"Test";17
"NMF";113.684;0.0342;0.4943;0.0193;0.0118;0.4389;"Test";17
"NNLM";67.45;0.0322;0.4942;0.0156;0.0043;0.694;"Test";17
"AIRWLS";68.551;0.0315;0.4941;0.0161;0.4656;0.949;"Test";17
"Newton";46.215;0.0315;0.4941;0.0167;0.4548;0.9495;"Test";17
"C-SGD";25.987;0.0316;0.4941;0.0149;0.358;0.9155;"Test";17
"B-SGD";15.596;0.0322;0.4942;0.015;0.3766;0.847;"Test";17
"AvaGrad";21.297;0.0369;0.0077;0.0273;-0.0602;0.2708;"Full";18
"Fisher";48.941;0.0327;0.0068;0.0157;0.326;0.8561;"Full";18
"NBWaVE";73.17;0.032;0.0066;0.0146;0.4898;0.9796;"Full";18
"CMF";100.312;0.0328;0.0069;Inf;0.1764;0.6826;"Full";18
"NMF";105.051;0.0341;0.0071;0.0176;0.1379;0.7096;"Full";18
"NNLM";67.354;0.032;0.0067;0.0141;-0.0158;0.7619;"Full";18
"AIRWLS";83.327;0.0311;0.0065;0.0122;0.5031;0.9854;"Full";18
"Newton";46.341;0.0311;0.0065;0.0121;0.5182;0.9859;"Full";18
"C-SGD";26.143;0.031;0.0065;0.0129;0.3835;0.9293;"Full";18
"B-SGD";15.484;0.0307;0.0064;0.0132;0.4488;0.9407;"Full";18
"AvaGrad";21.297;0.0369;0.1456;0.027;-0.0602;0.2708;"Train";18
"Fisher";48.941;0.0325;0.1449;0.0131;0.326;0.8561;"Train";18
"NBWaVE";73.17;0.0317;0.1448;0.0142;0.4898;0.9796;"Train";18
"CMF";100.312;0.0326;0.1449;0.0137;0.1764;0.6826;"Train";18
"NMF";105.051;0.034;0.1452;0.0157;0.1379;0.7096;"Train";18
"NNLM";67.354;0.0319;0.1448;0.0132;-0.0158;0.7619;"Train";18
"AIRWLS";83.327;0.031;0.1446;0.0114;0.5031;0.9854;"Train";18
"Newton";46.341;0.031;0.1446;0.0114;0.5182;0.9859;"Train";18
"C-SGD";26.143;0.0308;0.1446;0.0125;0.3835;0.9293;"Train";18
"B-SGD";15.484;0.0304;0.1445;0.0127;0.4488;0.9407;"Train";18
"AvaGrad";21.297;0.037;0.4952;0.0283;-0.0602;0.2708;"Test";18
"Fisher";48.941;0.0331;0.4947;0.023;0.326;0.8561;"Test";18
"NBWaVE";73.17;0.0327;0.4947;0.0158;0.4898;0.9796;"Test";18
"CMF";100.312;0.0334;0.4949;Inf;0.1764;0.6826;"Test";18
"NMF";105.051;0.0344;0.4948;0.0231;0.1379;0.7096;"Test";18
"NNLM";67.354;0.0323;0.4948;0.0167;-0.0158;0.7619;"Test";18
"AIRWLS";83.327;0.0314;0.4947;0.0144;0.5031;0.9854;"Test";18
"Newton";46.341;0.0314;0.4947;0.0143;0.5182;0.9859;"Test";18
"C-SGD";26.143;0.0316;0.4947;0.0142;0.3835;0.9293;"Test";18
"B-SGD";15.484;0.0318;0.4947;0.0146;0.4488;0.9407;"Test";18
"AvaGrad";21.904;0.0357;0.0081;0.0188;-0.0241;0.2571;"Full";19
"Fisher";48.815;0.0323;0.0073;0.0133;0.3674;0.8594;"Full";19
"NBWaVE";58.46;0.0317;0.0072;0.0136;0.3951;0.9195;"Full";19
"CMF";107.41;0.0326;0.0074;0.0142;0.0156;0.4191;"Full";19
"NMF";NA;NA;NA;NA;NA;NA;"Full";19
"NNLM";67.307;0.0319;0.0072;0.0126;-0.0244;0.5365;"Full";19
"AIRWLS";84.464;0.0309;0.007;0.0115;0.5267;0.9811;"Full";19
"Newton";47.422;0.0309;0.007;0.0117;0.5051;0.9823;"Full";19
"C-SGD";25.936;0.0307;0.007;0.012;0.408;0.9055;"Full";19
"B-SGD";15.391;0.0305;0.007;0.0122;0.3178;0.828;"Full";19
"AvaGrad";21.904;0.0357;0.1463;0.0187;-0.0241;0.2571;"Train";19
"Fisher";48.815;0.0322;0.1457;0.0122;0.3674;0.8594;"Train";19
"NBWaVE";58.46;0.0314;0.1455;0.0135;0.3951;0.9195;"Train";19
"CMF";107.41;0.0325;0.1457;0.0125;0.0156;0.4191;"Train";19
"NMF";NA;NA;NA;NA;NA;NA;"Train";19
"NNLM";67.307;0.0318;0.1455;0.012;-0.0244;0.5365;"Train";19
"AIRWLS";84.464;0.0308;0.1454;0.0108;0.5267;0.9811;"Train";19
"Newton";47.422;0.0308;0.1454;0.0108;0.5051;0.9823;"Train";19
"C-SGD";25.936;0.0305;0.1453;0.0117;0.408;0.9055;"Train";19
"B-SGD";15.391;0.0301;0.1452;0.0119;0.3178;0.828;"Train";19
"AvaGrad";21.904;0.0358;0.4949;0.0192;-0.0241;0.2571;"Test";19
"Fisher";48.815;0.0326;0.4945;0.0162;0.3674;0.8594;"Test";19
"NBWaVE";58.46;0.0326;0.4945;0.014;0.3951;0.9195;"Test";19
"CMF";107.41;0.0327;0.4947;0.0192;0.0156;0.4191;"Test";19
"NMF";NA;NA;NA;NA;NA;NA;"Test";19
"NNLM";67.307;0.0321;0.4946;0.0144;-0.0244;0.5365;"Test";19
"AIRWLS";84.464;0.0312;0.4945;0.0134;0.5267;0.9811;"Test";19
"Newton";47.422;0.0312;0.4945;0.0144;0.5051;0.9823;"Test";19
"C-SGD";25.936;0.0313;0.4945;0.013;0.408;0.9055;"Test";19
"B-SGD";15.391;0.0316;0.4945;0.0129;0.3178;0.828;"Test";19
"AvaGrad";278.075;0.0371;0.0076;0.0208;-0.0142;0.255;"Full";20
"Fisher";45.345;0.0332;0.0068;0.0138;0.2044;0.6883;"Full";20
"NBWaVE";55.464;0.0323;0.0066;0.0138;0.3663;0.8939;"Full";20
"CMF";102.851;0.034;0.007;Inf;0.07;0.5333;"Full";20
"NMF";113.803;0.0341;0.007;0.0147;0.0016;0.5059;"Full";20
"NNLM";67.698;0.0324;0.0067;0.0126;-0.0368;0.5855;"Full";20
"AIRWLS";81.728;0.0317;0.0066;0.0119;0.3152;0.8602;"Full";20
"Newton";46.525;0.0316;0.0066;0.0124;0.352;0.8805;"Full";20
"C-SGD";26.175;0.0312;0.0065;0.0121;0.4356;0.9385;"Full";20
"B-SGD";15.532;0.0309;0.0064;0.0122;0.4489;0.9473;"Full";20
"AvaGrad";278.075;0.0372;0.1459;0.0207;-0.0142;0.255;"Train";20
"Fisher";45.345;0.0332;0.1453;0.0125;0.2044;0.6883;"Train";20
"NBWaVE";55.464;0.032;0.145;0.0136;0.3663;0.8939;"Train";20
"CMF";102.851;0.0339;0.1453;0.0132;0.07;0.5333;"Train";20
"NMF";113.803;0.0341;0.1454;0.0139;0.0016;0.5059;"Train";20
"NNLM";67.698;0.0324;0.1451;0.0122;-0.0368;0.5855;"Train";20
"AIRWLS";81.728;0.0316;0.145;0.011;0.3152;0.8602;"Train";20
"Newton";46.525;0.0316;0.145;0.011;0.352;0.8805;"Train";20
"C-SGD";26.175;0.0311;0.1449;0.0119;0.4356;0.9385;"Train";20
"B-SGD";15.532;0.0306;0.1448;0.012;0.4489;0.9473;"Train";20
"AvaGrad";278.075;0.037;0.4947;0.0212;-0.0142;0.255;"Test";20
"Fisher";45.345;0.0333;0.4942;0.0177;0.2044;0.6883;"Test";20
"NBWaVE";55.464;0.0329;0.4942;0.0141;0.3663;0.8939;"Test";20
"CMF";102.851;0.0342;0.4945;Inf;0.07;0.5333;"Test";20
"NMF";113.803;0.0341;0.4943;0.0168;0.0016;0.5059;"Test";20
"NNLM";67.698;0.0324;0.4942;0.0136;-0.0368;0.5855;"Test";20
"AIRWLS";81.728;0.0317;0.4942;0.0146;0.3152;0.8602;"Test";20
"Newton";46.525;0.0317;0.4942;0.0164;0.352;0.8805;"Test";20
"C-SGD";26.175;0.0317;0.4942;0.0129;0.4356;0.9385;"Test";20
"B-SGD";15.532;0.0318;0.4942;0.0128;0.4489;0.9473;"Test";20
"AvaGrad";21.337;0.0359;0.0089;0.0175;-0.0153;0.258;"Full";21
"Fisher";95.097;0.0328;0.0082;0.0127;0.2599;0.7344;"Full";21
"NBWaVE";57.321;0.0321;0.008;0.0126;0.407;0.9321;"Full";21
"CMF";98.307;0.0329;0.0082;0.0134;0.0127;0.4754;"Full";21
"NMF";114.14;0.0337;0.0084;0.0137;5e-04;0.455;"Full";21
"NNLM";67.612;0.0322;0.008;0.0115;0.002;0.5981;"Full";21
"AIRWLS";70.398;0.0314;0.0079;0.0109;0.5179;0.969;"Full";21
"Newton";32.79;0.0314;0.0079;0.011;0.487;0.9648;"Full";21
"C-SGD";26.495;0.0312;0.0078;0.0111;0.4262;0.9071;"Full";21
"B-SGD";15.688;0.031;0.0078;0.0112;0.3596;0.8514;"Full";21
"AvaGrad";21.337;0.0359;0.1472;0.0174;-0.0153;0.258;"Train";21
"Fisher";95.097;0.0328;0.1466;0.0116;0.2599;0.7344;"Train";21
"NBWaVE";57.321;0.0319;0.1464;0.0124;0.407;0.9321;"Train";21
"CMF";98.307;0.0328;0.1466;0.0116;0.0127;0.4754;"Train";21
"NMF";114.14;0.0336;0.1468;0.013;5e-04;0.455;"Train";21
"NNLM";67.612;0.0321;0.1465;0.0111;0.002;0.5981;"Train";21
"AIRWLS";70.398;0.0313;0.1463;0.0102;0.5179;0.969;"Train";21
"Newton";32.79;0.0313;0.1463;0.0102;0.487;0.9648;"Train";21
"C-SGD";26.495;0.031;0.1463;0.0109;0.4262;0.9071;"Train";21
"B-SGD";15.688;0.0307;0.1462;0.0109;0.3596;0.8514;"Train";21
"AvaGrad";21.337;0.0359;0.495;0.0179;-0.0153;0.258;"Test";21
"Fisher";95.097;0.0331;0.4945;0.0157;0.2599;0.7344;"Test";21
"NBWaVE";57.321;0.0329;0.4945;0.0129;0.407;0.9321;"Test";21
"CMF";98.307;0.0331;0.4947;0.0186;0.0127;0.4754;"Test";21
"NMF";114.14;0.0339;0.4946;0.0158;5e-04;0.455;"Test";21
"NNLM";67.612;0.0324;0.4945;0.0125;0.002;0.5981;"Test";21
"AIRWLS";70.398;0.0317;0.4944;0.0127;0.5179;0.969;"Test";21
"Newton";32.79;0.0317;0.4944;0.0132;0.487;0.9648;"Test";21
"C-SGD";26.495;0.0318;0.4944;0.0119;0.4262;0.9071;"Test";21
"B-SGD";15.688;0.0319;0.4945;0.0119;0.3596;0.8514;"Test";21
"AvaGrad";279.593;0.0348;0.0092;0.0194;-0.038;0.2574;"Full";22
"Fisher";104.854;0.0316;0.0084;0.0128;0.2591;0.7376;"Full";22
"NBWaVE";57.802;0.0308;0.0082;0.0125;0.4614;0.9891;"Full";22
"CMF";100.875;0.0312;0.0083;Inf;0.0783;0.5998;"Full";22
"NMF";NA;NA;NA;NA;NA;NA;"Full";22
"NNLM";67.512;0.0307;0.0082;0.0114;0.0054;0.6449;"Full";22
"AIRWLS";85.214;0.0302;0.008;0.0108;0.4141;0.8854;"Full";22
"Newton";47.497;0.0302;0.0081;0.0109;0.3762;0.8445;"Full";22
"C-SGD";26.143;0.0299;0.008;0.0113;0.3751;0.8601;"Full";22
"B-SGD";15.671;0.0297;0.0079;0.0113;0.3553;0.835;"Full";22
"AvaGrad";279.593;0.0348;0.1472;0.0192;-0.038;0.2574;"Train";22
"Fisher";104.854;0.0315;0.1465;0.0116;0.2591;0.7376;"Train";22
"NBWaVE";57.802;0.0306;0.1463;0.0123;0.4614;0.9891;"Train";22
"CMF";100.875;0.0311;0.1464;Inf;0.0783;0.5998;"Train";22
"NMF";NA;NA;NA;NA;NA;NA;"Train";22
"NNLM";67.512;0.0307;0.1463;0.011;0.0054;0.6449;"Train";22
"AIRWLS";85.214;0.0301;0.1462;0.0101;0.4141;0.8854;"Train";22
"Newton";47.497;0.0302;0.1462;0.0101;0.3762;0.8445;"Train";22
"C-SGD";26.143;0.0298;0.1461;0.011;0.3751;0.8601;"Train";22
"B-SGD";15.671;0.0294;0.146;0.0111;0.3553;0.835;"Train";22
"AvaGrad";279.593;0.0348;0.4957;0.0197;-0.038;0.2574;"Test";22
"Fisher";104.854;0.0318;0.4951;0.0161;0.2591;0.7376;"Test";22
"NBWaVE";57.802;0.0314;0.4951;0.013;0.4614;0.9891;"Test";22
"CMF";100.875;0.0312;0.4952;0.0141;0.0783;0.5998;"Test";22
"NMF";NA;NA;NA;NA;NA;NA;"Test";22
"NNLM";67.512;0.0308;0.4952;0.0126;0.0054;0.6449;"Test";22
"AIRWLS";85.214;0.0304;0.4951;0.0128;0.4141;0.8854;"Test";22
"Newton";47.497;0.0305;0.4951;0.0132;0.3762;0.8445;"Test";22
"C-SGD";26.143;0.0304;0.4951;0.012;0.3751;0.8601;"Test";22
"B-SGD";15.671;0.0306;0.4951;0.012;0.3553;0.835;"Test";22
"AvaGrad";282.03;0.04;0.0075;0.0231;-0.0292;0.2615;"Full";23
"Fisher";62.218;0.0354;0.0067;0.0151;0.3374;0.822;"Full";23
"NBWaVE";58.654;0.0346;0.0065;0.0147;0.3871;0.9186;"Full";23
"CMF";106.085;0.0355;0.0067;0.0149;0.1983;0.652;"Full";23
"NMF";NA;NA;NA;NA;NA;NA;"Full";23
"NNLM";66.975;0.0343;0.0065;0.0135;0.0378;0.6556;"Full";23
"AIRWLS";80.836;0.0336;0.0064;0.0125;0.5116;0.9826;"Full";23
"Newton";45.892;0.0336;0.0064;0.0126;0.4628;0.9589;"Full";23
"C-SGD";25.885;0.0333;0.0063;0.0129;0.4242;0.9414;"Full";23
"B-SGD";15.393;0.0332;0.0063;0.0132;0.2986;0.806;"Full";23
"AvaGrad";282.03;0.04;0.1458;0.0229;-0.0292;0.2615;"Train";23
"Fisher";62.218;0.0353;0.1451;0.0135;0.3374;0.822;"Train";23
"NBWaVE";58.654;0.0344;0.1449;0.0145;0.3871;0.9186;"Train";23
"CMF";106.085;0.0354;0.1451;0.0139;0.1983;0.652;"Train";23
"NMF";NA;NA;NA;NA;NA;NA;"Train";23
"NNLM";66.975;0.0342;0.1449;0.0131;0.0378;0.6556;"Train";23
"AIRWLS";80.836;0.0335;0.1448;0.0117;0.5116;0.9826;"Train";23
"Newton";45.892;0.0335;0.1448;0.0117;0.4628;0.9589;"Train";23
"C-SGD";25.885;0.0331;0.1447;0.0126;0.4242;0.9414;"Train";23
"B-SGD";15.393;0.0328;0.1447;0.0129;0.2986;0.806;"Train";23
"AvaGrad";282.03;0.04;0.4947;0.0237;-0.0292;0.2615;"Test";23
"Fisher";62.218;0.0357;0.4942;0.0194;0.3374;0.822;"Test";23
