"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"B-SGD";1.963;0.0145;0.0018;0.0053;0.1205;0.4964;"Full";12
"AvaGrad";1.68;0.0211;0.1422;0.0123;-0.0254;0.2493;"Train";12
"Fisher";2.091;0.0164;0.1419;0.004;0.1037;0.4858;"Train";12
"NBWaVE";9.884;0.0138;0.1415;0.0066;0.1925;0.5785;"Train";12
"CMF";9.816;0.0174;0.1428;0.0045;0.0053;0.443;"Train";12
"NMF";4.86;0.0177;0.142;0.0054;0.0121;0.4374;"Train";12
"NNLM";3.624;0.0154;0.1415;0.0043;0.1076;0.5015;"Train";12
"AIRWLS";3.605;0.0148;0.1415;0.0031;0.2233;0.586;"Train";12
"Newton";1.827;0.0148;0.1415;0.0031;0.2244;0.5827;"Train";12
"C-SGD";3.372;0.014;0.1415;0.004;0.1781;0.5666;"Train";12
"B-SGD";1.963;0.0133;0.1415;0.0045;0.1205;0.4964;"Train";12
"AvaGrad";1.68;0.021;0.4912;0.0157;-0.0254;0.2493;"Test";12
"Fisher";2.091;0.0175;0.4906;0.0182;0.1037;0.4858;"Test";12
"NBWaVE";9.884;0.0172;0.4907;0.0084;0.1925;0.5785;"Test";12
"CMF";9.816;0.0215;0.4894;0.0367;0.0053;0.443;"Test";12
"NMF";4.86;0.0185;0.4907;0.0159;0.0121;0.4374;"Test";12
"NNLM";3.624;0.0161;0.4911;0.0101;0.1076;0.5015;"Test";12
"AIRWLS";3.605;0.0157;0.4909;0.0093;0.2233;0.586;"Test";12
"Newton";1.827;0.0157;0.4908;0.0101;0.2244;0.5827;"Test";12
"C-SGD";3.372;0.0166;0.4908;0.008;0.1781;0.5666;"Test";12
"B-SGD";1.963;0.018;0.4908;0.0077;0.1205;0.4964;"Test";12
"AvaGrad";1.472;0.0218;0.0023;0.0181;-0.0478;0.2476;"Full";13
"Fisher";1.419;0.0178;0.0019;0.0101;0.1794;0.6011;"Full";13
"NBWaVE";11.634;0.016;0.0017;0.0098;0.4358;0.8532;"Full";13
"CMF";9.664;0.0188;0.002;0.0121;0.0627;0.5011;"Full";13
"NMF";4.854;0.0192;0.002;0.011;0.0369;0.4765;"Full";13
"NNLM";3.627;0.0172;0.0018;0.0081;0.0885;0.578;"Full";13
"AIRWLS";3.609;0.0163;0.0017;0.0072;0.4325;0.7826;"Full";13
"Newton";1.816;0.0163;0.0017;0.0086;0.3989;0.756;"Full";13
"C-SGD";3.372;0.0174;0.0018;0.0088;0.3173;0.7027;"Full";13
"B-SGD";1.957;0.0183;0.0019;0.008;0.2251;0.6263;"Full";13
"AvaGrad";1.472;0.0217;0.1408;0.0174;-0.0478;0.2476;"Train";13
"Fisher";1.419;0.0173;0.1406;0.0055;0.1794;0.6011;"Train";13
"NBWaVE";11.634;0.0149;0.1404;0.0082;0.4358;0.8532;"Train";13
"CMF";9.664;0.0181;0.141;0.0062;0.0627;0.5011;"Train";13
"NMF";4.854;0.0188;0.1408;0.0073;0.0369;0.4765;"Train";13
"NNLM";3.627;0.0168;0.1404;0.0059;0.0885;0.578;"Train";13
"AIRWLS";3.609;0.0159;0.1403;0.0044;0.4325;0.7826;"Train";13
"Newton";1.816;0.0158;0.1403;0.0044;0.3989;0.756;"Train";13
"C-SGD";3.372;0.0162;0.1404;0.0054;0.3173;0.7027;"Train";13
"B-SGD";1.957;0.0155;0.1405;0.0057;0.2251;0.6263;"Train";13
"AvaGrad";1.472;0.0221;0.4927;0.0202;-0.0478;0.2476;"Test";13
"Fisher";1.419;0.0192;0.4923;0.0235;0.1794;0.6011;"Test";13
"NBWaVE";11.634;0.0189;0.4923;0.0146;0.4358;0.8532;"Test";13
"CMF";9.664;0.021;0.4919;0.0296;0.0627;0.5011;"Test";13
"NMF";4.854;0.0204;0.4923;0.0221;0.0369;0.4765;"Test";13
"NNLM";3.627;0.0183;0.4926;0.0146;0.0885;0.578;"Test";13
"AIRWLS";3.609;0.0175;0.4926;0.0155;0.4325;0.7826;"Test";13
"Newton";1.816;0.0178;0.4925;0.0208;0.3989;0.756;"Test";13
"C-SGD";3.372;0.0208;0.4926;0.0188;0.3173;0.7027;"Test";13
"B-SGD";1.957;0.0264;0.4927;0.0147;0.2251;0.6263;"Test";13
"AvaGrad";11.329;0.0181;0.0026;0.0159;-0.0547;0.2581;"Full";14
"Fisher";1.973;0.0151;0.0022;0.0088;0.1157;0.5569;"Full";14
"NBWaVE";13.249;0.0135;0.0019;0.0089;0.3214;0.7168;"Full";14
"CMF";9.7;0.016;0.0023;0.0137;0.0756;0.4741;"Full";14
"NMF";4.86;0.0164;0.0024;0.0098;0.0694;0.4658;"Full";14
"NNLM";3.673;0.0148;0.0021;0.0072;0.1048;0.4997;"Full";14
"AIRWLS";3.584;0.0139;0.002;0.0058;0.3107;0.6836;"Full";14
"Newton";1.821;0.014;0.002;0.0062;0.2955;0.675;"Full";14
"C-SGD";3.376;0.0141;0.002;0.007;0.2044;0.5929;"Full";14
"B-SGD";1.963;0.0145;0.0021;0.0065;0.1612;0.5346;"Full";14
"AvaGrad";11.329;0.0181;0.141;0.0151;-0.0547;0.2581;"Train";14
"Fisher";1.973;0.015;0.1408;0.0051;0.1157;0.5569;"Train";14
"NBWaVE";13.249;0.0128;0.1405;0.0084;0.3214;0.7168;"Train";14
"CMF";9.7;0.0158;0.1412;0.0058;0.0756;0.4741;"Train";14
"NMF";4.86;0.0163;0.1409;0.0067;0.0694;0.4658;"Train";14
"NNLM";3.673;0.0147;0.1405;0.0054;0.1048;0.4997;"Train";14
"AIRWLS";3.584;0.0138;0.1406;0.004;0.3107;0.6836;"Train";14
"Newton";1.821;0.0138;0.1406;0.004;0.2955;0.675;"Train";14
"C-SGD";3.376;0.0133;0.1406;0.0056;0.2044;0.5929;"Train";14
"B-SGD";1.963;0.0127;0.1406;0.0056;0.1612;0.5346;"Train";14
"AvaGrad";11.329;0.018;0.4931;0.0182;-0.0547;0.2581;"Test";14
"Fisher";1.973;0.0156;0.4926;0.0193;0.1157;0.5569;"Test";14
"NBWaVE";13.249;0.0156;0.4927;0.0103;0.3214;0.7168;"Test";14
"CMF";9.7;0.0168;0.4922;0.0362;0.0756;0.4741;"Test";14
"NMF";4.86;0.0166;0.4928;0.0188;0.0694;0.4658;"Test";14
"NNLM";3.673;0.0149;0.4931;0.0122;0.1048;0.4997;"Test";14
"AIRWLS";3.584;0.0144;0.4927;0.0109;0.3107;0.6836;"Test";14
"Newton";1.821;0.0145;0.4926;0.0125;0.2955;0.675;"Test";14
"C-SGD";3.376;0.0166;0.4928;0.0108;0.2044;0.5929;"Test";14
"B-SGD";1.963;0.0196;0.4928;0.009;0.1612;0.5346;"Test";14
"AvaGrad";0.908;0.0194;0.0031;0.0146;-0.0336;0.2462;"Full";15
"Fisher";1.772;0.0159;0.0026;0.0081;0.1544;0.5707;"Full";15
"NBWaVE";14.513;0.0142;0.0023;0.0077;0.3983;0.78;"Full";15
"CMF";8.959;0.0166;0.0027;0.009;0.1687;0.5329;"Full";15
"NMF";4.854;0.0172;0.0028;0.0089;0.1505;0.5423;"Full";15
"NNLM";3.631;0.015;0.0024;0.0056;0.2554;0.6191;"Full";15
"AIRWLS";3.597;0.0149;0.0024;0.0048;0.3088;0.6789;"Full";15
"Newton";1.817;0.0143;0.0023;0.0053;0.328;0.6799;"Full";15
"C-SGD";3.38;0.0142;0.0023;0.0053;0.3425;0.7124;"Full";15
"B-SGD";1.945;0.015;0.0024;0.0059;0.2411;0.5977;"Full";15
"AvaGrad";0.908;0.0193;0.1415;0.014;-0.0336;0.2462;"Train";15
"Fisher";1.772;0.0155;0.1411;0.004;0.1544;0.5707;"Train";15
"NBWaVE";14.513;0.0134;0.1407;0.0071;0.3983;0.78;"Train";15
"CMF";8.959;0.0162;0.1408;0.0046;0.1687;0.5329;"Train";15
"NMF";4.854;0.0168;0.1413;0.0056;0.1505;0.5423;"Train";15
"NNLM";3.631;0.0147;0.1408;0.0044;0.2554;0.6191;"Train";15
"AIRWLS";3.597;0.0144;0.1407;0.003;0.3088;0.6789;"Train";15
"Newton";1.817;0.014;0.1407;0.003;0.328;0.6799;"Train";15
"C-SGD";3.38;0.0133;0.1406;0.0042;0.3425;0.7124;"Train";15
"B-SGD";1.945;0.0129;0.1407;0.0047;0.2411;0.5977;"Train";15
"AvaGrad";0.908;0.0199;0.4933;0.0165;-0.0336;0.2462;"Test";15
"Fisher";1.772;0.017;0.4929;0.0204;0.1544;0.5707;"Test";15
"NBWaVE";14.513;0.0165;0.4929;0.0096;0.3983;0.78;"Test";15
"CMF";8.959;0.0177;0.4936;0.0223;0.1687;0.5329;"Test";15
"NMF";4.854;0.0182;0.493;0.019;0.1505;0.5423;"Test";15
"NNLM";3.631;0.0158;0.4932;0.0092;0.2554;0.6191;"Test";15
"AIRWLS";3.597;0.0164;0.4933;0.0103;0.3088;0.6789;"Test";15
"Newton";1.817;0.0153;0.4931;0.0123;0.328;0.6799;"Test";15
"C-SGD";3.38;0.0167;0.4932;0.0086;0.3425;0.7124;"Test";15
"B-SGD";1.945;0.0213;0.4933;0.0094;0.2411;0.5977;"Test";15
"AvaGrad";1.621;0.022;0.0022;0.0201;-0.0353;0.2496;"Full";16
"Fisher";1.451;0.0179;0.0018;0.0118;0.2127;0.6347;"Full";16
"NBWaVE";11.556;0.016;0.0016;0.0114;0.3603;0.7679;"Full";16
"CMF";9.532;0.0188;0.0019;0.0137;0.1159;0.5493;"Full";16
"NMF";4.855;0.0191;0.0019;0.0129;0.1168;0.5346;"Full";16
"NNLM";3.476;0.0172;0.0017;0.0095;0.0777;0.603;"Full";16
"AIRWLS";3.602;0.0162;0.0016;0.008;0.4706;0.8409;"Full";16
"Newton";1.819;0.0162;0.0016;0.0087;0.4376;0.8167;"Full";16
"C-SGD";3.366;0.0161;0.0016;0.0089;0.2866;0.6819;"Full";16
"B-SGD";1.972;0.0164;0.0016;0.0095;0.2245;0.6043;"Full";16
"AvaGrad";1.621;0.0218;0.14;0.0194;-0.0353;0.2496;"Train";16
"Fisher";1.451;0.0175;0.1398;0.0076;0.2127;0.6347;"Train";16
"NBWaVE";11.556;0.015;0.1396;0.0104;0.3603;0.7679;"Train";16
"CMF";9.532;0.0182;0.1397;0.0086;0.1159;0.5493;"Train";16
"NMF";4.855;0.0187;0.1399;0.01;0.1168;0.5346;"Train";16
"NNLM";3.476;0.0168;0.1395;0.0079;0.0777;0.603;"Train";16
"AIRWLS";3.602;0.0158;0.1395;0.0059;0.4706;0.8409;"Train";16
"Newton";1.819;0.0158;0.1395;0.0059;0.4376;0.8167;"Train";16
"C-SGD";3.366;0.0153;0.1395;0.0073;0.2866;0.6819;"Train";16
"B-SGD";1.972;0.0144;0.1395;0.0081;0.2245;0.6043;"Train";16
"AvaGrad";1.621;0.0225;0.494;0.0221;-0.0353;0.2496;"Test";16
"Fisher";1.451;0.0192;0.4935;0.0241;0.2127;0.6347;"Test";16
"NBWaVE";11.556;0.0191;0.4936;0.0142;0.3603;0.7679;"Test";16
"CMF";9.532;0.0206;0.4939;0.0287;0.1159;0.5493;"Test";16
"NMF";4.855;0.0201;0.4936;0.0215;0.1168;0.5346;"Test";16
"NNLM";3.476;0.0182;0.4939;0.0144;0.0777;0.603;"Test";16
"AIRWLS";3.602;0.0174;0.4937;0.0142;0.4706;0.8409;"Test";16
"Newton";1.819;0.0175;0.4937;0.0168;0.4376;0.8167;"Test";16
"C-SGD";3.366;0.0185;0.4938;0.0136;0.2866;0.6819;"Test";16
"B-SGD";1.972;0.0219;0.4938;0.0135;0.2245;0.6043;"Test";16
"AvaGrad";2.852;0.0207;0.0021;0.016;-0.0642;0.2571;"Full";17
"Fisher";1.428;0.0156;0.0016;0.0092;0.1952;0.5944;"Full";17
"NBWaVE";10.248;0.0139;0.0014;0.0088;0.3588;0.7519;"Full";17
"CMF";9.542;0.016;0.0017;0.0084;0.103;0.5223;"Full";17
"NMF";NA;NA;NA;NA;NA;NA;"Full";17
"NNLM";3.61;0.015;0.0016;0.0073;0.1399;0.6016;"Full";17
"AIRWLS";3.599;0.014;0.0015;0.0056;0.4425;0.8138;"Full";17
"Newton";1.825;0.014;0.0015;0.0063;0.4238;0.797;"Full";17
"C-SGD";3.363;0.0139;0.0014;0.0063;0.361;0.7371;"Full";17
"B-SGD";1.957;0.0142;0.0015;0.0065;0.2663;0.6568;"Full";17
"AvaGrad";2.852;0.0207;0.141;0.0154;-0.0642;0.2571;"Train";17
"Fisher";1.428;0.0153;0.1407;0.0049;0.1952;0.5944;"Train";17
"NBWaVE";10.248;0.0129;0.1405;0.0081;0.3588;0.7519;"Train";17
"CMF";9.542;0.0157;0.1406;0.0051;0.103;0.5223;"Train";17
"NMF";NA;NA;NA;NA;NA;NA;"Train";17
"NNLM";3.61;0.0148;0.1404;0.0053;0.1399;0.6016;"Train";17
"AIRWLS";3.599;0.0137;0.1404;0.0039;0.4425;0.8138;"Train";17
"Newton";1.825;0.0137;0.1404;0.0039;0.4238;0.797;"Train";17
"C-SGD";3.363;0.0133;0.1404;0.0048;0.361;0.7371;"Train";17
"B-SGD";1.957;0.0129;0.1404;0.0053;0.2663;0.6568;"Train";17
"AvaGrad";2.852;0.0207;0.4921;0.0177;-0.0642;0.2571;"Test";17
"Fisher";1.428;0.0166;0.4917;0.0214;0.1952;0.5944;"Test";17
"NBWaVE";10.248;0.0165;0.4917;0.0107;0.3588;0.7519;"Test";17
"CMF";9.542;0.0167;0.492;0.0177;0.103;0.5223;"Test";17
"NMF";NA;NA;NA;NA;NA;NA;"Test";17
"NNLM";3.61;0.0156;0.4921;0.0128;0.1399;0.6016;"Test";17
"AIRWLS";3.599;0.0147;0.492;0.0104;0.4425;0.8138;"Test";17
"Newton";1.825;0.0148;0.4919;0.0131;0.4238;0.797;"Test";17
"C-SGD";3.363;0.0154;0.4919;0.0105;0.361;0.7371;"Test";17
"B-SGD";1.957;0.0178;0.492;0.01;0.2663;0.6568;"Test";17
"AvaGrad";10.944;0.0158;0.0024;0.0087;0.2904;0.7027;"Full";18
"Fisher";2.107;0.0155;0.0023;0.0085;0.1882;0.5531;"Full";18
"NBWaVE";10.541;0.0144;0.0021;0.0084;0.3159;0.7016;"Full";18
"CMF";9.75;0.0159;0.0024;0.0152;0.0919;0.4946;"Full";18
"NMF";4.891;0.0166;0.0025;0.0091;0.1758;0.5164;"Full";18
"NNLM";3.63;0.0148;0.0022;0.0075;0.1823;0.5487;"Full";18
"AIRWLS";3.624;0.0142;0.0021;0.0065;0.3188;0.712;"Full";18
"Newton";1.817;0.0141;0.0021;0.0058;0.3435;0.7213;"Full";18
"C-SGD";3.36;0.0141;0.0021;0.0062;0.2646;0.6437;"Full";18
"B-SGD";1.957;0.0144;0.0022;0.0064;0.2051;0.5603;"Full";18
"AvaGrad";10.944;0.0156;0.1417;0.0067;0.2904;0.7027;"Train";18
"Fisher";2.107;0.0152;0.1417;0.0043;0.1882;0.5531;"Train";18
"NBWaVE";10.541;0.0136;0.1416;0.0075;0.3159;0.7016;"Train";18
"CMF";9.75;0.0156;0.1419;0.0047;0.0919;0.4946;"Train";18
"NMF";4.891;0.0164;0.1418;0.0056;0.1758;0.5164;"Train";18
"NNLM";3.63;0.0146;0.1413;0.0046;0.1823;0.5487;"Train";18
"AIRWLS";3.624;0.0139;0.1415;0.0033;0.3188;0.712;"Train";18
"Newton";1.817;0.0139;0.1415;0.0033;0.3435;0.7213;"Train";18
"C-SGD";3.36;0.0133;0.1415;0.0045;0.2646;0.6437;"Train";18
"B-SGD";1.957;0.0129;0.1415;0.0051;0.2051;0.5603;"Train";18
"AvaGrad";10.944;0.0163;0.4915;0.0143;0.2904;0.7027;"Test";18
"Fisher";2.107;0.0162;0.4913;0.0202;0.1882;0.5531;"Test";18
"NBWaVE";10.541;0.0165;0.4912;0.0112;0.3159;0.7016;"Test";18
"CMF";9.75;0.0168;0.4912;0.0445;0.0919;0.4946;"Test";18
"NMF";4.891;0.0171;0.4914;0.0188;0.1758;0.5164;"Test";18
"NNLM";3.63;0.0154;0.4919;0.0156;0.1823;0.5487;"Test";18
"AIRWLS";3.624;0.0149;0.4914;0.0153;0.3188;0.712;"Test";18
"Newton";1.817;0.0149;0.4913;0.0129;0.3435;0.7213;"Test";18
"C-SGD";3.36;0.0165;0.4913;0.0109;0.2646;0.6437;"Test";18
"B-SGD";1.957;0.0187;0.4915;0.0102;0.2051;0.5603;"Test";18
"AvaGrad";11.3;0.0168;0.0027;0.0139;-0.0433;0.2387;"Full";19
"Fisher";2.141;0.0144;0.0023;0.0088;0.0369;0.4306;"Full";19
"NBWaVE";12.356;0.013;0.0021;0.0086;0.3039;0.6984;"Full";19
"CMF";9.166;0.0145;0.0023;0.0077;-0.0338;0.4071;"Full";19
"NMF";4.138;0.0153;0.0024;0.0096;-0.0554;0.3875;"Full";19
"NNLM";3.645;0.0139;0.0022;0.0065;0.0264;0.4898;"Full";19
"AIRWLS";3.579;0.0133;0.0021;0.006;0.1384;0.5347;"Full";19
"Newton";1.827;0.0134;0.0021;0.0067;0.1655;0.5576;"Full";19
"C-SGD";3.358;0.0133;0.0021;0.0061;0.1945;0.5769;"Full";19
"B-SGD";1.938;0.0139;0.0022;0.0069;0.0654;0.4439;"Full";19
"AvaGrad";11.3;0.0166;0.141;0.0132;-0.0433;0.2387;"Train";19
"Fisher";2.141;0.0141;0.1408;0.005;0.0369;0.4306;"Train";19
"NBWaVE";12.356;0.0121;0.1405;0.0082;0.3039;0.6984;"Train";19
"CMF";9.166;0.0142;0.1406;0.0051;-0.0338;0.4071;"Train";19
"NMF";4.138;0.0151;0.1409;0.0066;-0.0554;0.3875;"Train";19
"NNLM";3.645;0.0136;0.1405;0.0052;0.0264;0.4898;"Train";19
"AIRWLS";3.579;0.013;0.1405;0.0039;0.1384;0.5347;"Train";19
"Newton";1.827;0.013;0.1405;0.0039;0.1655;0.5576;"Train";19
"C-SGD";3.358;0.0123;0.1404;0.0051;0.1945;0.5769;"Train";19
"B-SGD";1.938;0.0116;0.1405;0.0062;0.0654;0.4439;"Train";19
"AvaGrad";11.3;0.0173;0.4933;0.016;-0.0433;0.2387;"Test";19
"Fisher";2.141;0.0154;0.4929;0.0201;0.0369;0.4306;"Test";19
"NBWaVE";12.356;0.0154;0.4929;0.0097;0.3039;0.6984;"Test";19
"CMF";9.166;0.0153;0.4933;0.0152;-0.0338;0.4071;"Test";19
"NMF";4.138;0.0161;0.493;0.0185;-0.0554;0.3875;"Test";19
"NNLM";3.645;0.0146;0.4933;0.0105;0.0264;0.4898;"Test";19
"AIRWLS";3.579;0.0143;0.493;0.012;0.1384;0.5347;"Test";19
"Newton";1.827;0.0144;0.493;0.015;0.1655;0.5576;"Test";19
"C-SGD";3.358;0.0162;0.4932;0.0092;0.1945;0.5769;"Test";19
"B-SGD";1.938;0.0202;0.4932;0.0092;0.0654;0.4439;"Test";19
"AvaGrad";2.101;0.0179;0.0031;0.0128;-0.0549;0.2529;"Full";20
"Fisher";3.492;0.0156;0.0027;0.0085;0.0025;0.3662;"Full";20
"NBWaVE";12.534;0.0136;0.0024;0.0076;0.2551;0.6781;"Full";20
"CMF";8.73;0.0154;0.0027;0.0086;-0.0098;0.3703;"Full";20
"NMF";4.852;0.0162;0.0028;0.0086;-0.015;0.3568;"Full";20
"NNLM";3.621;0.0146;0.0026;0.0058;0.0569;0.4083;"Full";20
"AIRWLS";3.57;0.0143;0.0025;0.0056;0.074;0.4304;"Full";20
"Newton";1.819;0.0143;0.0025;0.0058;0.0749;0.4347;"Full";20
"C-SGD";3.351;0.0141;0.0025;0.0055;0.1319;0.5197;"Full";20
"B-SGD";1.956;0.0143;0.0025;0.0058;0.0701;0.3985;"Full";20
"AvaGrad";2.101;0.0179;0.1422;0.0123;-0.0549;0.2529;"Train";20
"Fisher";3.492;0.0154;0.142;0.0045;0.0025;0.3662;"Train";20
"NBWaVE";12.534;0.0129;0.1415;0.0073;0.2551;0.6781;"Train";20
"CMF";8.73;0.0153;0.1417;0.0044;-0.0098;0.3703;"Train";20
"NMF";4.852;0.0161;0.1421;0.0056;-0.015;0.3568;"Train";20
"NNLM";3.621;0.0146;0.1415;0.0045;0.0569;0.4083;"Train";20
"AIRWLS";3.57;0.0141;0.1415;0.0034;0.074;0.4304;"Train";20
"Newton";1.819;0.0141;0.1415;0.0034;0.0749;0.4347;"Train";20
"C-SGD";3.351;0.0133;0.1415;0.0046;0.1319;0.5197;"Train";20
"B-SGD";1.956;0.0123;0.1416;0.005;0.0701;0.3985;"Train";20
"AvaGrad";2.101;0.0178;0.4921;0.0144;-0.0549;0.2529;"Test";20
"Fisher";3.492;0.016;0.4917;0.0197;0.0025;0.3662;"Test";20
"NBWaVE";12.534;0.0156;0.4917;0.0086;0.2551;0.6781;"Test";20
"CMF";8.73;0.0157;0.4921;0.0206;-0.0098;0.3703;"Test";20
"NMF";4.852;0.0164;0.4917;0.0173;-0.015;0.3568;"Test";20
"NNLM";3.621;0.0148;0.4922;0.0098;0.0569;0.4083;"Test";20
"AIRWLS";3.57;0.0147;0.492;0.012;0.074;0.4304;"Test";20
"Newton";1.819;0.0147;0.492;0.0126;0.0749;0.4347;"Test";20
"C-SGD";3.351;0.0163;0.492;0.008;0.1319;0.5197;"Test";20
"B-SGD";1.956;0.0201;0.492;0.0079;0.0701;0.3985;"Test";20
"AvaGrad";1.056;0.026;0.0033;0.0195;-0.0613;0.3099;"Full";21
"Fisher";1.452;0.0191;0.0024;0.0089;0.3441;0.7738;"Full";21
"NBWaVE";7.526;0.0172;0.0022;0.0084;0.3597;0.7651;"Full";21
"CMF";9.367;0.0202;0.0026;0.0137;0.1134;0.6276;"Full";21
"NMF";5.605;0.0209;0.0027;0.0099;0.1231;0.6269;"Full";21
"NNLM";3.627;0.0186;0.0024;0.0103;0.2538;0.7339;"Full";21
"AIRWLS";3.579;0.0169;0.0022;0.0058;0.5099;0.8884;"Full";21
"Newton";1.826;0.0168;0.0022;0.006;0.4709;0.8258;"Full";21
"C-SGD";3.383;0.0171;0.0022;0.0105;0.3958;0.7841;"Full";21
"B-SGD";1.95;0.0177;0.0023;0.0073;0.2999;0.717;"Full";21
"AvaGrad";1.056;0.0262;0.1426;0.0182;-0.0613;0.3099;"Train";21
"Fisher";1.452;0.0189;0.142;0.0038;0.3441;0.7738;"Train";21
"NBWaVE";7.526;0.0163;0.1416;0.0072;0.3597;0.7651;"Train";21
"CMF";9.367;0.0199;0.142;0.0047;0.1134;0.6276;"Train";21
"NMF";5.605;0.0208;0.1422;0.0055;0.1231;0.6269;"Train";21
"NNLM";3.627;0.0184;0.1414;0.0044;0.2538;0.7339;"Train";21
"AIRWLS";3.579;0.0168;0.1415;0.0029;0.5099;0.8884;"Train";21
"Newton";1.826;0.0164;0.1415;0.0031;0.4709;0.8258;"Train";21
"C-SGD";3.383;0.0163;0.1415;0.0041;0.3958;0.7841;"Train";21
"B-SGD";1.95;0.0159;0.1416;0.0045;0.2999;0.717;"Train";21
"AvaGrad";1.056;0.0255;0.4919;0.0233;-0.0613;0.3099;"Test";21
"Fisher";1.452;0.0198;0.4912;0.0233;0.3441;0.7738;"Test";21
"NBWaVE";7.526;0.0196;0.4913;0.0119;0.3597;0.7651;"Test";21
"CMF";9.367;0.0211;0.4915;0.0393;0.1134;0.6276;"Test";21
"NMF";5.605;0.0214;0.4912;0.0225;0.1231;0.6269;"Test";21
"NNLM";3.627;0.0193;0.492;0.027;0.2538;0.7339;"Test";21
"AIRWLS";3.579;0.0174;0.4915;0.0139;0.5099;0.8884;"Test";21
"Newton";1.826;0.018;0.4914;0.0145;0.4709;0.8258;"Test";21
"C-SGD";3.383;0.0195;0.4915;0.0285;0.3958;0.7841;"Test";21
"B-SGD";1.95;0.0228;0.4916;0.0153;0.2999;0.717;"Test";21
"AvaGrad";7.482;0.0195;0.0024;0.0112;0.0772;0.519;"Full";22
"Fisher";1.412;0.0175;0.0021;0.0082;0.1197;0.5154;"Full";22
"NBWaVE";8.339;0.0152;0.0018;0.0075;0.3838;0.7647;"Full";22
"CMF";9.284;0.0187;0.0023;0.0101;0.0542;0.4545;"Full";22
"NMF";4.855;0.0192;0.0023;0.0091;0.0493;0.4558;"Full";22
"NNLM";3.639;0.0164;0.002;0.006;0.1336;0.5706;"Full";22
"AIRWLS";3.631;0.0156;0.0019;0.0057;0.2701;0.6409;"Full";22
"Newton";1.82;0.0156;0.0019;0.0062;0.2559;0.6241;"Full";22
"C-SGD";3.377;0.0154;0.0019;0.0058;0.2393;0.5938;"Full";22
"B-SGD";1.954;0.0155;0.0019;0.0059;0.2381;0.5949;"Full";22
"AvaGrad";7.482;0.0195;0.142;0.0102;0.0772;0.519;"Train";22
"Fisher";1.412;0.0173;0.1419;0.0048;0.1197;0.5154;"Train";22
"NBWaVE";8.339;0.0144;0.1416;0.0072;0.3838;0.7647;"Train";22
"CMF";9.284;0.0184;0.1421;0.0053;0.0542;0.4545;"Train";22
"NMF";4.855;0.0191;0.1421;0.0065;0.0493;0.4558;"Train";22
"NNLM";3.639;0.0163;0.1417;0.005;0.1336;0.5706;"Train";22
"AIRWLS";3.631;0.0154;0.1416;0.0037;0.2701;0.6409;"Train";22
"Newton";1.82;0.0154;0.1417;0.0037;0.2559;0.6241;"Train";22
"C-SGD";3.377;0.0146;0.1416;0.0048;0.2393;0.5938;"Train";22
"B-SGD";1.954;0.0136;0.1416;0.0052;0.2381;0.5949;"Train";22
"AvaGrad";7.482;0.0193;0.4909;0.0141;0.0772;0.519;"Test";22
"Fisher";1.412;0.018;0.4907;0.0176;0.1197;0.5154;"Test";22
"NBWaVE";8.339;0.0174;0.4906;0.0084;0.3838;0.7647;"Test";22
"CMF";9.284;0.0195;0.4906;0.0233;0.0542;0.4545;"Test";22
"NMF";4.855;0.0195;0.4908;0.0163;0.0493;0.4558;"Test";22
"NNLM";3.639;0.0167;0.4908;0.0087;0.1336;0.5706;"Test";22
"AIRWLS";3.631;0.0161;0.4907;0.0113;0.2701;0.6409;"Test";22
"Newton";1.82;0.0163;0.4906;0.0132;0.2559;0.6241;"Test";22
"C-SGD";3.377;0.0175;0.4907;0.0086;0.2393;0.5938;"Test";22
"B-SGD";1.954;0.021;0.4907;0.0078;0.2381;0.5949;"Test";22
"AvaGrad";0.804;0.016;0.003;0.0106;-0.0401;0.2524;"Full";23
"Fisher";2.177;0.0143;0.0027;0.008;0.0207;0.4219;"Full";23
"NBWaVE";11.297;0.0124;0.0024;0.0072;0.2172;0.5902;"Full";23
"CMF";8.522;0.0146;0.0028;0.0102;-0.0584;0.3508;"Full";23
"NMF";4.842;0.0149;0.0028;0.0086;-0.0624;0.3053;"Full";23
"NNLM";3.638;0.0138;0.0026;0.0058;-0.0992;0.4431;"Full";23
"AIRWLS";3.624;0.0131;0.0025;0.0046;0.1691;0.5316;"Full";23
"Newton";1.832;0.0132;0.0025;0.0059;0.1523;0.5318;"Full";23
"C-SGD";3.376;0.0133;0.0026;0.0052;0.1223;0.4856;"Full";23
"B-SGD";1.958;0.0137;0.0026;0.0055;0.0594;0.4333;"Full";23
"AvaGrad";0.804;0.0159;0.1418;0.0101;-0.0401;0.2524;"Train";23
"Fisher";2.177;0.014;0.1417;0.0035;0.0207;0.4219;"Train";23
"NBWaVE";11.297;0.0116;0.1412;0.0069;0.2172;0.5902;"Train";23
"CMF";8.522;0.0143;0.1417;0.0037;-0.0584;0.3508;"Train";23
"NMF";4.842;0.0147;0.1418;0.0048;-0.0624;0.3053;"Train";23
"NNLM";3.638;0.0136;0.1412;0.0039;-0.0992;0.4431;"Train";23
"AIRWLS";3.624;0.0129;0.1413;0.0028;0.1691;0.5316;"Train";23
"Newton";1.832;0.0129;0.1413;0.0028;0.1523;0.5318;"Train";23
