"Model";"Time";"RSS";"Cos";"Dev";"Sil";"Purity";"Set";"Iter"
"Fisher";420.382;0.0322;0.4943;0.0271;0.3086;0.7111;"Test";23
"NBWaVE";241.612;0.033;0.4947;0.0152;0.4753;0.7866;"Test";23
"CMF";797.861;0.0322;0.4944;0.0363;0.02;0.6042;"Test";23
"NMF";NA;NA;NA;NA;NA;NA;"Test";23
"NNLM";225.559;0.0306;0.4947;0.0161;0.0678;0.871;"Test";23
"AIRWLS";217.545;0.0308;0.4946;0.0212;0.52;0.8244;"Test";23
"Newton";78.252;0.0309;0.4945;0.0253;0.5252;0.8223;"Test";23
"C-SGD";45.608;0.0331;0.4947;0.0151;0.4854;0.793;"Test";23
"B-SGD";33.081;0.0381;0.4949;0.0145;0.4327;0.7476;"Test";23
"AvaGrad";313.035;0.0372;0.0072;0.03;-0.0145;0.2577;"Full";24
"Fisher";323.832;0.0322;0.0062;0.0164;0.4157;0.7825;"Full";24
"NBWaVE";244.016;0.0294;0.0057;0.0152;0.4268;0.7701;"Full";24
"CMF";792.149;0.0315;0.0061;0.0194;0.0884;0.7325;"Full";24
"NMF";536.922;0.0328;0.0063;0.0167;0.1293;0.7488;"Full";24
"NNLM";226.377;0.0307;0.006;0.012;0.2044;0.8903;"Full";24
"AIRWLS";216.703;0.0305;0.0059;0.0126;0.514;0.8201;"Full";24
"Newton";79.092;0.0304;0.0059;0.0136;0.4949;0.8225;"Full";24
"C-SGD";46.157;0.0302;0.0059;0.0124;0.4728;0.7959;"Full";24
"B-SGD";33.304;0.0308;0.006;0.0129;0.4132;0.7599;"Full";24
"AvaGrad";313.035;0.0372;0.1455;0.0297;-0.0145;0.2577;"Train";24
"Fisher";323.832;0.0318;0.1448;0.0105;0.4157;0.7825;"Train";24
"NBWaVE";244.016;0.0276;0.144;0.0142;0.4268;0.7701;"Train";24
"CMF";792.149;0.031;0.1449;0.0098;0.0884;0.7325;"Train";24
"NMF";536.922;0.0324;0.1449;0.0116;0.1293;0.7488;"Train";24
"NNLM";226.377;0.0303;0.1443;0.01;0.2044;0.8903;"Train";24
"AIRWLS";216.703;0.0299;0.1443;0.0093;0.514;0.8201;"Train";24
"Newton";79.092;0.0297;0.1443;0.0093;0.4949;0.8225;"Train";24
"C-SGD";46.157;0.0285;0.1441;0.011;0.4728;0.7959;"Train";24
"B-SGD";33.304;0.0272;0.1442;0.0118;0.4132;0.7599;"Train";24
"AvaGrad";313.035;0.0373;0.4945;0.0309;-0.0145;0.2577;"Test";24
"Fisher";323.832;0.0334;0.4937;0.0333;0.4157;0.7825;"Test";24
"NBWaVE";244.016;0.0344;0.4941;0.0179;0.4268;0.7701;"Test";24
"CMF";792.149;0.0331;0.4934;0.047;0.0884;0.7325;"Test";24
"NMF";536.922;0.0338;0.4938;0.0314;0.1293;0.7488;"Test";24
"NNLM";226.377;0.0318;0.4942;0.0179;0.2044;0.8903;"Test";24
"AIRWLS";216.703;0.0322;0.4941;0.0222;0.514;0.8201;"Test";24
"Newton";79.092;0.0324;0.4941;0.026;0.4949;0.8225;"Test";24
"C-SGD";46.157;0.0351;0.4942;0.0165;0.4728;0.7959;"Test";24
"B-SGD";33.304;0.0411;0.4944;0.0161;0.4132;0.7599;"Test";24
"AvaGrad";34.806;0.0361;0.009;0.0186;-0.0163;0.2641;"Full";25
"Fisher";492.098;0.0323;0.0081;0.0125;0.3105;0.7013;"Full";25
"NBWaVE";209.865;0.0294;0.0074;0.0122;0.4417;0.7823;"Full";25
"CMF";795.786;0.0321;0.0081;0.0137;-0.0158;0.606;"Full";25
"NMF";537.062;0.0328;0.0082;0.0127;0.0892;0.7026;"Full";25
"NNLM";225.732;0.0309;0.0078;0.0098;0.0514;0.8504;"Full";25
"AIRWLS";217.532;0.0307;0.0077;0.0105;0.4857;0.8029;"Full";25
"Newton";78.122;0.0307;0.0077;0.012;0.5055;0.8106;"Full";25
"C-SGD";45.566;0.0302;0.0076;0.0102;0.4946;0.7953;"Full";25
"B-SGD";32.968;0.0303;0.0077;0.0105;0.4584;0.7913;"Full";25
"AvaGrad";34.806;0.0361;0.1468;0.0185;-0.0163;0.2641;"Train";25
"Fisher";492.098;0.0319;0.1462;0.0085;0.3105;0.7013;"Train";25
"NBWaVE";209.865;0.0277;0.145;0.0118;0.4417;0.7823;"Train";25
"CMF";795.786;0.0317;0.1462;0.0082;-0.0158;0.606;"Train";25
"NMF";537.062;0.0325;0.1463;0.0094;0.0892;0.7026;"Train";25
"NNLM";225.732;0.0305;0.1456;0.0082;0.0514;0.8504;"Train";25
"AIRWLS";217.532;0.0302;0.1456;0.0076;0.4857;0.8029;"Train";25
"Newton";78.122;0.0301;0.1456;0.0076;0.5055;0.8106;"Train";25
"C-SGD";45.566;0.0288;0.1453;0.0091;0.4946;0.7953;"Train";25
"B-SGD";32.968;0.0275;0.1453;0.0097;0.4584;0.7913;"Train";25
"AvaGrad";34.806;0.0362;0.496;0.0191;-0.0163;0.2641;"Test";25
"Fisher";492.098;0.0333;0.4952;0.0239;0.3105;0.7013;"Test";25
"NBWaVE";209.865;0.0342;0.4956;0.0133;0.4417;0.7823;"Test";25
"CMF";795.786;0.0332;0.4951;0.0294;-0.0158;0.606;"Test";25
"NMF";537.062;0.0336;0.4953;0.0222;0.0892;0.7026;"Test";25
"NNLM";225.732;0.0319;0.4956;0.0144;0.0514;0.8504;"Test";25
"AIRWLS";217.532;0.0321;0.4955;0.0189;0.4857;0.8029;"Test";25
"Newton";78.122;0.0323;0.4954;0.0248;0.5055;0.8106;"Test";25
"C-SGD";45.566;0.0344;0.4957;0.0135;0.4946;0.7953;"Test";25
"B-SGD";32.968;0.0385;0.4959;0.0128;0.4584;0.7913;"Test";25
"AvaGrad";33.965;0.037;0.0077;0.0216;-0.0141;0.2636;"Full";26
"Fisher";247.258;0.0328;0.0069;0.014;0.3913;0.7619;"Full";26
"NBWaVE";210.579;0.03;0.0063;0.0136;0.4554;0.7723;"Full";26
"CMF";792.771;0.0322;0.0067;0.0148;0.2061;0.7684;"Full";26
"NMF";535.808;0.0333;0.007;0.0142;0.053;0.7186;"Full";26
"NNLM";225.235;0.0314;0.0066;0.0111;0.052;0.8746;"Full";26
"AIRWLS";217.382;0.0312;0.0066;0.0116;0.4891;0.8149;"Full";26
"Newton";78.535;0.0312;0.0066;0.0128;0.4887;0.813;"Full";26
"C-SGD";45.447;0.0309;0.0065;0.0115;0.4677;0.7853;"Full";26
"B-SGD";32.807;0.0312;0.0065;0.0119;0.411;0.7527;"Full";26
"AvaGrad";33.965;0.037;0.1461;0.0214;-0.0141;0.2636;"Train";26
"Fisher";247.258;0.0325;0.1455;0.0099;0.3913;0.7619;"Train";26
"NBWaVE";210.579;0.0283;0.1446;0.0131;0.4554;0.7723;"Train";26
"CMF";792.771;0.0318;0.1453;0.0093;0.2061;0.7684;"Train";26
"NMF";535.808;0.0331;0.1456;0.0108;0.053;0.7186;"Train";26
"NNLM";225.235;0.0311;0.145;0.0095;0.052;0.8746;"Train";26
"AIRWLS";217.382;0.0307;0.1449;0.0088;0.4891;0.8149;"Train";26
"Newton";78.535;0.0307;0.145;0.0088;0.4887;0.813;"Train";26
"C-SGD";45.447;0.0296;0.1448;0.0102;0.4677;0.7853;"Train";26
"B-SGD";32.807;0.0279;0.1448;0.0111;0.411;0.7527;"Train";26
"AvaGrad";33.965;0.037;0.4946;0.022;-0.0141;0.2636;"Test";26
"Fisher";247.258;0.0337;0.4939;0.026;0.3913;0.7619;"Test";26
"NBWaVE";210.579;0.0348;0.4942;0.0149;0.4554;0.7723;"Test";26
"CMF";792.771;0.0332;0.494;0.0303;0.2061;0.7684;"Test";26
"NMF";535.808;0.0341;0.4939;0.024;0.053;0.7186;"Test";26
"NNLM";225.235;0.0323;0.4943;0.0158;0.052;0.8746;"Test";26
"AIRWLS";217.382;0.0327;0.4942;0.0195;0.4891;0.8149;"Test";26
"Newton";78.535;0.0328;0.4941;0.0243;0.4887;0.813;"Test";26
"C-SGD";45.447;0.0348;0.4943;0.0151;0.4677;0.7853;"Test";26
"B-SGD";32.807;0.0405;0.4945;0.0145;0.411;0.7527;"Test";26
"AvaGrad";478.079;0.0378;0.009;0.0202;-0.0105;0.2585;"Full";27
"Fisher";361.745;0.0334;0.008;0.0125;0.3731;0.7636;"Full";27
"NBWaVE";211.504;0.0306;0.0073;0.0121;0.4541;0.7851;"Full";27
"CMF";789.207;0.0333;0.008;0.0146;0.0241;0.515;"Full";27
"NMF";536.225;0.034;0.0081;0.0127;0.0394;0.7368;"Full";27
"NNLM";225.909;0.0319;0.0077;0.0098;0.0527;0.7612;"Full";27
"AIRWLS";217.067;0.0317;0.0076;0.0101;0.5084;0.8142;"Full";27
"Newton";78.986;0.0317;0.0076;0.0115;0.5218;0.8174;"Full";27
"C-SGD";45.547;0.0312;0.0075;0.0101;0.4993;0.7948;"Full";27
"B-SGD";33.227;0.0315;0.0075;0.0103;0.4629;0.7714;"Full";27
"AvaGrad";478.079;0.0378;0.147;0.02;-0.0105;0.2585;"Train";27
"Fisher";361.745;0.0331;0.1463;0.0082;0.3731;0.7636;"Train";27
"NBWaVE";211.504;0.0289;0.1453;0.0116;0.4541;0.7851;"Train";27
"CMF";789.207;0.0329;0.1463;0.0081;0.0241;0.515;"Train";27
"NMF";536.225;0.0337;0.1464;0.0091;0.0394;0.7368;"Train";27
"NNLM";225.909;0.0316;0.1457;0.0081;0.0527;0.7612;"Train";27
"AIRWLS";217.067;0.0312;0.1457;0.0074;0.5084;0.8142;"Train";27
"Newton";78.986;0.0311;0.1457;0.0074;0.5218;0.8174;"Train";27
"C-SGD";45.547;0.0298;0.1455;0.0088;0.4993;0.7948;"Train";27
"B-SGD";33.227;0.0284;0.1454;0.0095;0.4629;0.7714;"Train";27
"AvaGrad";478.079;0.0379;0.4955;0.0207;-0.0105;0.2585;"Test";27
"Fisher";361.745;0.0344;0.4947;0.0246;0.3731;0.7636;"Test";27
"NBWaVE";211.504;0.0354;0.4951;0.0133;0.4541;0.7851;"Test";27
"CMF";789.207;0.0345;0.4947;0.0332;0.0241;0.515;"Test";27
"NMF";536.225;0.0348;0.4948;0.0232;0.0394;0.7368;"Test";27
"NNLM";225.909;0.033;0.4952;0.0147;0.0527;0.7612;"Test";27
"AIRWLS";217.067;0.0332;0.495;0.0177;0.5084;0.8142;"Test";27
"Newton";78.986;0.0333;0.495;0.0233;0.5218;0.8174;"Test";27
"C-SGD";45.547;0.0353;0.4952;0.0136;0.4993;0.7948;"Test";27
"B-SGD";33.227;0.0401;0.4954;0.0127;0.4629;0.7714;"Test";27
"AvaGrad";49.536;0.0393;0.0074;0.0232;-0.0171;0.2526;"Full";28
"Fisher";355.016;0.0344;0.0065;0.015;0.3598;0.7468;"Full";28
"NBWaVE";215.761;0.0315;0.006;0.0148;0.4173;0.7575;"Full";28
"CMF";787.559;0.0337;0.0064;0.0169;0.0148;0.6158;"Full";28
"NMF";539.437;0.035;0.0066;0.0154;0.0562;0.6942;"Full";28
"NNLM";225.08;0.033;0.0063;0.0122;0.0742;0.7889;"Full";28
"AIRWLS";216.471;0.0327;0.0062;0.0126;0.4777;0.7955;"Full";28
"Newton";77.705;0.0327;0.0062;0.0141;0.4794;0.7868;"Full";28
"C-SGD";45.547;0.0323;0.0062;0.0125;0.417;0.7516;"Full";28
"B-SGD";33.041;0.0328;0.0063;0.0129;0.3193;0.6997;"Full";28
"AvaGrad";49.536;0.0393;0.1457;0.023;-0.0171;0.2526;"Train";28
"Fisher";355.016;0.0341;0.145;0.0108;0.3598;0.7468;"Train";28
"NBWaVE";215.761;0.0296;0.1442;0.0143;0.4173;0.7575;"Train";28
"CMF";787.559;0.0333;0.1451;0.0102;0.0148;0.6158;"Train";28
"NMF";539.437;0.0347;0.1451;0.0118;0.0562;0.6942;"Train";28
"NNLM";225.08;0.0326;0.1445;0.0104;0.0742;0.7889;"Train";28
"AIRWLS";216.471;0.0321;0.1445;0.0097;0.4777;0.7955;"Train";28
"Newton";77.705;0.0321;0.1446;0.0097;0.4794;0.7868;"Train";28
"C-SGD";45.547;0.0307;0.1444;0.0111;0.417;0.7516;"Train";28
"B-SGD";33.041;0.0294;0.1444;0.0119;0.3193;0.6997;"Train";28
"AvaGrad";49.536;0.0394;0.4947;0.0239;-0.0171;0.2526;"Test";28
"Fisher";355.016;0.0355;0.494;0.0269;0.3598;0.7468;"Test";28
"NBWaVE";215.761;0.0367;0.4943;0.0162;0.4173;0.7575;"Test";28
"CMF";787.559;0.0351;0.4937;0.036;0.0148;0.6158;"Test";28
"NMF";539.437;0.0358;0.4941;0.0256;0.0562;0.6942;"Test";28
"NNLM";225.08;0.034;0.4944;0.0173;0.0742;0.7889;"Test";28
"AIRWLS";216.471;0.0343;0.4943;0.0209;0.4777;0.7955;"Test";28
"Newton";77.705;0.0344;0.4942;0.0268;0.4794;0.7868;"Test";28
"C-SGD";45.547;0.037;0.4944;0.0166;0.417;0.7516;"Test";28
"B-SGD";33.041;0.0426;0.4946;0.0158;0.3193;0.6997;"Test";28
"AvaGrad";464.845;0.0363;0.0075;0.0213;0.1537;0.6484;"Full";29
"Fisher";288.903;0.034;0.007;0.0145;0.4099;0.7605;"Full";29
"NBWaVE";213.877;0.0311;0.0064;0.0141;0.4331;0.7617;"Full";29
"CMF";793.454;0.0337;0.007;0.0156;0.058;0.6775;"Full";29
"NMF";537.974;0.0346;0.0072;0.0149;0.0714;0.6948;"Full";29
"NNLM";225.978;0.0327;0.0068;0.0113;0.1768;0.8711;"Full";29
"AIRWLS";217.101;0.0325;0.0068;0.012;0.4959;0.7992;"Full";29
"Newton";80.175;0.0325;0.0067;0.0132;0.4974;0.8003;"Full";29
"C-SGD";45.911;0.0321;0.0067;0.0119;0.4712;0.7877;"Full";29
"B-SGD";33.333;0.0327;0.0068;0.0122;0.4434;0.7446;"Full";29
"AvaGrad";464.845;0.0362;0.1459;0.0206;0.1537;0.6484;"Train";29
"Fisher";288.903;0.0336;0.1457;0.0098;0.4099;0.7605;"Train";29
"NBWaVE";213.877;0.0293;0.1447;0.0135;0.4331;0.7617;"Train";29
"CMF";793.454;0.0332;0.1455;0.0094;0.058;0.6775;"Train";29
"NMF";537.974;0.0343;0.1458;0.0108;0.0714;0.6948;"Train";29
"NNLM";225.978;0.0323;0.1451;0.0095;0.1768;0.8711;"Train";29
"AIRWLS";217.101;0.0319;0.1452;0.0088;0.4959;0.7992;"Train";29
"Newton";80.175;0.0318;0.1452;0.0088;0.4974;0.8003;"Train";29
"C-SGD";45.911;0.0304;0.145;0.0106;0.4712;0.7877;"Train";29
"B-SGD";33.333;0.0291;0.145;0.0111;0.4434;0.7446;"Train";29
"AvaGrad";464.845;0.0366;0.4944;0.0236;0.1537;0.6484;"Test";29
"Fisher";288.903;0.0352;0.4939;0.0281;0.4099;0.7605;"Test";29
"NBWaVE";213.877;0.0362;0.4943;0.0157;0.4331;0.7617;"Test";29
"CMF";793.454;0.035;0.4942;0.0334;0.058;0.6775;"Test";29
"NMF";537.974;0.0356;0.494;0.0264;0.0714;0.6948;"Test";29
"NNLM";225.978;0.0338;0.4944;0.0166;0.1768;0.8711;"Test";29
"AIRWLS";217.101;0.0341;0.4942;0.021;0.4959;0.7992;"Test";29
"Newton";80.175;0.0343;0.4942;0.026;0.4974;0.8003;"Test";29
"C-SGD";45.911;0.0371;0.4944;0.0157;0.4712;0.7877;"Test";29
"B-SGD";33.333;0.0431;0.4945;0.0154;0.4434;0.7446;"Test";29
"AvaGrad";501.026;0.0356;0.0078;0.0225;-0.0137;0.2627;"Full";30
"Fisher";343.474;0.0315;0.007;0.0139;0.415;0.7843;"Full";30
"NBWaVE";242.213;0.0288;0.0064;0.0133;0.4772;0.7866;"Full";30
"CMF";784.632;0.0309;0.0068;Inf;0.0932;0.7294;"Full";30
"NMF";NA;NA;NA;NA;NA;NA;"Full";30
"NNLM";225.447;0.0301;0.0067;Inf;0.2544;0.8714;"Full";30
"AIRWLS";216.459;0.0299;0.0066;0.0112;0.5207;0.8168;"Full";30
"Newton";78.355;0.0299;0.0066;0.0125;0.5071;0.8156;"Full";30
"C-SGD";45.619;0.0296;0.0066;0.0111;0.5031;0.8063;"Full";30
"B-SGD";33.184;0.03;0.0067;0.0115;0.4517;0.7669;"Full";30
"AvaGrad";501.026;0.0356;0.146;0.0223;-0.0137;0.2627;"Train";30
"Fisher";343.474;0.0311;0.1454;0.0095;0.415;0.7843;"Train";30
"NBWaVE";242.213;0.0271;0.1445;0.0128;0.4772;0.7866;"Train";30
"CMF";784.632;0.0305;0.1454;0.009;0.0932;0.7294;"Train";30
"NMF";NA;NA;NA;NA;NA;NA;"Train";30
"NNLM";225.447;0.0298;0.1448;0.0091;0.2544;0.8714;"Train";30
"AIRWLS";216.459;0.0294;0.1448;0.0085;0.5207;0.8168;"Train";30
"Newton";78.355;0.0292;0.1448;0.0085;0.5071;0.8156;"Train";30
"C-SGD";45.619;0.0281;0.1446;0.0099;0.5031;0.8063;"Train";30
"B-SGD";33.184;0.0267;0.1446;0.0106;0.4517;0.7669;"Train";30
"AvaGrad";501.026;0.0358;0.495;0.023;-0.0137;0.2627;"Test";30
"Fisher";343.474;0.0326;0.4943;0.0264;0.415;0.7843;"Test";30
"NBWaVE";242.213;0.0336;0.4947;0.0147;0.4772;0.7866;"Test";30
"CMF";784.632;0.0321;0.4941;Inf;0.0932;0.7294;"Test";30
"NMF";NA;NA;NA;NA;NA;NA;"Test";30
"NNLM";225.447;0.0312;0.4947;Inf;0.2544;0.8714;"Test";30
"AIRWLS";216.459;0.0315;0.4946;0.0189;0.5207;0.8168;"Test";30
"Newton";78.355;0.0317;0.4946;0.024;0.5071;0.8156;"Test";30
"C-SGD";45.619;0.0338;0.4948;0.0146;0.5031;0.8063;"Test";30
"B-SGD";33.184;0.0395;0.4949;0.0142;0.4517;0.7669;"Test";30
"AvaGrad";399.431;0.0384;0.0076;0.022;-0.0313;0.2631;"Full";31
"Fisher";237.105;0.0341;0.0067;0.0145;0.3762;0.7219;"Full";31
"NBWaVE";215.605;0.0312;0.0062;0.0145;0.3471;0.7396;"Full";31
"CMF";795.38;0.0335;0.0066;0.0157;0.0582;0.691;"Full";31
"NMF";537.657;0.0347;0.0069;0.0148;0.073;0.6953;"Full";31
"NNLM";225.141;0.0327;0.0065;0.0118;0.1219;0.8282;"Full";31
"AIRWLS";218.069;0.0325;0.0065;0.0125;0.4722;0.7764;"Full";31
"Newton";78.854;0.0325;0.0065;0.0139;0.4194;0.77;"Full";31
"C-SGD";45.957;0.0322;0.0064;0.0123;0.3442;0.7093;"Full";31
"B-SGD";33.31;0.0327;0.0065;0.0127;0.3145;0.6841;"Full";31
"AvaGrad";399.431;0.0383;0.1454;0.0218;-0.0313;0.2631;"Train";31
"Fisher";237.105;0.0338;0.1449;0.0104;0.3762;0.7219;"Train";31
"NBWaVE";215.605;0.0294;0.144;0.014;0.3471;0.7396;"Train";31
"CMF";795.38;0.0331;0.1447;0.0099;0.0582;0.691;"Train";31
"NMF";537.657;0.0344;0.145;0.0115;0.073;0.6953;"Train";31
"NNLM";225.141;0.0323;0.1444;0.0101;0.1219;0.8282;"Train";31
"AIRWLS";218.069;0.032;0.1444;0.0093;0.4722;0.7764;"Train";31
"Newton";78.854;0.0319;0.1444;0.0093;0.4194;0.77;"Train";31
"C-SGD";45.957;0.0307;0.1442;0.011;0.3442;0.7093;"Train";31
"B-SGD";33.31;0.0293;0.1443;0.0117;0.3145;0.6841;"Train";31
"AvaGrad";399.431;0.0386;0.4954;0.0224;-0.0313;0.2631;"Test";31
"Fisher";237.105;0.0353;0.4947;0.0263;0.3762;0.7219;"Test";31
"NBWaVE";215.605;0.0365;0.495;0.0159;0.3471;0.7396;"Test";31
"CMF";795.38;0.0347;0.4949;0.0324;0.0582;0.691;"Test";31
"NMF";537.657;0.0357;0.4948;0.0245;0.073;0.6953;"Test";31
"NNLM";225.141;0.0338;0.4951;0.0167;0.1219;0.8282;"Test";31
"AIRWLS";218.069;0.0341;0.495;0.0216;0.4722;0.7764;"Test";31
"Newton";78.854;0.0342;0.4949;0.0272;0.4194;0.77;"Test";31
"C-SGD";45.957;0.0366;0.4951;0.0163;0.3442;0.7093;"Test";31
"B-SGD";33.31;0.0423;0.4953;0.0157;0.3145;0.6841;"Test";31
"AvaGrad";474.007;0.0366;0.0085;0.0189;-0.0203;0.2671;"Full";32
"Fisher";298.56;0.0325;0.0076;0.0124;0.3156;0.7084;"Full";32
"NBWaVE";213.038;0.0297;0.0069;0.0123;0.4152;0.7572;"Full";32
"CMF";783.532;0.0319;0.0075;0.0138;0.0577;0.692;"Full";32
"NMF";536.956;0.0331;0.0077;0.0127;0.118;0.7126;"Full";32
"NNLM";226.141;0.0311;0.0073;0.0097;0.1803;0.8773;"Full";32
"AIRWLS";217.136;0.0308;0.0072;0.0101;0.4631;0.7995;"Full";32
"Newton";78.028;0.0308;0.0072;0.0115;0.4686;0.7957;"Full";32
"C-SGD";45.749;0.0305;0.0072;0.0101;0.4717;0.771;"Full";32
"B-SGD";33.124;0.0307;0.0072;0.0104;0.4055;0.7398;"Full";32
"AvaGrad";474.007;0.0366;0.1466;0.0187;-0.0203;0.2671;"Train";32
"Fisher";298.56;0.0321;0.146;0.0082;0.3156;0.7084;"Train";32
"NBWaVE";213.038;0.028;0.1451;0.0118;0.4152;0.7572;"Train";32
"CMF";783.532;0.0315;0.1461;0.008;0.0577;0.692;"Train";32
"NMF";536.956;0.0328;0.1461;0.0091;0.118;0.7126;"Train";32
"NNLM";226.141;0.0308;0.1454;0.0081;0.1803;0.8773;"Train";32
"AIRWLS";217.136;0.0303;0.1454;0.0075;0.4631;0.7995;"Train";32
"Newton";78.028;0.0302;0.1455;0.0074;0.4686;0.7957;"Train";32
"C-SGD";45.749;0.0292;0.1453;0.0088;0.4717;0.771;"Train";32
"B-SGD";33.124;0.0279;0.1452;0.0095;0.4055;0.7398;"Train";32
"AvaGrad";474.007;0.0368;0.4952;0.0193;-0.0203;0.2671;"Test";32
"Fisher";298.56;0.0336;0.4944;0.0244;0.3156;0.7084;"Test";32
"NBWaVE";213.038;0.0346;0.4948;0.0135;0.4152;0.7572;"Test";32
"CMF";783.532;0.033;0.4941;0.0304;0.0577;0.692;"Test";32
"NMF";536.956;0.0341;0.4945;0.0227;0.118;0.7126;"Test";32
"NNLM";226.141;0.0321;0.4949;0.0145;0.1803;0.8773;"Test";32
"AIRWLS";217.136;0.0324;0.4947;0.0176;0.4631;0.7995;"Test";32
"Newton";78.028;0.0326;0.4947;0.023;0.4686;0.7957;"Test";32
"C-SGD";45.749;0.0344;0.4949;0.0141;0.4717;0.771;"Test";32
"B-SGD";33.124;0.0389;0.495;0.013;0.4055;0.7398;"Test";32
"AvaGrad";34.949;0.0358;0.009;0.0204;-0.021;0.2601;"Full";33
"Fisher";379.947;0.0323;0.0081;0.0138;0.29;0.6785;"Full";33
"NBWaVE";242.659;0.0296;0.0074;0.0133;0.4154;0.7572;"Full";33
"CMF";795.653;0.0322;0.0081;0.0158;0.0521;0.5725;"Full";33
"NMF";NA;NA;NA;NA;NA;NA;"Full";33
"NNLM";226.352;0.031;0.0078;0.0109;0.2046;0.8502;"Full";33
"AIRWLS";218.14;0.0309;0.0078;0.0118;0.4783;0.7923;"Full";33
"Newton";78.477;0.0309;0.0078;0.013;0.4383;0.7886;"Full";33
"C-SGD";45.539;0.0303;0.0076;0.0113;0.406;0.7369;"Full";33
"B-SGD";33.196;0.0305;0.0077;0.0116;0.3208;0.7131;"Full";33
"AvaGrad";34.949;0.0358;0.1474;0.0204;-0.021;0.2601;"Train";33
"Fisher";379.947;0.0321;0.1468;0.0097;0.29;0.6785;"Train";33
"NBWaVE";242.659;0.028;0.1458;0.0129;0.4154;0.7572;"Train";33
"CMF";795.653;0.0318;0.1467;0.0092;0.0521;0.5725;"Train";33
"NMF";NA;NA;NA;NA;NA;NA;"Train";33
"NNLM";226.352;0.0307;0.1463;0.0093;0.2046;0.8502;"Train";33
"AIRWLS";218.14;0.0305;0.1463;0.0085;0.4783;0.7923;"Train";33
"Newton";78.477;0.0304;0.1463;0.0084;0.4383;0.7886;"Train";33
"C-SGD";45.539;0.0289;0.146;0.0102;0.406;0.7369;"Train";33
"B-SGD";33.196;0.0277;0.146;0.0108;0.3208;0.7131;"Train";33
"AvaGrad";34.949;0.0357;0.4947;0.0207;-0.021;0.2601;"Test";33
"Fisher";379.947;0.033;0.4941;0.0253;0.29;0.6785;"Test";33
"NBWaVE";242.659;0.034;0.4944;0.0146;0.4154;0.7572;"Test";33
"CMF";795.653;0.0332;0.4943;0.0345;0.0521;0.5725;"Test";33
"NMF";NA;NA;NA;NA;NA;NA;"Test";33
"NNLM";226.352;0.0318;0.4944;0.0154;0.2046;0.8502;"Test";33
"AIRWLS";218.14;0.032;0.4944;0.0215;0.4783;0.7923;"Test";33
"Newton";78.477;0.0321;0.4943;0.0258;0.4383;0.7886;"Test";33
"C-SGD";45.539;0.0343;0.4946;0.0146;0.406;0.7369;"Test";33
"B-SGD";33.196;0.0386;0.4947;0.0141;0.3208;0.7131;"Test";33
"AvaGrad";487.261;0.0343;0.008;0.0203;-0.011;0.2585;"Full";34
"Fisher";366.141;0.0305;0.0072;0.0131;0.3457;0.7301;"Full";34
"NBWaVE";238.16;0.0279;0.0065;0.0128;0.4137;0.7581;"Full";34
"CMF";786.742;0.0303;0.0071;0.0154;0.05;0.676;"Full";34
"NMF";537.149;0.0311;0.0073;0.0135;0.0553;0.6549;"Full";34
"NNLM";226.631;0.0293;0.0069;0.0105;0.0864;0.8216;"Full";34
"AIRWLS";217.104;0.0291;0.0069;0.0108;0.482;0.7914;"Full";34
"Newton";78.925;0.0291;0.0069;0.0123;0.4801;0.788;"Full";34
"C-SGD";45.624;0.0287;0.0068;0.0106;0.4635;0.7674;"Full";34
"B-SGD";33.273;0.029;0.0068;0.011;0.3772;0.7119;"Full";34
"AvaGrad";487.261;0.0343;0.1462;0.02;-0.011;0.2585;"Train";34
"Fisher";366.141;0.0302;0.1456;0.0089;0.3457;0.7301;"Train";34
"NBWaVE";238.16;0.0263;0.1447;0.0124;0.4137;0.7581;"Train";34
"CMF";786.742;0.0298;0.1457;0.0086;0.05;0.676;"Train";34
"NMF";537.149;0.0309;0.1457;0.0099;0.0553;0.6549;"Train";34
"NNLM";226.631;0.029;0.1451;0.0087;0.0864;0.8216;"Train";34
"AIRWLS";217.104;0.0286;0.1451;0.008;0.482;0.7914;"Train";34
"Newton";78.925;0.0286;0.1451;0.008;0.4801;0.788;"Train";34
"C-SGD";45.624;0.0273;0.1449;0.0094;0.4635;0.7674;"Train";34
"B-SGD";33.273;0.0261;0.1448;0.0101;0.3772;0.7119;"Train";34
"AvaGrad";487.261;0.0344;0.495;0.0209;-0.011;0.2585;"Test";34
"Fisher";366.141;0.0314;0.4943;0.025;0.3457;0.7301;"Test";34
"NBWaVE";238.16;0.0324;0.4947;0.014;0.4137;0.7581;"Test";34
"CMF";786.742;0.0315;0.494;0.0346;0.05;0.676;"Test";34
"NMF";537.149;0.0318;0.4944;0.0235;0.0553;0.6549;"Test";34
"NNLM";226.631;0.0301;0.4947;0.0156;0.0864;0.8216;"Test";34
"AIRWLS";217.104;0.0304;0.4946;0.0188;0.482;0.7914;"Test";34
"Newton";78.925;0.0306;0.4946;0.0244;0.4801;0.788;"Test";34
"C-SGD";45.624;0.0326;0.4948;0.0143;0.4635;0.7674;"Test";34
"B-SGD";33.273;0.0372;0.495;0.0136;0.3772;0.7119;"Test";34
"AvaGrad";495.754;0.0374;0.0075;0.022;-0.0183;0.2595;"Full";35
"Fisher";409.178;0.0323;0.0065;0.0135;0.4965;0.8381;"Full";35
